"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051962","GO:0051962","positive regulation of nervous system development","11/157","391/28891",1.03951900394337e-05,0.0212789540107207,0.019159976588472,"12156/21938/19317/65086/18420/433485/245446/99633/19266/13047/14843",11
"GO:0003176","GO:0003176","aortic valve development","4/157","34/28891",3.42773748063842e-05,0.0264027088266437,0.023773503281029,"12156/21938/21846/20564",4
"GO:0008306","GO:0008306","associative learning","6/157","123/28891",5.88961107777388e-05,0.0264027088266437,0.023773503281029,"76898/53324/11820/108073/18013/21375",6
"GO:1905314","GO:1905314","semi-lunar valve development","4/157","40/28891",6.5857145628042e-05,0.0264027088266437,0.023773503281029,"12156/21938/21846/20564",4
"GO:0048638","GO:0048638","regulation of developmental growth","10/157","405/28891",7.89393656865208e-05,0.0264027088266437,0.023773503281029,"50769/11820/56808/20357/65086/14683/211652/22778/116837/11878",10
"GO:0021978","GO:0021978","telencephalon regionalization","3/157","16/28891",8.3698123406997e-05,0.0264027088266437,0.023773503281029,"12156/13865/14843",3
"GO:0007612","GO:0007612","learning","7/157","192/28891",9.02877194853473e-05,0.0264027088266437,0.023773503281029,"76898/53324/11820/108073/18013/60597/21375",7
"GO:0030900","GO:0030900","forebrain development","10/157","425/28891",0.000117187426970498,0.0287936923092107,0.0259263904730557,"12156/11820/11922/13865/18420/230025/22778/21375/14843/11878",10
"GO:0040014","GO:0040014","regulation of multicellular organism growth","5/157","89/28891",0.000127754765801509,0.0287936923092107,0.0259263904730557,"50769/11820/56808/14683/22778",5
"GO:0051963","GO:0051963","regulation of synapse assembly","6/157","144/28891",0.000140662883777287,0.0287936923092107,0.0259263904730557,"11820/15569/433485/245446/99633/19266",6
"GO:0050890","GO:0050890","cognition","9/157","371/28891",0.00020579030639913,0.0382957051999108,0.0344821843545336,"76898/53324/11820/108073/18013/14683/60597/21375/18762",9
"GO:0097154","GO:0097154","GABAergic neuron differentiation","3/157","23/28891",0.000257403459588307,0.0439087401481054,0.0395362682227303,"230025/14843/11878",3
"GO:0045687","GO:0045687","positive regulation of glial cell differentiation","4/157","58/28891",0.000283386160330209,0.0446224207843029,0.0401788798978297,"12156/21938/19317/14843",4
"GO:0050767","GO:0050767","regulation of neurogenesis","10/157","494/28891",0.000389687554104658,0.0487079438022903,0.0438575628508011,"12156/21938/70086/19317/20357/65086/18420/19266/13047/14843",10
"GO:1901888","GO:1901888","regulation of cell junction assembly","7/157","246/28891",0.000411162831744567,0.0487079438022903,0.0438575628508011,"11820/15569/433485/16373/245446/99633/19266",7
"GO:0007389","GO:0007389","pattern specification process","10/157","498/28891",0.0004150172257748,0.0487079438022903,0.0438575628508011,"12156/11694/77485/13865/17702/16373/21375/14843/20465/83561",10
"GO:0021871","GO:0021871","forebrain regionalization","3/157","27/28891",0.000418406652844065,0.0487079438022903,0.0438575628508011,"12156/13865/14843",3
"GO:0003170","GO:0003170","heart valve development","4/157","65/28891",0.000439091777750553,0.0487079438022903,0.0438575628508011,"12156/21938/21846/20564",4
"GO:0050769","GO:0050769","positive regulation of neurogenesis","8/157","329/28891",0.000457272462760636,0.0487079438022903,0.0438575628508011,"12156/21938/19317/65086/18420/19266/13047/14843",8
"GO:0007611","GO:0007611","learning or memory","8/157","331/28891",0.000475895884731708,0.0487079438022903,0.0438575628508011,"76898/53324/11820/108073/18013/60597/21375/18762",8
