"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","249/6938","440/28891",3.87189199383953e-49,2.50240379561849e-45,1.05152435201116e-45,"54127/18148/20103/78394/68147/319586/217011/67222/19942/224092/14109/102462/72344/213895/50783/27374/217869/226982/22121/225215/227522/223499/74097/108013/13211/234384/231769/21357/27966/382137/192159/20115/66942/67332/227656/110954/12261/99480/17975/66475/68731/207704/75786/30946/27998/276919/107071/448850/320632/65961/68083/27207/66405/192119/20085/13669/140546/26905/103573/69731/72193/76130/11837/20088/11920/75062/68966/98956/74778/67040/68193/67204/15278/14105/64930/215193/320790/66596/69902/72554/192196/105372/83486/239528/20222/267019/19655/15519/72584/67459/20042/101592/225348/118451/101739/57741/66164/234344/56321/76846/20935/76183/236511/27981/107732/20227/215194/56844/218629/57316/70285/77591/217995/353258/229937/66249/20901/20091/53890/245474/74200/59014/68533/67493/28000/57808/23992/20937/70078/231386/66978/14645/74112/12812/237107/67973/208768/117109/53817/68011/27993/14000/19988/19211/195434/52705/106338/67941/67025/68184/208366/224619/28109/20055/214616/100609/20643/18572/20044/110809/18813/100019/72181/66603/67115/66362/213541/68979/66489/75593/67223/27275/68879/214150/217038/67959/216987/24015/72284/20630/52513/229317/56505/16785/104662/52535/66446/56195/231452/67134/18432/74035/66878/227674/52202/210510/13205/75422/75273/72515/109075/19896/328110/59028/67920/66870/268449/110957/193116/68040/56351/269254/67148/69821/20104/68077/68052/55989/19384/69126/13871/68845/70683/227715/237730/52530/67996/98985/14300/83485/81898/55944/67619/107686/330361/66538/78796/66877/28126/20054/110816/19069/68219/78581/78651/67014/68988/66161/216119",249
"GO:0034248","GO:0034248","regulation of amide metabolic process","260/6938","482/28891",5.17447668557811e-46,1.6275814710057e-42,6.83919020040343e-43,"18148/27273/66118/16201/51810/56716/53357/17347/20918/276770/192170/52856/217869/212114/226982/22121/56040/56334/23879/13211/234384/234594/72201/217351/71373/11307/22352/13665/70769/67267/19205/21357/234734/80890/229096/12567/75901/110954/108989/64436/20677/12261/70640/15979/101543/17975/23988/17855/208643/73826/12696/27998/67031/233033/18626/56717/319278/12227/378430/12317/67579/13631/27058/107508/13838/13688/16549/19704/72416/15983/217331/13684/18627/13629/13144/230738/194952/228866/68966/232164/52846/98956/229663/64930/12877/232791/224907/68015/18604/239528/66971/15469/52874/73158/58994/73830/17350/67557/11820/244551/227331/241846/19317/319801/11803/223453/67207/72508/14433/22393/18024/21453/100342/11991/225363/236511/78893/22171/100037258/69125/243574/231279/225929/230784/18753/52575/68036/218506/18458/67493/16341/108954/27103/69956/74112/207952/56632/15114/53817/230908/20168/56422/53872/22057/12192/106338/67941/16011/11428/237400/13690/212508/103135/27373/104001/21841/18813/72181/74108/68585/13164/66362/214580/213541/19653/74480/56541/75593/217980/328572/17872/238011/19401/11789/20683/214150/213988/16007/24015/140570/72068/229317/230861/15572/15473/75420/18212/17690/66612/239606/66446/207214/22608/13666/74203/12193/24127/233833/27050/381305/15568/13685/17149/13205/13418/75422/17165/140488/233489/63913/19735/636931/26987/105193/20660/66870/110957/100715/64602/319817/228019/19045/80912/71787/231464/20218/11652/18746/231207/12785/230594/74326/11305/212167/14786/12457/66084/68134/17973/227715/70207/66704/19877/228994/83485/71701/210106/20698/80913/55944/56403/72162/140486/78796/104625/211064/16589/228026/270086/67070",260
"GO:0006397","GO:0006397","mRNA processing","265/6938","496/28891",7.55491940742239e-46,1.6275814710057e-42,6.83919020040343e-43,"18148/13548/74737/68955/319586/66801/51810/228410/51796/67039/50783/67736/192170/27374/70616/101471/22668/217207/70233/15387/20624/268420/76938/23879/108013/13211/70312/76479/268859/67367/231769/19205/21379/192159/227707/67332/13207/67337/12261/18747/23983/225027/234373/17975/22184/12696/276919/75956/72289/320632/234723/59013/15381/22185/229700/230753/66642/269623/16549/83703/53609/19826/54194/69731/72193/54723/76167/66354/224902/75062/22722/67040/216578/14105/72935/65105/12877/170791/69562/27366/75137/225160/16969/224907/56215/108062/192196/229279/51786/83486/68035/28036/209003/53610/107701/20222/74044/233208/19655/71514/74157/11820/56070/66185/15388/19317/11803/54624/98758/101739/67207/20382/15547/78372/68183/56194/74320/229709/101214/11877/76183/11758/27981/70248/19134/20227/56844/54196/107817/66660/108160/16854/20901/276905/53890/74200/15481/18458/94230/28000/231386/219249/66978/53317/12812/67440/24128/66078/74111/208768/13204/83410/53817/68011/230908/56009/12192/72692/22687/219158/76265/116748/381802/20643/103135/72459/110809/21841/66921/68278/66603/109095/20462/101943/19653/70052/70470/67772/56541/209416/74213/20926/68879/224903/27886/67959/19654/20630/238831/68816/76793/15572/73666/104721/72290/19656/664883/22608/56195/68991/19647/225283/319322/69408/210510/66125/57317/67836/67225/70650/17149/68272/18795/69192/66935/108014/328110/218543/217827/78895/100715/54188/193116/73473/269254/231464/18789/20218/67148/330216/52897/19383/100041953/21681/20383/66704/224432/102182/67996/74255/98985/66618/14300/71701/107829/210106/81898/18949/56403/70567/72162/235497/107686/170771/106583/330361/20637/231413/68592/66877/68219/56361/78651/68988/66874",265
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","248/6938","454/28891",3.21323042132299e-45,5.19177705325261e-42,2.18161433868771e-42,"17193/77035/21423/76464/233805/83560/75826/67857/56371/231803/67991/67052/12443/52004/12453/108000/19052/30949/67629/216021/270669/20586/12567/27375/108989/68964/208583/102423/75430/19054/68094/18018/208643/66214/116871/15904/56456/104418/234736/13860/53869/68142/320595/12579/11504/24100/13684/107976/319651/12450/12452/18027/229543/107995/68953/67121/11920/52696/723951/68612/56150/69681/76454/68193/18014/12530/12315/66197/66977/21803/15937/76499/69754/28036/235661/79263/13557/17869/21752/69917/22680/15512/18761/12577/72584/11820/227331/16600/12189/19192/270201/76843/18514/12323/218294/219103/72508/18392/21987/107047/227292/12568/67141/216965/59046/12581/12649/12237/12366/18763/20588/12313/59008/218630/93760/12905/105513/114714/239985/53317/12055/77891/208768/68034/20620/17246/12444/100088/109019/19211/21335/404710/13194/12192/231600/67941/13872/12449/54124/18008/70799/68251/22687/22410/116748/17535/77011/11479/246735/108911/13383/67655/19055/20466/234069/83766/77044/12428/19357/69581/67849/50875/225131/59126/269582/11789/12576/218793/26380/68431/26931/12914/19891/67974/12034/66209/228361/72290/72772/17257/28010/15574/12054/68067/15902/11792/330177/12193/20587/56453/12575/13555/194655/12314/13685/17120/23834/52468/18795/16319/12013/238271/13205/50927/71375/26427/229776/18555/53892/636931/381293/50523/16412/76707/72993/52206/83383/110957/81702/105837/214444/18557/12580/108058/330216/20104/68077/75770/20460/382985/13871/66671/72611/70681/12795/319195/75608/12021/22591/66442/27354/68592/12144/209334/18671/11799/83796/16906",248
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","242/6938","451/28891",2.24232801310095e-42,2.89843318973429e-39,1.21793816290536e-39,"100494/107035/19359/56468/20438/56371/67163/213311/80750/212114/66244/217069/223499/224109/22284/93687/20834/20747/14629/224727/70348/11993/22210/13198/224938/80890/28199/20439/66597/11865/14155/100041286/54609/74841/67490/72053/70247/231672/240263/26442/68795/66498/14828/104771/24105/50789/56637/140630/68818/12317/76375/50873/67819/57296/67245/103573/54197/26419/233902/70377/72293/14673/12234/107995/227619/216150/68612/75234/76454/170930/53312/12328/14897/229644/216440/74244/59029/69754/54644/79263/107568/77006/17754/58799/78913/56424/76843/234684/116891/211770/50762/66967/23806/22215/19822/22393/18024/19173/15204/213990/269523/329795/223870/71745/68970/66089/230815/57320/216869/18858/214931/68477/76788/20588/71492/228775/103583/59008/67118/19165/140499/68135/71991/77891/68034/20620/17246/17846/230904/74646/227693/13194/231600/101358/67025/12449/110616/65256/219158/76577/59003/22410/53323/30839/94090/77987/231863/27373/72179/30838/22214/56812/71472/236904/12398/74165/228769/68053/22230/13853/21372/21927/19358/225131/56486/56085/74251/26420/11789/106025/68431/70382/67128/26931/68292/56438/50721/70611/69554/268882/14794/93765/76302/14238/228361/192193/14154/13666/63958/81601/74126/108159/224111/71538/12330/106042/72330/319701/74374/217379/19185/268721/242960/636931/381293/16396/105193/217410/64209/52206/237353/70620/67812/59025/230903/68077/18786/23996/109815/50754/387524/14198/75788/27419/224826/94232/14084/67903/72844/24086/12795/83814/225896/56407/22213/207521/12488/11836/386649/108660/193670/218215",242
"GO:0008380","GO:0008380","RNA splicing","241/6938","449/28891",3.1034632675943e-42,3.34294718307699e-39,1.40472547901637e-39,"18148/13548/68955/319586/66801/51810/51796/67039/50783/67736/192170/27374/70616/27878/22668/217207/70233/15387/20624/76938/23879/108013/216825/13211/70312/76479/268859/56790/67367/231769/233908/19205/192159/227707/67332/13207/12261/225027/234373/17975/22184/76781/12696/276919/75956/110213/72289/320632/234723/59013/217218/225895/12750/15381/22185/229700/230753/66642/269623/16549/83703/53609/19826/69731/72193/54723/76167/66354/75062/231151/22722/67040/14105/72935/65105/170791/69562/27366/225160/16969/56215/192196/229279/83486/68035/28036/209003/53610/15469/432467/107701/20222/74044/233208/19655/71514/56070/66185/15388/19317/20020/100683/98758/101739/67207/20382/18708/78372/68183/56194/56036/101214/11877/76183/103284/11758/27981/70248/19134/20227/56844/107817/56258/108160/223527/16854/20901/276905/53890/74200/56706/15481/18458/28000/231386/66978/53317/12812/66078/74111/67760/208768/13204/53817/68011/230908/56009/109115/102414/72692/22687/219158/76265/18139/116748/381802/20643/72459/110809/21841/66921/68278/66603/109095/20462/75565/101943/19653/70052/56541/209416/20926/27370/68879/27886/67959/19654/20630/238831/68816/76793/15572/73666/104721/19656/664883/117198/22608/56195/100039795/319322/69408/210510/66125/57317/67836/67225/70439/70650/17149/68272/69192/66935/108014/101206/328110/218543/217827/193116/73473/269254/20218/52897/68052/11652/19383/100041953/21681/20383/66704/67996/66464/74255/98985/66618/14300/107829/81898/18949/56403/70567/107686/170771/330361/20637/231413/68592/66877/56361/78651/68988",241
"GO:0006417","GO:0006417","regulation of translation","229/6938","418/28891",4.12451307387988e-42,3.80810399949795e-39,1.60018702715941e-39,"18148/66118/16201/51810/17347/20918/276770/192170/52856/217869/212114/226982/22121/56040/56334/23879/13211/234384/234594/72201/217351/71373/22352/13665/70769/67267/19205/21357/234734/80890/229096/12567/75901/110954/108989/64436/20677/12261/70640/101543/17975/17855/208643/73826/12696/27998/67031/233033/18626/56717/319278/12227/378430/12317/67579/13631/27058/107508/13688/16549/19704/72416/15983/217331/13684/18627/13629/13144/230738/194952/228866/68966/232164/52846/98956/229663/64930/12877/232791/224907/68015/239528/66971/15469/52874/73158/73830/17350/67557/11820/244551/227331/241846/19317/11803/223453/67207/72508/14433/22393/21453/100342/11991/225363/236511/78893/22171/100037258/69125/243574/231279/225929/230784/52575/68036/218506/18458/67493/16341/108954/27103/69956/74112/207952/53817/230908/56422/53872/22057/12192/106338/67941/16011/11428/237400/13690/212508/103135/21841/18813/72181/74108/13164/66362/214580/213541/19653/74480/56541/75593/217980/328572/17872/19401/214150/213988/24015/140570/72068/229317/230861/15572/15473/75420/17690/66446/207214/22608/13666/74203/12193/24127/233833/27050/381305/15568/13685/17149/13205/13418/75422/17165/140488/63913/19735/636931/26987/105193/66870/110957/100715/64602/319817/228019/19045/80912/71787/231464/20218/11652/18746/231207/12785/230594/74326/14786/12457/66084/68134/17973/227715/70207/66704/19877/228994/83485/71701/210106/80913/55944/56403/72162/140486/78796/104625/211064/16589/270086/67070",229
"GO:0006338","GO:0006338","chromatin remodeling","254/6938","489/28891",3.78730147217019e-41,3.05966617682949e-38,1.28568918397356e-38,"18148/13548/21423/17984/19720/78783/102991/66511/51810/17192/229542/17769/70673/21420/224440/20918/14312/12417/234366/217127/15191/223499/20591/66929/321000/19820/170936/101631/13990/16870/21652/193796/21375/19646/52808/15078/20586/22632/21969/76804/106143/170644/218850/108989/214899/66336/68094/15081/15289/101685/16905/11909/116871/99982/69837/56456/18626/56637/71954/51812/15185/64050/192119/243842/15193/14683/18193/229700/68142/320595/238247/54343/214384/75339/17216/18627/21761/107435/231151/16468/18676/11546/105203/140858/22378/14897/208727/320790/52615/104248/97122/16969/53893/30841/68729/63830/76073/17869/71514/15161/12577/15353/12189/14013/54169/71389/93762/245688/622675/216850/73884/101739/57741/225888/233532/319151/14815/15441/17263/30951/22289/12649/107817/78878/66403/23837/20588/50709/53605/53890/18706/70802/18508/93760/50518/20937/231386/239985/105246/13433/74112/319162/12055/22385/56632/50708/233904/12053/16598/13194/76719/68251/210982/110749/109275/69260/244059/208146/93761/12611/22658/54446/109095/75565/20466/234069/83766/21665/77044/79221/67772/16535/13163/212712/225131/20926/328572/218214/17765/235626/260423/329559/50721/15183/21849/66578/56505/18140/13626/17257/80838/12054/81601/20587/11785/55982/18432/14775/17955/70020/232187/23942/16596/93696/50927/20682/381686/225876/53892/20924/217827/319148/20613/226976/73473/114741/69726/225280/194388/13831/17692/69612/22083/56086/20230/75410/68845/244694/224826/218973/13619/22589/17913/102920/404634/214162/244349/81898/15182/213742/64707/104103/80748/22110/319149/67768/83796/15077/23808/15364/16906/319154/109331/77853",254
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","237/6938","449/28891",5.84807829560981e-40,4.19957000272513e-37,1.76468327516647e-37,"18148/17193/52040/21423/76464/233805/83560/75826/28114/56371/231803/67991/67052/12443/52004/433938/17349/19130/108000/19052/30949/67629/216021/270669/20586/12567/231724/27375/108989/14155/68964/67490/208583/102423/75430/19054/21380/68094/208643/66214/12696/11909/116871/56456/104418/234736/53869/68142/12579/11504/24100/107976/12450/19247/229543/107995/11920/52696/723951/68612/56150/69681/76454/68193/18014/19361/268465/12530/225160/66977/21803/15937/67177/69754/28036/235661/79263/211651/21752/69917/22680/15512/18761/12577/72584/11820/17685/225372/227331/16600/12189/19192/270201/76843/18514/54624/100683/218294/219103/18392/107047/227292/67141/216965/12581/12649/12237/12366/18763/20588/226591/59008/93760/28000/12905/27103/114714/239985/53317/12055/208768/68034/53817/17246/12444/109019/19211/13194/12192/231600/67941/13872/70799/12952/68251/219158/22410/116748/17535/77011/19367/246735/234854/14451/108911/13383/20466/26416/56289/234069/83766/77044/19357/67849/107503/20674/50875/225131/59126/269582/11789/12576/235323/193838/218793/26931/12914/19891/12034/66209/228361/72290/72772/17257/28010/15574/12054/68067/18004/15902/11792/330177/12193/20587/11785/55982/56453/12575/13555/21385/332110/17120/23834/52468/18795/16319/238271/13205/71375/26427/229776/66131/381293/72993/52206/83383/110957/20913/81702/105837/214444/19355/12580/108058/330216/20104/68077/20460/382985/13871/66671/72611/70681/27223/12795/107829/319195/12021/22591/66442/27354/68592/12144/209334/11799/83796/16906",237
"GO:0030900","GO:0030900","forebrain development","227/6938","425/28891",2.15591564343519e-39,1.39336828035216e-36,5.8550130105924e-37,"59030/11977/20562/22151/18121/21386/21420/110648/14168/15387/211323/330938/19130/23879/20563/13845/76510/22284/16870/14633/20779/21375/20586/22187/18741/17701/231380/16871/54713/58208/13167/12570/15904/99982/16485/67378/16873/12227/75409/56637/18536/19664/192119/20315/14179/238057/18222/11878/15205/18014/64930/668303/320790/83431/14810/50913/30841/74244/14461/72338/18124/114142/232906/13797/18016/18015/11820/18472/19305/14013/18131/11803/216850/22594/20664/11682/18423/99512/24136/223701/18227/70223/16560/77040/12568/73668/11932/14173/76574/100182/15452/218772/57810/269295/252838/18508/93760/19165/243743/22255/16795/18128/67263/15114/12032/13844/328365/19211/21335/13865/13796/77053/18992/13392/19823/12929/244585/100609/20689/14183/225523/11783/22417/72832/74762/23790/16565/21418/16975/228662/20462/18541/20466/68585/320191/11819/77579/107503/21907/20674/723967/110350/19280/58198/50768/244329/235626/242620/16842/71877/329559/19091/81907/268882/15572/75420/18212/668158/13131/207615/213326/15902/14182/13488/209012/21974/13555/58234/77630/233552/18795/15208/11924/18846/20481/19434/69601/59058/13395/381293/18993/11444/241062/14836/20602/15251/65100/18012/20185/16874/12558/244667/17172/20460/11804/16568/67703/20511/22589/18072/18293/244152/14790/21821/15182/76089/319757/140486/235380/12159/57752/14184/17242/56847/18424/21416/65079/12028/30928/14842/18994/15364/22418/14634/15194/18223/71137",227
