annotation,count,percentage
3' UTR,59,0.5638379204892966
5' UTR,17,0.16246177370030582
Distal Intergenic,299,2.857415902140673
"Exon (ENSMUST00000000095.6/21385, exon 4 of 7)",1,0.0095565749235474
"Exon (ENSMUST00000000095.6/21385, exon 6 of 7)",1,0.0095565749235474
"Exon (ENSMUST00000000122.6/18053, exon 3 of 6)",1,0.0095565749235474
"Exon (ENSMUST00000002327.5/23853, exon 6 of 11)",1,0.0095565749235474
"Exon (ENSMUST00000006071.13/18423, exon 5 of 5)",1,0.0095565749235474
"Exon (ENSMUST00000006380.4/277743, exon 5 of 7)",1,0.0095565749235474
"Exon (ENSMUST00000007738.10/330790, exon 5 of 5)",1,0.0095565749235474
"Exon (ENSMUST00000007865.6/234388, exon 3 of 5)",1,0.0095565749235474
"Exon (ENSMUST00000011895.13/80297, exon 14 of 36)",1,0.0095565749235474
"Exon (ENSMUST00000017961.10/59091, exon 2 of 6)",1,0.0095565749235474
"Exon (ENSMUST00000017961.10/59091, exon 4 of 6)",1,0.0095565749235474
"Exon (ENSMUST00000019616.5/15898, exon 10 of 11)",1,0.0095565749235474
"Exon (ENSMUST00000019616.5/15898, exon 8 of 11)",1,0.0095565749235474
"Exon (ENSMUST00000021190.8/216961, exon 5 of 10)",1,0.0095565749235474
"Exon (ENSMUST00000021617.13/65256, exon 8 of 10)",1,0.0095565749235474
"Exon (ENSMUST00000021681.3/238328, exon 5 of 7)",1,0.0095565749235474
"Exon (ENSMUST00000022550.7/54616, exon 3 of 7)",1,0.0095565749235474
"Exon (ENSMUST00000024958.8/268932, exon 18 of 20)",1,0.0095565749235474
"Exon (ENSMUST00000024958.8/268932, exon 19 of 20)",1,0.0095565749235474
"Exon (ENSMUST00000025253.11/53761, exon 16 of 31)",1,0.0095565749235474
"Exon (ENSMUST00000026665.7/12418, exon 5 of 5)",1,0.0095565749235474
"Exon (ENSMUST00000030376.7/60613, exon 14 of 14)",1,0.0095565749235474
"Exon (ENSMUST00000030420.8/13842, exon 3 of 17)",1,0.0095565749235474
"Exon (ENSMUST00000030510.13/83770, exon 6 of 6)",1,0.0095565749235474
"Exon (ENSMUST00000030834.6/18127, exon 25 of 26)",1,0.0095565749235474
"Exon (ENSMUST00000035208.13/12217, exon 6 of 12)",1,0.0095565749235474
"Exon (ENSMUST00000035323.5/272382, exon 6 of 6)",1,0.0095565749235474
"Exon (ENSMUST00000036155.9/446101, exon 19 of 19)",1,0.0095565749235474
"Exon (ENSMUST00000036554.13/239273, exon 12 of 31)",1,0.0095565749235474
"Exon (ENSMUST00000036999.9/269713, exon 3 of 16)",1,0.0095565749235474
"Exon (ENSMUST00000038618.12/108075, exon 13 of 33)",1,0.0095565749235474
"Exon (ENSMUST00000038618.12/108075, exon 6 of 33)",1,0.0095565749235474
"Exon (ENSMUST00000040111.9/209683, exon 17 of 24)",1,0.0095565749235474
"Exon (ENSMUST00000040111.9/209683, exon 24 of 24)",1,0.0095565749235474
"Exon (ENSMUST00000041124.12/170753, exon 5 of 9)",1,0.0095565749235474
"Exon (ENSMUST00000042861.6/74732, exon 3 of 3)",1,0.0095565749235474
"Exon (ENSMUST00000044798.3/241769, exon 2 of 2)",1,0.0095565749235474
"Exon (ENSMUST00000045738.4/22348, exon 2 of 2)",1,0.0095565749235474
"Exon (ENSMUST00000046659.13/242667, exon 7 of 12)",1,0.0095565749235474
"Exon (ENSMUST00000046897.12/74735, exon 6 of 6)",1,0.0095565749235474
"Exon (ENSMUST00000047393.6/13019, exon 3 of 3)",1,0.0095565749235474
"Exon (ENSMUST00000047951.8/230904, exon 2 of 6)",1,0.0095565749235474
"Exon (ENSMUST00000049927.5/ENSMUST00000049927.5, exon 1 of 3)",1,0.0095565749235474
"Exon (ENSMUST00000050519.7/243312, exon 2 of 2)",1,0.0095565749235474
"Exon (ENSMUST00000051089.3/ENSMUST00000051089.3, exon 2 of 2)",1,0.0095565749235474
