"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048562","GO:0048562","embryonic organ morphogenesis","37/699","335/28891",1.76493728165968e-14,8.13636086845115e-11,6.53212577085837e-11,"14472/19130/216285/17910/109934/16869/21385/15415/15410/22412/14238/50769/110253/109663/21380/18091/224796/20473/20472/18998/19662/18504/14179/14462/18508/14683/20429/21384/18741/320790/18124/30841/15402/15396/17921/15373/19378",37
"GO:0001763","GO:0001763","morphogenesis of a branching structure","31/699","249/28891",9.56436662664505e-14,2.20458650744168e-10,1.76991121364653e-10,"22420/14472/19130/12817/15364/54710/16869/21385/15415/22412/15375/15229/73181/18163/239405/21380/20472/18504/14179/15433/20429/229700/18741/207920/329795/21923/22417/20563/14254/15402/15396",31
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","26/699","191/28891",1.19398155594089e-12,1.83475165762917e-09,1.47299619322392e-09,"22420/14472/15364/54710/16869/21385/15415/22412/15375/15229/73181/239405/21380/20472/18504/14179/229700/18741/207920/329795/21923/22417/20563/14254/15402/15396",26
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","28/699","229/28891",2.36161122513375e-12,2.72175693696665e-09,2.18511185988691e-09,"22420/14472/19130/15364/54710/16869/21385/15415/22412/15375/15229/73181/239405/21380/20472/18504/14179/15433/229700/18741/207920/329795/21923/22417/20563/14254/15402/15396",28
"GO:0090596","GO:0090596","sensory organ morphogenesis","33/699","322/28891",3.73724842906103e-12,3.44574305159427e-09,2.76635062664812e-09,"14472/19130/17910/109934/16869/21385/14238/50769/110253/21380/224796/20473/20472/18998/19662/18504/14179/14462/18508/18741/320790/18124/76574/329941/69743/20481/30841/14254/17921/15373/14107/387216/214058",33
"GO:0045165","GO:0045165","cell fate commitment","31/699","307/28891",2.47282568029654e-11,1.89995439769451e-08,1.52534299858292e-08,"22420/22409/19130/21385/103551/22412/15375/16450/18740/50523/21380/50913/18091/30051/110147/20472/240590/18504/14179/14462/18508/16800/21384/207920/22417/69743/15396/13389/13172/104360/11878",31
"GO:0060562","GO:0060562","epithelial tube morphogenesis","34/699","395/28891",2.10161780025539e-10,1.38406543702534e-07,1.11117115574405e-07,"22420/14472/216285/15364/54710/16869/21385/15415/22412/15375/15229/73181/22772/239405/21380/18091/21815/20472/18504/14179/14462/229700/18741/207920/329795/21923/22417/20481/20563/30841/14254/15402/15396/19378",34
"GO:0043010","GO:0043010","camera-type eye development","33/699","380/28891",3.08968022117046e-10,1.78042822744948e-07,1.42938363916254e-07,"12958/19130/16878/16869/21385/14238/26401/50769/224273/21815/13078/20473/108013/19662/18504/14462/18508/18741/320790/76574/329941/69743/20481/14688/30841/14254/22141/26889/14107/18997/387216/214058/19378",33
"GO:0003002","GO:0003002","regionalization","35/699","455/28891",2.28390714471034e-09,1.16986799301274e-06,9.3920672757913e-07,"14472/13798/13590/216285/16869/21385/15415/15410/15375/15229/22772/109663/21380/18091/21815/20473/20472/240590/18504/14179/13797/15433/18508/53883/18741/329795/20481/30841/15402/15395/15396/13389/13172/234219/19378",35
"GO:0007411","GO:0007411","axon guidance","25/699","252/28891",3.0295747487385e-09,1.26966723560768e-06,1.01932869058034e-06,"14472/110648/68802/11735/52666/16869/107448/15229/22772/223435/13845/20357/18998/14179/14462/18508/18124/230735/20563/14028/18997/104360/235472/107934/11878",25
"GO:0097485","GO:0097485","neuron projection guidance","25/699","252/28891",3.0295747487385e-09,1.26966723560768e-06,1.01932869058034e-06,"14472/110648/68802/11735/52666/16869/107448/15229/22772/223435/13845/20357/18998/14179/14462/18508/18124/230735/20563/14028/18997/104360/235472/107934/11878",25
"GO:0030900","GO:0030900","forebrain development","33/699","425/28891",5.21771945333052e-09,1.8952967952015e-06,1.5216037291765e-06,"14472/110648/30928/19130/15364/22187/16869/18740/18420/13845/50913/20473/14179/13797/69601/269295/18508/16536/12032/18741/16875/320790/18124/76574/22417/269610/20481/20563/30841/100609/16485/19378/11878",33
"GO:0009952","GO:0009952","anterior/posterior pattern specification","24/699","240/28891",5.34465473701074e-09,1.8952967952015e-06,1.5216037291765e-06,"14472/13798/13590/216285/16869/15415/15410/109663/21380/20473/20472/14179/13797/15433/18508/53883/20481/30841/15402/15395/15396/13389/234219/19378",24
"GO:0001654","GO:0001654","eye development","33/699","428/28891",6.20409593001901e-09,1.99695080652513e-06,1.60321475870359e-06,"12958/19130/16878/16869/21385/14238/26401/50769/224273/21815/13078/20473/108013/19662/18504/14462/18508/18741/320790/76574/329941/69743/20481/14688/30841/14254/22141/26889/14107/18997/387216/214058/19378",33
"GO:0060041","GO:0060041","retina development in camera-type eye","21/699","188/28891",6.80795905593566e-09,1.99695080652513e-06,1.60321475870359e-06,"19130/16878/16869/50769/21815/13078/20473/108013/19662/18504/18508/320790/76574/69743/20481/14688/22141/26889/18997/387216/214058",21
"GO:0007389","GO:0007389","pattern specification process","36/699","498/28891",6.94111419976731e-09,1.99695080652513e-06,1.60321475870359e-06,"22420/14472/13798/13590/216285/16869/21385/15415/15410/15375/15229/22772/109663/21380/18091/21815/20473/20472/240590/18504/14179/13797/15433/18508/53883/18741/329795/20481/30841/15402/15395/15396/13389/13172/234219/19378",36
"GO:0150063","GO:0150063","visual system development","33/699","431/28891",7.36402683534212e-09,1.99695080652513e-06,1.60321475870359e-06,"12958/19130/16878/16869/21385/14238/26401/50769/224273/21815/13078/20473/108013/19662/18504/14462/18508/18741/320790/76574/329941/69743/20481/14688/30841/14254/22141/26889/14107/18997/387216/214058/19378",33
