"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","84/2278","454/28891",1.58981106665671e-13,9.53568677780694e-10,6.76422771729097e-10,"104394/12144/219103/13871/83766/71276/19054/216021/22410/26427/116871/20133/18854/102423/29861/229543/404710/12649/381293/12236/20479/77011/75770/13194/26380/20588/234736/12575/20184/12323/18763/108000/12034/12428/66209/12237/66197/18027/12313/235661/30949/67052/330216/20586/20587/12450/218630/218294/28010/100088/105837/105513/66442/15512/21803/75826/107047/12021/18014/19055/11920/107771/15574/116748/12193/107995/268697/71375/12055/57261/21987/12447/109019/26992/11792/15904/381921/19052/76454/68612/13685/83797/108989/228714",84
"GO:0006338","GO:0006338","chromatin remodeling","85/2278","489/28891",3.81381304397685e-12,8.70783705798862e-09,6.17698485256314e-09,"17984/21969/83766/109095/18148/69726/116871/218850/29861/12649/76719/116848/15364/170936/13194/17192/75605/20588/56335/104248/16596/22632/18706/22589/84505/16905/11909/30951/19820/231386/58243/319151/101631/320713/66336/66578/193796/20586/20587/14055/17765/70673/216850/213742/105203/80748/22083/170823/320790/74026/71389/67772/107435/11546/78783/66929/22289/208727/238247/66310/14957/52808/244059/13163/15191/140858/13990/63830/107771/243842/21849/12055/66511/57261/15081/76804/78878/170644/26992/97122/239122/83797/217127/108989/70020",85
"GO:0007059","GO:0007059","chromosome segregation","76/2278","416/28891",4.35537031910068e-12,8.70783705798862e-09,6.17698485256314e-09,"21969/71988/219103/13871/83766/16580/17687/29861/381293/12236/71876/26934/20479/231123/54194/13194/11740/20588/233406/100502766/108000/72787/78267/72415/12237/24086/103733/66336/70012/78610/68549/235661/30949/66578/67052/228012/20586/75178/20587/76789/213582/21976/55993/83431/230936/381306/100088/105513/66442/234094/66713/106042/21973/229906/18005/54392/107047/13990/11920/66617/107995/268697/259279/12055/13605/57261/12447/232933/212307/26992/22210/68612/239122/83797/332110/108989",76
"GO:0006413","GO:0006413","translational initiation","35/2278","123/28891",1.22071278492567e-11,1.83045882099604e-08,1.29845291491304e-08,"18148/207952/18854/75705/13666/69674/269037/56335/56717/229317/26905/108067/68184/232164/56334/224742/13688/73830/13681/224045/216877/218629/13667/56541/16210/108954/230861/217869/66405/209354/20181/13685/56347/66912/108989",35
"GO:0034329","GO:0034329","cell junction assembly","82/2278","481/28891",2.52921213785756e-11,3.03404288057393e-08,2.15222641288847e-08,"226422/12064/20474/330814/330790/21961/272381/16523/14619/23836/13641/58234/13841/14623/228942/70237/13845/104010/18607/100042150/14787/12554/18189/56863/103967/233067/23892/11465/21872/242384/107831/71228/269788/13385/13836/72349/13518/230661/320772/270190/15898/12555/229715/13631/22417/16480/70737/192167/108903/16979/217335/22411/22418/56233/353155/18190/320840/26364/56013/230775/140570/270163/11418/226359/225872/18212/378937/12561/22339/13844/94190/13605/99633/76089/235431/16475/211323/381921/83964/12929/18747/13837",82
"GO:0016055","GO:0016055","Wnt signaling pathway","78/2278","460/28891",1.0044706792043e-10,1.00413585564456e-07,7.1229306760417e-08,"14371/13393/22410/13728/17242/84092/66743/15364/19273/20379/20479/107934/69601/14365/13194/14783/74256/23892/14160/56811/59004/72043/72125/18763/66277/103978/244667/56332/22417/16480/80707/23805/16348/20319/20586/22411/20680/68010/22418/56484/73739/18605/22083/21844/68889/13726/67772/74775/106042/22414/14184/21414/12614/21803/84035/75826/114604/70495/12234/629378/195208/20677/12447/110648/20869/227210/11865/26992/54624/22210/26385/67943/18741/22409/58799/16543/20729/29811",78
"GO:0198738","GO:0198738","cell-cell signaling by wnt","78/2278","462/28891",1.24257186199585e-10,1.06470657546444e-07,7.5525946859958e-08,"14371/13393/22410/13728/17242/84092/66743/15364/19273/20379/20479/107934/69601/14365/13194/14783/74256/23892/14160/56811/59004/72043/72125/18763/66277/103978/244667/56332/22417/16480/80707/23805/16348/20319/20586/22411/20680/68010/22418/56484/73739/18605/22083/21844/68889/13726/67772/74775/106042/22414/14184/21414/12614/21803/84035/75826/114604/70495/12234/629378/195208/20677/12447/110648/20869/227210/11865/26992/54624/22210/26385/67943/18741/22409/58799/16543/20729/29811",78
"GO:0006913","GO:0006913","nucleocytoplasmic transport","65/2278","359/28891",2.25272315312946e-10,1.27742947316726e-07,9.06156425921286e-08,"74412/109095/18148/213990/18854/14456/13211/320938/54194/57320/76582/12575/21937/18763/107939/13488/234865/72787/12034/71810/16905/229709/11909/231386/66118/16480/12014/11737/66244/54563/72170/19387/13726/72565/106042/227720/21803/56417/73666/15519/12021/12317/19055/29810/223690/75547/72322/21849/234733/13605/65246/66511/71983/72149/20383/56488/225160/11865/53415/68051/16543/226747/66011/18747/108989",65
"GO:0051169","GO:0051169","nuclear transport","65/2278","359/28891",2.25272315312946e-10,1.27742947316726e-07,9.06156425921286e-08,"74412/109095/18148/213990/18854/14456/13211/320938/54194/57320/76582/12575/21937/18763/107939/13488/234865/72787/12034/71810/16905/229709/11909/231386/66118/16480/12014/11737/66244/54563/72170/19387/13726/72565/106042/227720/21803/56417/73666/15519/12021/12317/19055/29810/223690/75547/72322/21849/234733/13605/65246/66511/71983/72149/20383/56488/225160/11865/53415/68051/16543/226747/66011/18747/108989",65
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","63/2278","343/28891",2.31629425862928e-10,1.27742947316726e-07,9.06156425921286e-08,"12144/219103/13871/83766/19054/216021/22410/26427/116871/20133/18854/29861/229543/12649/381293/12236/20479/77011/13194/20588/234736/12575/20184/18763/108000/12034/66209/12237/235661/30949/67052/330216/20586/20587/12450/218294/28010/105837/66442/15512/21803/75826/107047/12021/18014/11920/15574/116748/12193/107995/268697/71375/12055/57261/109019/26992/11792/381921/19052/76454/68612/83797/108989",63
