"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016358","GO:0016358","dendrite development","140/4658","327/28891",1.19028222014938e-30,7.61542564451575e-27,4.05322419177185e-27,"243961/233071/606496/20620/227541/14056/11352/387150/231672/56013/210108/15901/20393/16560/13131/233489/54673/13048/19280/14745/19091/14265/224617/18209/17999/12162/19353/19283/13385/68703/19211/75409/218194/216856/17974/67886/54713/13839/67414/56430/11820/19876/20430/14025/232227/217124/11350/53872/110197/53883/16443/170731/217692/228550/228662/18483/109294/18208/241638/13844/76484/23969/83814/71900/12569/11308/235072/29875/14366/216344/17356/17920/13175/20869/12540/18223/223254/69601/216049/67749/13542/12064/329165/26419/18174/16412/52463/17258/22359/17260/66225/13508/243725/13196/320027/20370/94245/29819/329934/108672/15182/22629/74143/14815/50772/18163/239985/11845/68166/11441/19164/72162/232560/11487/17165/239420/67102/12914/13047/57138/224105/12928/106042/18479/228357/100040531/17181/12286/17295/19268/63872/270058/18011/14810/21909/140486/208922/66991/216831/13631",140
"GO:0030900","GO:0030900","forebrain development","162/4658","425/28891",2.9229271405711e-28,9.35044392268695e-25,4.97666805249869e-25,"252838/13392/22151/232906/13865/20779/14013/330938/15205/12227/68169/19305/20361/328365/226407/242620/93760/12159/18227/16560/13131/99982/17172/107503/75420/21418/22627/19280/244329/14042/13869/19091/327826/72129/114142/11803/65960/17242/59058/192119/19353/18131/244152/15904/18032/67703/19211/170758/75409/15194/218194/12667/73191/54713/22408/20481/13839/21335/18423/11878/18187/320191/11820/19876/15495/18991/21386/239719/231580/22773/20807/433759/23790/329559/20356/228662/57810/100182/21416/50768/13390/13844/16870/30841/14472/14168/12569/18994/16842/12156/268882/21821/17356/22284/18424/211612/20689/13175/18795/210529/81907/20185/56217/18223/18741/69601/237847/22422/13395/67749/225523/77630/20602/67299/11924/72832/12166/723968/30928/17701/65079/15114/19130/320165/73242/13046/14682/12387/18992/192157/15182/20511/14842/235380/235626/19164/18012/18183/320790/16974/18028/67102/70762/14725/12928/20349/14843/14359/18479/243743/12316/20187/15242/22062/18996/14810/230025/140486/11921/22255/18740/21869",162
"GO:0050767","GO:0050767","regulation of neurogenesis","178/4658","494/28891",1.67482227050547e-27,3.57183762889799e-24,1.90107019125796e-24,"328572/13392/18759/14056/330938/15205/12227/67490/20361/242620/231672/12159/210108/15901/20393/13131/16800/99982/17172/233489/244058/54673/13048/107503/50849/19280/723951/14265/18109/16590/17242/224617/12162/192119/320563/19283/12484/15904/216190/13385/20660/13389/19211/140570/16835/24001/23966/16971/73191/54713/20481/27279/67414/320191/54214/19876/20430/15214/14025/22326/94091/53872/19262/20807/433759/20482/170731/329559/20356/228550/57810/18208/13390/13844/16870/14168/54712/26396/330914/17196/14366/16842/12156/76901/216344/66354/13138/17356/11426/20539/20357/16195/84653/20869/24088/29869/12306/17158/109880/18223/22422/216049/216858/12064/26419/22059/235402/20666/67299/17173/11421/18845/12166/16412/12385/65079/18129/15114/108151/19130/13508/213541/320027/29819/12387/65086/15182/13004/20360/22629/74143/54485/17762/14083/52822/239667/19164/72162/232560/56198/18755/13640/320790/21752/13047/14725/20616/20348/104015/19645/20349/20238/14843/14359/18479/228357/243743/12316/12677/20187/225908/17295/100313531/19268/22415/18011/12579/22062/18996/19317/18096/14254/235472/21909/18088/66991/11921/13631",178
"GO:0006338","GO:0006338","chromatin remodeling","176/4658","489/28891",3.84952509792596e-27,6.15731539413258e-24,3.2771614978396e-24,"30951/328572/64707/68675/234069/606496/20833/14013/14056/30941/214162/15289/319150/214384/93760/15078/21423/56456/68251/99982/57376/108671/622675/404634/20926/105246/15441/109095/20230/192119/319148/93696/68703/244694/80859/207165/245688/218214/19720/83796/18193/18600/109331/218973/51810/13433/11461/26914/23808/66423/234366/56086/319149/433759/76073/331623/214899/22632/69260/329559/328440/16905/77045/20588/17913/16870/30841/74016/13619/77683/217578/68142/12054/56505/330409/15260/67933/14479/65020/52615/50518/109275/228536/214572/15183/17263/22059/77044/18150/50912/74112/243842/50709/107932/51869/17692/50721/13435/72480/18519/52463/104103/235441/54446/29871/212712/78878/80838/14775/21402/102920/210982/56353/81703/15182/14683/19646/67768/14815/239985/110052/208146/79221/68845/225131/20924/235626/56702/93759/12593/228829/235682/66233/320790/235134/16907/233904/74351/114741/20817/381686/67382/71175/12648/19645/231506/237339/73139/29861/18479/74355/227195/15201/75605/50927/17191/19821/319955/209200/14897/56249/212391/15077/22130/381022/67210/71148/13436/252870/268996/71952/67246/223828/12566/238247/241764",176
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","166/4658","454/28891",1.51641455104211e-26,1.94040405951348e-23,1.03275812055183e-23,"231803/19357/24075/77891/234069/229841/20620/14056/72611/12315/12576/68067/93760/70799/330177/21423/56456/68251/237877/22410/57376/26427/17246/104418/68592/723951/17535/12448/68964/67141/28036/18973/18761/15904/216190/30963/18032/56317/19211/225182/235041/208643/214498/72290/216965/74996/244281/21335/83796/11651/18715/11820/194655/72772/18514/59046/11461/76707/13860/78832/67991/328440/19650/12545/67941/77045/22137/81702/20588/11504/83560/270201/13872/74370/19054/12578/68034/319651/68142/12054/12314/23834/70385/13871/12192/18795/12445/19360/18647/53869/319195/14199/16798/11799/18817/18555/218793/17222/72584/11479/22059/77044/18008/68077/18027/106795/69754/108911/269424/16412/12580/54601/18557/238271/19192/67153/76499/20877/12453/12013/27214/19651/12571/79263/27401/12235/209334/269582/67045/26931/15468/327799/239985/225131/228714/11491/18028/50523/21752/12914/56469/22209/224023/12534/67629/19684/19645/29861/448987/226026/50875/235559/50927/27354/69957/70681/74268/18764/237459/14235/12579/12442/12122/12298/12566/66991",166
"GO:0031346","GO:0031346","positive regulation of cell projection organization","165/4658","463/28891",5.550304841265e-25,5.91847506240225e-22,3.15004143184075e-22,"328572/252838/20266/18759/232906/12492/232944/20779/227541/14056/330938/11881/11352/68169/20361/14348/74055/242687/231672/12159/20393/99982/233489/244058/70620/54673/13048/723951/14265/235442/22240/16590/17242/224617/101314/12162/320563/19353/18761/19283/12484/13385/140570/24001/15194/16971/11603/22408/16400/27279/67414/56430/50884/54214/19876/20430/108686/15507/56226/14025/16570/11350/53860/234776/19259/13860/53872/20807/66573/260409/23790/20482/69710/170731/20356/21809/107746/228550/18483/52906/80913/18208/11504/13844/23969/71900/103199/54712/235072/353047/26396/330914/50791/29875/14366/216344/21821/23965/17356/11426/20869/11908/12540/109880/18223/69601/13542/12064/109905/225523/329165/19649/214459/18845/225849/319974/16412/18103/18519/22359/15114/13508/243725/29819/620393/108672/65086/74143/17762/11491/52822/216739/93759/72162/193385/232560/13640/18643/12633/381644/16974/13047/13544/50769/20616/234593/16150/16403/18479/243743/100040531/17295/56044/223255/19268/23789/59002/22415/18011/231225/75974/19317/14810/66991/13631",165
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","149/4658","405/28891",2.85971687635164e-24,2.6137812249854e-21,1.39115550300715e-21,"328572/240025/66513/387149/76905/20779/15205/94187/328365/19042/17826/17128/207667/26416/214384/12159/210108/15901/97064/16452/244058/22433/17129/101706/12167/14042/65960/14281/50724/69106/15258/12162/216190/53378/20660/114716/114249/13207/80288/245688/16971/12667/12163/353310/66313/22408/20481/16400/13132/15379/18569/19013/11350/27528/52662/225743/19663/225631/433759/75901/24117/20482/71093/69260/94093/21813/21809/21416/20399/13390/11480/110521/50791/98403/16842/12156/66042/76901/24064/13653/14734/66354/22284/19272/57246/218952/14479/20869/71805/56217/16798/74007/11545/13395/11479/17263/22059/21815/20666/14573/105352/18027/12166/68799/52463/17701/18129/20377/320027/14561/17126/16419/15182/19646/20742/434215/12705/432442/216805/14314/14083/11491/83925/93759/230597/22793/18550/50523/12914/14465/14725/23863/105083/14232/231014/67326/170441/26401/69121/72183/22772/12579/14463/238247/319922/16948/101809/15229/21869",149
"GO:0007389","GO:0007389","pattern specification process","167/4658","498/28891",4.8866660616862e-22,3.90811118283354e-19,2.08004798809932e-19,"328572/24075/13392/21415/13865/15205/12227/214162/17128/12006/242620/12159/66248/14367/17172/21418/12167/14042/13869/327826/67122/21892/17537/59058/15258/15404/12162/13389/14186/15194/207165/12667/73191/54713/22408/20481/140484/18423/15401/109065/50884/18187/100121/16372/93840/19876/16825/18514/14048/15214/21386/320145/53883/22773/20807/22632/106633/24117/235320/21813/71521/57810/13390/11480/16870/19206/30841/14472/57354/11308/232174/16842/12156/66042/14734/21821/67661/18424/57246/84653/240888/320202/18741/22422/17300/13542/18515/497652/26419/19726/22059/20465/21815/18552/14573/544696/18845/12166/72938/72507/66743/17701/18129/29871/17260/212712/12151/20377/59024/12387/14561/17126/16371/76779/12020/245866/237222/12705/15110/54485/78405/19164/18012/110796/56198/18183/21393/22420/16974/16973/11694/20472/226352/15436/14725/14234/214575/20348/23863/106042/14843/228357/20471/19821/21385/380614/14232/15227/12022/18764/22415/74019/75691/22772/15245/15242/14463/382089/18088/15438/15229/240590/15285/22255/15432/21869/209448",167
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","123/4658","323/28891",9.75469636346795e-22,6.93450525927421e-19,3.69081201588524e-19,"328572/12512/76905/15205/94187/19042/17826/17128/21413/207667/214384/12159/244058/54673/26427/22433/101706/240185/74769/65960/50724/17999/15258/53378/20660/114716/114249/80288/245688/16971/12667/353310/66313/22408/20481/16400/15379/19876/20430/14172/19013/11350/27528/52662/225743/225631/83767/433759/219134/20482/69260/94093/330119/21809/21416/213452/13390/17913/14366/98403/12156/66042/24064/14734/66354/72514/57246/14479/81907/20869/56217/16798/16840/69601/22059/20666/225849/52463/17701/320924/18129/14733/20377/320027/12387/17126/15182/19646/237222/216805/14314/76884/11491/93759/230597/18550/12633/101540/50523/12914/14465/14725/23863/30878/105083/14232/22340/231014/67326/170441/19268/69121/72183/12579/15245/15242/14463/238247/319922/16948/101809/15229/21869",123
"GO:0016055","GO:0016055","Wnt signaling pathway","156/4658","460/28891",3.24844141485526e-21,2.07835281722439e-18,1.10617978705861e-18,"67943/606496/621976/21415/20779/330938/271457/11352/68911/19042/26941/12006/56332/26416/15248/97064/14367/22410/14042/67122/20438/17242/107934/14241/319478/19353/244152/69217/72293/13144/19211/170758/56297/214498/80288/16971/353310/329252/22408/74996/16400/56458/13132/20969/58231/11820/93840/16825/14368/20437/319998/218581/11350/72114/11984/232334/27373/75723/53883/433759/219134/226154/77578/68339/20668/24117/212398/93687/20356/107746/21416/494504/235497/14366/233328/16842/320343/12156/66042/12054/13653/56505/14734/56612/81004/11426/71268/14370/218952/18647/20869/22412/16798/24088/12234/68667/18741/69601/100201/22422/13395/13542/12560/70425/103583/57265/269424/66743/66787/13853/20377/14682/18230/59024/12387/21886/107351/15182/20378/18163/20583/105787/74493/19164/232560/98170/22420/16974/50523/16973/21752/239405/18033/72357/11798/13544/75607/72780/106042/228357/17191/93960/56736/12316/240756/20187/14773/12022/18764/26401/22415/15242/229473/56805/68588/15229",156
