"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045165","GO:0045165","cell fate commitment","34/605","307/28891",2.97859985752863e-15,1.32220047675696e-11,1.00833443598022e-11,"22416/14461/22418/22421/22409/16874/13389/18509/20997/20472/14179/12677/19207/18027/17192/240590/21380/18128/16196/22414/13392/17292/104382/18012/104360/22423/16800/12142/11921/22419/11819/13869/15376/20672",34
"GO:0007389","GO:0007389","pattern specification process","39/605","498/28891",2.17781863133985e-12,4.8336684522588e-09,3.68624458862577e-09,"22416/384452/15251/22418/22421/77485/16373/13389/20465/18509/83561/20997/20472/14179/15206/110796/12022/240590/21380/18128/22414/13392/17292/234219/24113/57434/18012/13411/15229/224143/11819/13869/68897/22255/15376/24063/17702/22773/16869",39
"GO:0003002","GO:0003002","regionalization","36/605","455/28891",1.1647676558767e-11,1.72346787481222e-08,1.3143483443156e-08,"22416/384452/15251/22418/22421/77485/16373/13389/18509/83561/20997/20472/14179/15206/110796/12022/240590/21380/18128/22414/13392/17292/234219/24113/57434/18012/13411/15229/224143/11819/68897/15376/24063/17702/22773/16869",36
"GO:0048562","GO:0048562","embryonic organ morphogenesis","30/605","335/28891",3.03721635011368e-11,3.37055084453865e-08,2.57044415314884e-08,"21414/22416/384452/14461/15251/22418/106947/110253/20997/20472/14179/381598/14683/110796/18998/21380/18128/14180/13383/13392/17292/24113/54352/18012/11921/224796/13396/16470/22773/16869",30
"GO:0009952","GO:0009952","anterior/posterior pattern specification","24/605","240/28891",3.11298883623044e-10,2.76371148880538e-07,2.1076572836457e-07,"22416/22418/77485/13389/83561/20997/20472/14179/15206/110796/12022/21380/18128/22414/17292/234219/57434/18012/224143/11819/15376/17702/22773/16869",24
"GO:0007411","GO:0007411","axon guidance","23/605","252/28891",4.30327358382055e-09,2.72889020551134e-06,2.08110193166419e-06,"22416/11820/22418/13616/14179/235472/18998/68802/18128/18846/12399/107934/107448/12570/104360/20357/11921/232906/11735/15229/16971/22326/16869",23
"GO:0097485","GO:0097485","neuron projection guidance","23/605","252/28891",4.30327358382055e-09,2.72889020551134e-06,2.08110193166419e-06,"22416/11820/22418/13616/14179/235472/18998/68802/18128/18846/12399/107934/107448/12570/104360/20357/11921/232906/11735/15229/16971/22326/16869",23
"GO:0060562","GO:0060562","epithelial tube morphogenesis","29/605","395/28891",6.53562246091279e-09,3.62645351299898e-06,2.76560024135467e-06,"22416/384452/15251/22418/99377/13982/16373/20997/20472/14179/21380/18128/13383/67937/22414/17292/50768/12370/15184/13036/21846/636931/232906/15229/15376/24063/17702/22773/16869",29
"GO:0016055","GO:0016055","Wnt signaling pathway","31/605","460/28891",1.46801701716337e-08,7.20207136991279e-06,5.49243227508318e-06,"21414/22416/21844/11820/22418/22421/22409/110957/232941/214105/16600/12022/21886/18128/14180/100503386/53627/68775/22414/17292/26401/107934/13489/24113/328949/22423/73016/103236/22419/15229/16971",31
"GO:0198738","GO:0198738","cell-cell signaling by wnt","31/605","462/28891",1.62245356384609e-08,7.20207136991279e-06,5.49243227508318e-06,"21414/22416/21844/11820/22418/22421/22409/110957/232941/214105/16600/12022/21886/18128/14180/100503386/53627/68775/22414/17292/26401/107934/13489/24113/328949/22423/73016/103236/22419/15229/16971",31
"GO:0001708","GO:0001708","cell fate specification","15/605","117/28891",2.4280756406748e-08,8.60766338372246e-06,6.5643626331325e-06,"22416/22418/20997/20472/19207/18027/17192/240590/21380/18128/17292/104360/11921/15376/20672",15
"GO:0090596","GO:0090596","sensory organ morphogenesis","25/605","322/28891",2.42875918805344e-08,8.60766338372246e-06,6.5643626331325e-06,"22416/14461/15251/22418/110253/14107/20472/14179/12677/23965/110796/18998/21380/18128/14180/24113/54352/12142/11921/114889/224796/13396/16470/22773/16869",25
"GO:0021953","GO:0021953","central nervous system neuron differentiation","20/605","212/28891",2.52082955594485e-08,8.60766338372246e-06,6.5643626331325e-06,"18096/22416/14461/22421/16874/12286/18509/14179/230676/80297/74244/240590/13392/18846/13489/104360/232906/18420/16869/11444",20
"GO:0030900","GO:0030900","forebrain development","29/605","425/28891",3.28125155379251e-08,1.04039111766321e-05,7.93421428345618e-06,"22416/14461/11820/15251/22418/22421/76510/16874/14179/230676/74244/18128/22414/13392/18846/13489/24113/50768/18012/12570/11921/232906/11819/13869/22255/22773/18420/16869/11444",29
