"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","366/10744","455/28928",0.804395604395604,2.16581869359233,19.2668220124623,5.70881813427725e-81,3.72957088712332e-77,1.10150143580318e-77,"214444/67045/30949/69681/21803/218630/404710/22410/229776/50523/18671/20184/18032/14056/328440/21335/19054/219114/381921/245000/12447/77035/233805/56371/83560/22209/19052/108000/17193/75826/76464/67052/21423/68094/231803/18014/12443/71276/12580/12453/216825/67857/52004/15904/20586/12034/68964/12567/108989/75430/208643/27375/108911/12579/18018/66197/102423/74370/107976/66214/12450/56456/320595/208583/104418/13860/216965/67629/234736/72584/22390/229543/59046/13684/28036/53869/12452/69754/56150/12315/319651/11504/67121/12577/11920/21752/76454/68953/18027/12323/227292/68077/227331/68142/79263/66977/12530/68193/116871/17869/107047/52432/77011/15937/216021/13557/114714/235661/116748/52696/76843/68034/12189/13205/270201/11479/24100/67849/264064/15512/107995/329152/219103/68612/12649/67141/22680/16600/12366/19134/19192/18392/69917/93760/109019/218294/12237/18763/246735/13194/68431/270669/72508/20588/15481/12449/12576/19211/59008/77891/18514/71375/67941/12905/381293/18008/50927/208768/12192/76499/12581/26427/19055/269582/70799/12055/12314/28010/21987/17246/231600/26931/12428/68251/100088/53317/218793/17535/12444/18761/16319/327799/67655/19357/67974/66209/12144/59126/17120/21781/11789/69581/19252/20466/81702/52563/234069/50875/77044/13383/54124/72057/66468/330177/15574/52468/225131/68067/53892/11792/11820/12914/13555/228361/23834/105513/20620/12445/72772/13685/56453/52679/83383/15902/16412/72993/18795/105837/56190/19891/108058/20587/76707/12054/20460/52206/72290/225182/70681/66671/22137/12575/12193/14841/56469/12313/238271/382985/22591/75608/27354/16906/20104/72611/229841/330216/13871/269424/209334/19650/20135/66442/74268/22059/12021/723951/12427/319195/67628/12795/68592/17222/12572/13872/17283/83797/12043/11799/66371/72400/19186/107771/83796/75770/78832/67155/235559/30963/14199/216190/15468/19360/70385/56317/224023/67153/20133/18715/18028/12571/11461/18767/228714/116733/235041/12236/13559/26992/20479/19708/319944/50850/12545/74996/19684/27401/26951/223843/194655/70127/18647/18854/13649/214498/16798/268930/106795/17863/240665/12578/226026/237877/18817/54394/69957/268697/24075/216166/66993/57376/11491/69274/70891/12448/12534/59036/27214/12566/19651/57261/18973/381979/18764/448987/29861/244281/19645/20877/12298/77045/380694/12122/14235/12235/54601/12442",366
"GO:0030900","GO:0030900","forebrain development","372/10744","480/28928",0.775,2.08667163067759,18.453683365046,6.98982572334851e-74,2.28322657253179e-70,6.74334239520938e-71,"50913/22416/18508/14179/58234/16842/19434/20473/269295/14842/668303/20359/16874/12032/16485/18844/18741/16873/18124/22421/22422/19401/320790/244667/22418/56546/19280/30928/15364/17242/13813/14843/268345/14534/74762/15251/70433/11783/18740/16869/16502/14461/13637/20675/54140/16875/24113/18032/14810/22187/21869/110648/14056/11922/21335/18420/13797/18121/14168/330938/22255/12912/230025/59030/14281/22151/18014/13845/232975/18227/21420/23879/20563/22284/15387/30841/17701/192176/21907/76510/242620/15904/11977/20586/232906/99982/22594/12570/75409/13167/18536/67378/54713/20779/18039/56637/192119/269610/231380/72338/213326/83431/19664/11878/268882/11682/64930/18222/24136/22417/15205/110350/20664/223701/15452/18472/74244/114142/18131/16565/18015/18016/99512/16795/18423/19305/216850/14013/19823/100609/77040/57810/19165/93760/73668/21375/218772/12918/16870/77630/15481/18128/19211/328365/67263/381293/67760/13131/211612/24128/59058/77053/12995/12929/329559/12568/252838/235626/15572/15270/18992/107503/225523/71877/238057/244585/14173/217124/77579/20689/14182/232440/320191/75420/13865/18541/68585/70223/16568/20466/58198/20674/209012/17257/207615/14745/243743/19091/20462/20606/244329/18994/18846/11820/100182/16491/14184/13555/16975/15114/72832/18457/50768/12387/228662/668158/81907/21974/233552/13488/140486/65100/15902/58208/241062/20185/18795/20525/14790/109648/20481/14450/20562/16560/22589/23790/20460/18212/11819/20807/13844/19384/76089/319757/244152/12028/94190/12558/11804/17172/19699/18993/18223/18293/230676/21416/30957/21821/71137/68146/70762/170758/18430/12767/218194/15194/14634/16974/210108/14183/210529/17967/69601/14472/15182/57752/75717/68169/73710/11932/102774/20607/224045/18507/12367/12667/18186/433693/226407/319352/21417/21418/246179/18187/433759/20602/239719/11924/723967/65960/73242/22408/14042/20133/18028/13839/67703/20511/12227/22414/22174/14360/235380/18991/12569/56217/17356/22771/56847/18424/235439/67102/14359/19164/13649/20356/12159/72129/14682/19876/13175/320165/192157/319565/723968/329628/19353/15208/12166/13392/666173/22062/12928/22627/327826/56335/108147/20605/20349/22773/16324/20361/15565/67299/231580/13390/19130/67269/20187/12156/12176/22348/18012/12316/14633/16490/13489/237847/13869/12799/14836/13046/14725/67749/18080/18996/19378/15242/16777/73191/21350/11921",372
"GO:0016055","GO:0016055","Wnt signaling pathway","360/10744","467/28928",0.770877944325482,2.07557308017941,18.0120553524002,2.07520143674391e-70,4.51909699541598e-67,1.33468218721108e-67,"14694/23805/18091/21844/22416/71461/73181/192199/16842/12022/21803/20473/107351/14734/16973/14368/18741/22421/20682/22422/20665/16971/244667/22418/53627/232941/16815/22409/15364/106042/17242/17292/21886/66743/59004/22410/214105/70433/50523/20671/24113/15229/110648/239405/103236/18121/330938/13728/12447/14241/23892/75826/14462/20438/80707/20869/16469/22411/66277/211383/67943/12443/53883/271457/12560/93687/432940/14370/107934/629378/73739/13198/74256/74025/20586/22210/23988/56805/50873/11865/20439/14365/21888/319998/67916/20779/56297/56811/13144/56637/15248/213326/19664/72043/13653/21887/227210/68889/329252/67087/70495/13393/24136/16400/21752/26563/22417/14783/56484/19043/74775/12234/67488/20377/22412/21951/21885/17869/14735/54644/73016/27041/18163/26385/21415/20583/13205/20042/26941/27373/21929/16600/208846/17127/13543/68911/100503572/18763/73389/73668/269523/13194/195208/329795/58799/72293/320587/54624/18128/84092/19211/103583/13542/21983/242939/353310/16480/268980/70122/68010/80288/20677/67772/12995/666048/19042/11984/70425/13726/103978/18099/14173/72345/13001/16646/14371/67974/14180/219158/14773/240756/11789/100201/218581/107515/58198/54198/70300/232334/20674/13853/56274/380718/26416/16348/72125/20680/29811/214897/11820/14184/58231/11426/30838/494504/12387/20613/14366/232341/56505/68775/11538/56515/24088/19273/360216/56332/18605/621976/16825/381259/72114/12054/380702/93840/665113/17847/235542/54612/14369/218952/26401/244152/20319/12558/14362/22083/235497/16543/67020/269424/21416/13544/233328/67457/56458/97064/170758/59024/12005/11816/14634/71890/270624/16974/20729/14183/69601/20378/606496/15182/140577/102774/66787/17128/407821/56736/98170/20437/77938/57265/77583/11352/433759/72357/21414/22408/68339/14042/114604/11798/107746/114606/226154/53614/22414/22420/12876/232560/70790/26992/20479/24117/104318/74996/68031/75607/71268/81004/67122/18647/18230/19164/13649/214498/20668/20356/16798/84035/68667/76246/14682/76365/26564/14160/19353/108079/12550/13132/77578/17240/69217/228357/229473/14367/20379/100503386/12006/20969/72135/93960/219134/66042/17191/212398/75723/14296/56612/59036/20187/12156/83675/320343/12316/22419/23802/22423/18764/19277/13489/22601/74493/319478/22415/105787/14836/330096/78560/15242/27412",360
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","362/10744","475/28928",0.762105263157895,2.05195281576988,17.7692468077902,1.88279551482087e-68,3.07507577458118e-65,9.08201099649119e-66,"27103/214444/67045/226419/30949/21380/69681/21803/20473/327762/21385/18426/22410/229776/20184/67981/14056/328440/19054/219114/17685/381921/245000/12447/18148/233805/56371/83560/19052/108000/17349/17193/75826/76464/67052/21423/28114/68094/231803/433938/18014/12443/12580/231724/268465/52040/52004/20586/12034/68964/12567/108989/75430/208643/27375/108911/240087/12579/11909/14155/102423/74370/107976/211651/66214/12450/56456/12696/208583/104418/19361/216965/67629/234736/72584/22390/229543/208266/28036/53869/69754/56150/50784/11504/67177/12577/11920/21752/76454/227292/68077/227331/68142/79263/66977/12530/68193/116871/107047/77011/15937/216021/67490/114714/235661/116748/52696/76843/68034/14451/12189/13205/19367/270201/24100/225372/67849/15512/107995/329152/219103/68612/12649/67141/22680/16600/12366/19134/19192/66131/18392/69917/93760/109019/218294/12237/18763/100683/246735/13194/270669/20588/54624/28135/226591/12576/19211/59008/18514/71375/67941/12905/28000/381293/208768/12192/12581/26427/269582/12568/70799/12055/28010/17246/15270/107503/231600/56289/12952/26931/68251/53317/218793/17535/12444/18761/16319/327799/19357/66209/12144/219158/59126/234854/17120/21781/11789/19252/20466/81702/52563/19355/234069/50875/77044/13383/72057/20674/66468/330177/15574/52468/225131/68067/26416/235323/11792/11820/12914/13555/228361/23834/12445/55982/72772/56453/52679/18004/83383/15902/72993/18795/105837/56190/20913/19891/332110/18555/108058/20587/12054/20460/52206/72290/225182/70681/66671/22137/12575/11785/12193/14841/238271/382985/27223/22591/27354/16906/20104/72611/229841/330216/319955/13871/269424/209334/19650/20135/66442/74268/22059/12021/723951/193838/319195/67278/67628/12795/68592/12572/13872/17283/83797/12043/11799/66371/72400/241627/71449/19186/83796/75770/67155/235559/30963/14199/216190/15468/71878/19360/70385/12753/56317/224023/67153/26914/20133/12571/106052/11461/18767/116733/235041/12236/11787/26992/20479/19708/12545/74996/19684/26951/194655/70127/18647/13972/18854/13649/214498/268930/19247/12578/209200/65964/237877/106504/18817/54394/69957/268697/216166/117229/66993/69109/237459/57376/11491/56419/69274/12190/12448/12534/19130/59036/17096/27214/234779/12566/19651/57261/381979/18764/29861/244281/19645/20877/21853/12298/77045/12122/12235/54601",362
"GO:0050767","GO:0050767","regulation of neurogenesis","365/10744","485/28928",0.752577319587629,2.0262990228063,17.5205231729684,1.75005332311497e-66,2.28661967198202e-63,6.75336366583102e-64,"18997/54214/19268/50913/21844/22416/18508/73181/58234/70086/16842/67095/21803/12032/330790/18844/69743/22421/235402/22422/12677/20665/16835/320790/16971/244667/12064/98733/22418/19280/15364/545156/56381/66515/20732/17242/13389/14843/16800/15207/13508/15251/15206/70433/15410/14461/20429/18205/65086/14580/14056/18420/18121/14168/330938/23873/20869/20312/54673/13385/27374/387216/17190/23879/20563/22352/16590/84653/70237/21907/242620/15904/71955/56711/213541/11865/26419/99982/12579/16885/14365/13631/18536/12017/19744/15185/56717/54713/18039/14025/20238/56637/192119/269951/67287/83431/13838/59041/13841/108138/18222/216869/24136/18627/21752/76454/23966/66354/15205/12323/74117/227292/97165/18472/76901/13048/13640/17869/19266/67490/18015/18016/235611/18109/20354/19317/27279/217166/65254/71653/16878/67838/57810/382253/230598/22241/319583/26396/16870/104156/229285/18128/14254/78748/19211/20539/22326/320563/70083/29869/67784/28000/244058/26395/19016/54485/13131/53605/53872/19055/63953/17196/329559/319740/12568/107503/14173/18742/13690/170731/15214/108100/20482/76965/320191/16542/74132/20320/68585/328572/18208/12484/18606/20674/12724/17257/140570/22129/12561/217715/243743/109880/16195/22339/18846/14184/13555/16975/15114/11426/12387/14366/20893/235472/17755/11538/15902/22782/16412/24088/20481/24001/12306/216858/20562/79362/233489/665113/17118/18212/13169/214968/67414/14375/17158/20807/13844/75788/20681/69807/20660/12361/11423/14297/76089/319757/20616/17172/19699/22629/14912/20393/216049/17760/18223/66713/13003/15213/72162/22059/74006/18845/723951/171207/13047/12767/15901/20194/13643/11816/228550/14634/18755/210108/19283/216344/15182/76893/18129/18213/50849/269878/71918/18186/23999/213084/14083/14061/433759/74143/216190/20360/104015/13138/114606/12227/13004/19047/225908/20666/54712/232560/14265/20350/17344/17356/20720/12168/19262/30948/11858/18759/14359/19164/13649/20430/20585/20356/17863/12159/19876/56320/15208/19697/12166/13392/12550/224617/238276/22062/228357/66993/18096/17762/13654/55927/239667/100313531/245886/94091/57434/13388/20361/67299/52822/13390/19130/103743/17096/17756/20187/73940/12156/17295/22068/83701/19712/12316/21838/74053/13489/22601/19645/22415/12385/18011/229715/14725/330914/18080/18996/29819/73191/17919/11921",365
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","346/10744","452/28928",0.765486725663717,2.06105733432614,17.4766650659426,2.57154328199642e-66,2.7999820435471e-63,8.26954181736742e-64,"67045/14105/237730/320790/272009/216987/66932/27756/67025/20102/216156/76183/18114/245000/237221/57905/20103/18148/224092/319586/234384/72344/53975/213895/19942/68147/227656/50783/66942/68731/102462/27374/66596/22121/382137/225215/227522/226982/217869/208144/27966/223499/75786/192170/54127/74097/27207/67332/20115/21357/215194/68083/192159/213541/65961/99480/17975/448850/12261/66475/70285/13211/83486/26905/102216272/27998/14109/215193/320632/20901/75593/192119/67040/20055/20088/22185/105372/15519/72584/276919/13669/15516/140546/20085/103573/192196/98956/66405/67222/107071/118451/72554/56844/76130/15278/64930/231769/22184/207704/20227/11837/75062/67204/11920/68966/117109/72193/74778/101739/68077/78394/68193/108013/98221/73830/267019/20222/225348/30946/13205/20643/20042/217995/19655/74200/229937/19134/20935/218629/234344/68011/100609/27981/23992/56321/66164/217038/68533/72459/14000/66249/245474/27275/77591/69731/67459/353258/20091/19211/231386/59014/76846/67493/67973/67941/28000/231452/67223/53890/237107/208768/68135/66978/101592/16341/27993/239528/67936/195434/208366/57808/214616/75751/66603/214150/68040/52705/110809/68184/18572/72181/52535/53817/104662/106338/67014/66878/18813/20937/66489/56347/66362/227715/72284/67959/20044/229317/20630/67115/67134/59028/56195/52513/68879/52202/18432/74112/78688/433864/236511/66446/13664/57316/16785/75422/56505/74035/328110/78796/70078/28109/212880/75273/68845/78581/108707/72515/12812/330361/68052/19069/67920/269254/70683/68979/98985/107686/69126/193116/107732/14300/19384/55944/224823/83485/210510/20104/227674/57741/81898/68988/216119/13871/56351/109075/66254/100019/28126/106298/66538/67619/73674/100042807/110816/17089/66877/110109/66161/100043813/67239/16418/224481/194268/52530/102614/52521/66282/217431/69821/18150/230737/78651/66583/55989/75686/27979/56095/271842/20641/100503670/69499/67684/67996/97112/66580/69237/20054/20068/223722/226432/94254/20638/67205/67276/216766/228889/235036/72462/223691/57837/207932/50912/12181/72544/20826/12578/56200/16865/20815/213773/28035/53356/20116/22258/20595/72831/214572/76850/70767/101867/67671/14007/103136/234374/434234/72171/56758/19428/14113/20817/18519/214627/50911/13046/71952/54709",346
"GO:0051656","GO:0051656","establishment of organelle localization","373/10744","500/28928",0.746,2.00858972449739,17.4870428531439,3.64669510318191e-66,3.40340844415534e-63,1.00517174798984e-63,"11840/19214/214444/16553/67045/116837/18508/212733/13429/67095/110033/18124/17921/64540/16800/230872/15251/94245/75665/14461/22187/21335/78933/219114/16580/97895/110380/18148/224092/83560/27681/108000/21754/108012/76464/68581/67052/20869/51810/100502766/234857/20614/54526/12402/228421/22350/11777/12560/100503185/16590/100041286/77038/22631/76510/11776/12631/22210/50873/26419/67581/108911/19324/93670/18536/15185/19294/18039/14070/71923/13605/56426/27060/101706/67629/67064/83431/59041/103573/72415/53869/52639/381269/56150/64930/17886/15368/18570/66140/67177/11920/19326/16211/68953/60595/18472/20528/66977/228355/13426/17350/58994/27096/16905/52696/72124/27419/208943/67849/26941/76895/67037/22680/52023/19339/103967/211556/53378/16574/17758/12237/18763/24064/72320/56208/68861/76205/210998/16561/67898/28135/54141/353258/103583/59014/68196/231452/13589/26395/381293/75687/211446/76499/59040/109246/13191/77053/213993/14533/78798/66700/12568/22343/216131/225523/214585/109359/73178/78906/16319/18221/11778/67774/77579/66682/56632/320191/60409/18607/20224/240756/17120/102058/68053/15227/11789/52906/52563/70612/18208/15239/20844/13430/13383/11775/66468/59005/17257/20619/56444/108907/244329/81601/56273/15114/105513/18457/56715/20911/69940/50518/77097/12387/17755/268491/15183/20971/26875/245049/16412/107338/319613/18806/384619/102124/18005/212073/66196/382018/332110/217325/22342/20562/16560/19069/76707/72114/233489/234852/17828/11981/70681/22137/27062/76123/381318/72080/19384/75608/20616/16906/12934/17760/17281/225898/83767/229841/12615/64933/208092/270058/100019/66442/12890/225642/74006/14389/75914/16190/17913/15194/12617/50907/19349/386649/13424/20912/14183/56418/11799/11774/66371/16418/57752/72400/67511/26412/73689/54418/18159/234686/54524/226407/14083/101994/66439/16783/66994/68942/54160/26972/66397/214952/380684/71878/104015/70385/26934/68166/12540/214459/22249/114606/207425/69654/116733/117197/230917/93742/97112/20479/217449/380752/21749/50850/192167/20054/26951/53413/20615/66251/67839/69150/12794/17918/93759/69737/20963/19164/105782/320165/319565/72823/214084/24063/226751/11541/20910/232946/18817/70591/212514/268697/59045/16573/17762/20969/16554/22088/30931/16907/105504/74772/12190/70891/18571/12534/67299/16897/67269/17096/17756/16886/78232/19428/19645/20877/107371/51944/18519/16401/67749/15242/17919",373
"GO:0031346","GO:0031346","positive regulation of cell projection organization","348/10744","471/28928",0.738853503184713,1.9893479281578,16.6400616708285,5.1866599102186e-60,4.23555614918226e-57,1.25094047571456e-57,"18997/75974/54214/19268/21844/53860/22416/71461/23965/68750/67095/18844/16971/232944/244667/12064/98733/22418/27260/228880/545156/66515/17242/66573/230872/14534/13508/100310872/20429/14810/100040531/234593/65086/14056/330938/13728/107035/72722/11845/20869/20312/54673/13385/50769/19713/18010/19205/319974/16590/15387/192176/70237/12631/11977/71955/104215/232906/192212/14828/99982/16885/13631/69981/15185/56717/20779/18039/14025/216363/56637/23854/13660/13860/17427/103742/15519/67287/208727/83431/13838/59041/56699/11682/18222/11504/13837/24136/16400/12877/26563/76454/56226/12323/74117/234695/18472/13048/11771/13640/19266/19649/320840/20222/18708/14086/18015/235611/69871/20354/208647/219103/19317/18024/27279/71653/13543/103967/16878/382253/230598/18442/11603/329795/330863/26396/19259/320563/13542/70083/67784/244058/26395/53872/101314/319740/68050/252838/74187/15572/225523/73178/382056/18761/13690/170731/108100/20482/14182/76965/20320/328572/15507/235442/11789/227541/52906/54198/18208/13430/70300/12484/18606/140570/12561/217715/243743/52513/109880/19230/16403/16001/22339/18846/16975/15114/11426/242687/19735/14366/29875/68732/17755/74055/353047/18053/11538/22782/16412/18103/21770/380713/98845/24001/104445/18003/17973/108686/11881/20266/233489/269254/665113/23969/23790/225849/17118/18212/13169/80913/67414/20807/13844/22359/75788/11785/12361/11423/14297/76089/20616/14362/21812/19699/381644/20393/71951/17760/18223/66713/70620/12633/13544/21821/12492/20698/106298/72162/74006/18845/723951/13047/80987/77480/15194/11816/228550/72844/16974/19283/21809/216344/69601/68169/73710/11932/102774/18213/193385/269878/18186/23999/213084/223593/15461/18483/71900/11352/13857/68743/74143/50791/22408/103199/107746/14063/12540/101513/214459/22240/16570/14360/54712/232560/14265/12305/17344/17356/20720/12396/12168/192167/18760/23789/11858/93759/329165/18759/108672/18643/20430/20356/12801/12159/19876/69710/243725/26564/101565/231225/53404/56320/19353/13803/242274/224617/238276/216166/17762/11491/245886/59002/20361/75769/18189/50884/52822/215445/17096/56430/14226/17295/109905/223255/11908/14348/74053/260409/56044/18519/22415/16150/18011/17005/229715/330914/18080/29819/17919",348
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","280/10744","354/28928",0.790960451977401,2.12964482081183,16.4379635310049,3.3822009316876e-59,2.45510207630168e-56,7.25096410267061e-57,"214444/67045/30949/69681/21803/22410/229776/20184/14056/328440/19054/219114/381921/245000/12447/233805/56371/83560/19052/108000/17193/75826/76464/67052/21423/68094/231803/18014/12443/12580/52004/20586/12034/68964/12567/108989/75430/208643/27375/108911/12579/74370/107976/66214/12450/56456/208583/104418/216965/67629/234736/72584/22390/229543/28036/53869/69754/56150/11504/12577/11920/21752/76454/227292/68077/227331/68142/79263/66977/12530/116871/107047/77011/15937/216021/114714/235661/116748/52696/76843/68034/12189/13205/270201/24100/67849/15512/107995/329152/219103/68612/12649/67141/22680/16600/12366/19134/19192/18392/69917/93760/109019/218294/12237/18763/246735/13194/270669/20588/12576/19211/59008/18514/71375/67941/12905/381293/208768/12192/12581/26427/269582/70799/12055/28010/17246/231600/26931/68251/53317/218793/17535/12444/18761/16319/327799/19357/66209/12144/59126/17120/21781/11789/19252/20466/81702/52563/234069/50875/77044/13383/72057/66468/330177/15574/52468/225131/68067/11792/11820/12914/13555/228361/23834/12445/72772/56453/52679/83383/15902/72993/18795/105837/56190/19891/108058/20587/12054/20460/52206/72290/225182/70681/66671/22137/12575/12193/14841/238271/382985/22591/27354/16906/72611/229841/330216/13871/269424/209334/19650/20135/66442/74268/22059/12021/723951/319195/67628/12795/68592/12572/13872/17283/83797/12043/11799/66371/72400/19186/83796/67155/235559/30963/14199/216190/15468/19360/70385/56317/224023/67153/20133/12571/11461/18767/116733/235041/12236/26992/20479/19708/12545/74996/19684/26951/194655/70127/18854/13649/214498/268930/12578/237877/18817/54394/69957/268697/216166/66993/57376/11491/69274/12448/12534/59036/27214/12566/19651/57261/381979/18764/29861/244281/19645/20877/12298/77045/12122/12235/54601",280
"GO:0072594","GO:0072594","establishment of protein localization to organelle","340/10744","459/28928",0.740740740740741,1.9944292766333,16.5076071355021,4.19232793732939e-59,2.73884784145729e-56,8.08898643065765e-57,"18634/75266/21803/20472/20473/385493/75387/16846/70572/106042/56462/11632/24067/26926/52551/98732/19302/100494/27681/16648/234865/30055/67890/103468/20848/54673/71446/13548/12402/12300/22284/214854/83946/14811/192176/22631/224727/13198/57743/11776/12631/231430/70769/230673/12034/100504663/18141/15525/21454/100169864/108989/11865/14828/13207/622675/11909/19341/71844/13605/218210/103737/12465/12177/71983/15519/68818/15516/270096/53869/381038/227720/66821/69754/22687/52838/17713/668173/230738/68729/21752/15510/16211/26356/18709/18633/13557/11781/75669/16905/497652/69089/12953/18708/12189/50721/18015/12468/19305/12461/19386/21929/53333/73078/218441/320938/213990/269113/56330/320727/17113/69917/20787/21855/22378/27058/56208/19014/245474/19259/15481/18128/17714/17999/74043/66384/16480/18753/67669/15277/230908/225326/19055/68653/104831/30056/58801/230500/66541/75751/214585/74203/21849/18761/16646/170731/67437/69276/27057/14180/328572/70297/67713/235442/20661/30058/15239/20844/12462/13853/56274/76582/26416/229801/12469/56273/58231/11426/68512/78688/56428/22433/194309/107305/56535/54377/15568/18969/15183/19335/13488/74718/18021/72993/18035/15502/56794/50754/381686/108705/69923/19069/432486/72836/238799/69482/64209/16647/66169/12575/56322/75788/68051/20660/110862/19384/319757/12028/75608/68115/110750/93757/53421/227738/245944/74257/66233/65098/404634/16543/71805/29810/66271/19325/192193/12492/21854/217337/69019/22059/20191/170770/230895/216853/223696/70160/72170/21937/19349/81905/14634/13663/11774/212999/16650/606496/58869/20813/260302/224824/28185/170762/74504/66661/209018/19058/170829/66069/69821/433693/226407/16783/77938/67952/16452/271564/68943/66810/11640/66449/26413/216190/75734/18769/26914/16649/16154/66525/18767/116733/66887/58194/70790/28084/67145/70478/22771/21749/18760/226432/71175/66306/66629/20963/18854/108672/19164/218544/12159/72129/105782/66148/20335/12578/72825/242274/71735/20818/12550/72265/238276/320528/12464/12051/17762/140740/11983/15587/22088/228607/240614/66865/72565/12190/70891/12534/279706/233726/240055/13858/19428/22218/195236/56702/56044/330192/105787/224008/12122/14725/67749",340
