"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045165","GO:0045165","cell fate commitment","10/122","314/28928",0.0318471337579618,7.55142528975671,7.59628876133804,9.27961506545641e-07,0.00185777893610437,0.00147790079937216,"21386/21388/260298/15110/22083/21384/21908/23805/20471/18205",10
"GO:0048562","GO:0048562","embryonic organ morphogenesis","10/122","347/28928",0.0288184438040346,6.83327821609108,7.11424558164324,2.27523686335344e-06,0.00227751210021679,0.00181180703908092,"109934/21412/15407/21386/15372/15110/21384/23967/20471/17701",10
"GO:0001708","GO:0001708","cell fate specification","6/122","116/28928",0.0517241379310345,12.2645562464669,7.91127560722504,1.01036943479231e-05,0.00674253202818067,0.00536382089417811,"21386/21388/260298/21384/23805/20471",6
"GO:0035115","GO:0035115","embryonic forelimb morphogenesis","4/122","36/28928",0.111111111111111,26.3460837887067,9.90292405464247,1.59767042000876e-05,0.00799634045214386,0.00636125090914016,"21386/21388/23967/17701",4
"GO:0072075","GO:0072075","metanephric mesenchyme development","3/122","13/28928",0.230769230769231,54.718789407314,12.6074260588285,2.02942016379876e-05,0.00812579833585022,0.00646423727963688,"21412/23967/20471",3
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction","4/122","41/28928",0.0975609756097561,23.1331467413035,9.22941141974211,2.7023627499123e-05,0.00849498217984272,0.00675793051059574,"21388/13506/13511/140492",4
"GO:0086069","GO:0086069","bundle of His cell to Purkinje myocyte communication","3/122","15/28928",0.2,47.4229508196721,11.7036662538337,3.20876690680251e-05,0.00849498217984272,0.00675793051059574,"21388/13506/13511",3
"GO:0072074","GO:0072074","kidney mesenchyme development","3/122","16/28928",0.1875,44.4590163934426,11.3159482166605,3.93709216905905e-05,0.00849498217984272,0.00675793051059574,"21412/23967/20471",3
"GO:0042471","GO:0042471","ear morphogenesis","6/122","151/28928",0.0397350993377483,9.42177830854413,6.75242322945931,4.49719840813054e-05,0.00849498217984272,0.00675793051059574,"109934/21386/15372/23967/20471/17701",6
"GO:0050905","GO:0050905","neuromuscular process","7/122","222/28928",0.0315315315315315,7.4765913454438,6.30415346854317,4.52441598951063e-05,0.00849498217984272,0.00675793051059574,"109934/268859/18997/20840/20927/243961/14810",7
"GO:0035136","GO:0035136","forelimb morphogenesis","4/122","47/28928",0.0851063829787234,20.1799790722009,8.56408717961222,4.66757262628721e-05,0.00849498217984272,0.00675793051059574,"21386/21388/23967/17701",4
"GO:2000136","GO:2000136","regulation of cell proliferation involved in heart morphogenesis","3/122","18/28928",0.166666666666667,39.5191256830601,10.638459939059,5.70164280154392e-05,0.00951224074057577,0.00756718031468066,"21386/21388/20471",3
"GO:0061323","GO:0061323","cell proliferation involved in heart morphogenesis","3/122","19/28928",0.157894736842105,37.4391716997412,10.3399609195596,6.74986575507497e-05,0.0103947932628155,0.00826926873475987,"21386/21388/20471",3
"GO:0003161","GO:0003161","cardiac conduction system development","3/122","21/28928",0.142857142857143,33.8735362997658,9.80719241127948,9.20760654053422e-05,0.0131668773529639,0.0104745178164122,"21386/21388/13511",3
"GO:0048705","GO:0048705","skeletal system morphogenesis","7/122","269/28928",0.0260223048327138,6.1702724114815,5.54433144063627,0.000149978505245128,0.0187972666827256,0.0149536066517502,"15407/22255/21384/23967/20471/17701/18634",7
"GO:0003012","GO:0003012","muscle system process","9/122","460/28928",0.0195652173913043,4.6392017106201,5.12031524452212,0.000150227905556248,0.0187972666827256,0.0149536066517502,"21386/434246/13506/13511/140492/20840/433182/20927/319552",9
"GO:0042474","GO:0042474","middle ear morphogenesis","3/122","26/28928",0.115384615384615,27.359394703657,8.7508107941116,0.000177248316369117,0.0208735958453513,0.0166053685861594,"23967/20471/17701",3
"GO:0061337","GO:0061337","cardiac conduction","4/122","68/28928",0.0588235294117647,13.9479267116683,6.95659404180126,0.000199054471205986,0.0221392806307991,0.0176122464874068,"21388/13506/13511/140492",4
"GO:0007530","GO:0007530","sex determination","3/122","28/28928",0.107142857142857,25.4051522248244,8.40817515491594,0.000221962619876893,0.0224213504843103,0.0178366387732065,"21412/19214/11614",3
"GO:0003279","GO:0003279","cardiac septum development","5/122","130/28928",0.0384615384615385,9.11979823455233,6.0384557093109,0.000230961208706035,0.0224213504843103,0.0178366387732065,"21386/21388/22666/15110/20564",5
"GO:0003229","GO:0003229","ventricular cardiac muscle tissue development","4/122","71/28928",0.0563380281690141,13.3585776956823,6.78519310085567,0.000235188991094164,0.0224213504843103,0.0178366387732065,"21386/21388/15110/13511",4
"GO:0007612","GO:0007612","learning","6/122","206/28928",0.029126213592233,6.90625497373866,5.53641450489113,0.000246861661589896,0.0224644112046806,0.0178708944490676,"20927/243961/14810/27103/76898/18191",6
"GO:0048863","GO:0048863","stem cell differentiation","7/122","297/28928",0.0235690235690236,5.58856322790749,5.17281351030315,0.000274334437003469,0.0238790236035193,0.0189962472854118,"21386/21388/103136/18609/23967/20471/17701",7
"GO:0050885","GO:0050885","neuromuscular process controlling balance","4/122","75/28928",0.0533333333333333,12.6461202185792,6.57213608682776,0.000290412600880211,0.0242252511234243,0.0192716782952526,"109934/268859/18997/243961",4
"GO:0035116","GO:0035116","embryonic hindlimb morphogenesis","3/122","35/28928",0.0857142857142857,20.3241217798595,7.4443640652811,0.000434008740184561,0.0347554199139796,0.0276486410062838,"21386/23967/17701",3
"GO:0060411","GO:0060411","cardiac septum morphogenesis","4/122","85/28928",0.0470588235294118,11.1583413693346,6.1038265782941,0.000468360351020228,0.0349525592637454,0.0278054693548802,"21386/21388/15110/20564",4
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity","5/122","153/28928",0.0326797385620915,7.74884817314904,5.4470058571654,0.000488669470796616,0.0349525592637454,0.0278054693548802,"18997/15110/27103/14747/11614",5
"GO:0060485","GO:0060485","mesenchyme development","7/122","328/28928",0.0213414634146341,5.06037584966014,4.81293810086847,0.000497245777855688,0.0349525592637454,0.0278054693548802,"21412/21386/21388/15110/23967/20471/17701",7
"GO:0006936","GO:0006936","muscle contraction","7/122","329/28928",0.0212765957446809,5.04499476805023,4.80209363784044,0.000506305803520787,0.0349525592637454,0.0278054693548802,"21386/13506/13511/140492/20840/433182/319552",7
"GO:0043547","GO:0043547","positive regulation of GTPase activity","5/122","158/28928",0.0316455696202532,7.50363145880888,5.3346345161753,0.000565597594400221,0.0377442127996414,0.0300262863272819,"109934/75974/23805/14694/18205",5
"GO:0045995","GO:0045995","regulation of embryonic development","4/122","93/28928",0.043010752688172,10.1984840472413,5.78213052118381,0.0006581045501336,0.0425008164312086,0.0338102609287652,"23967/14694/228714/17701",4
"GO:2000677","GO:2000677","regulation of transcription regulatory region DNA binding","3/122","42/28928",0.0714285714285714,16.9367681498829,6.72622407599866,0.000745067645388174,0.0445370562666035,0.0354301309907835,"18997/15110/17701",3
"GO:0060926","GO:0060926","cardiac pacemaker cell development","2/122","10/28928",0.2,47.4229508196721,9.55517731550589,0.000776469645590613,0.0445370562666035,0.0354301309907835,"21386/21388",2
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction","3/122","43/28928",0.0697674418604651,16.5428898208159,6.63773553898521,0.000798493876293116,0.0445370562666035,0.0354301309907835,"13506/13511/140492",3
"GO:0048545","GO:0048545","response to steroid hormone","7/122","357/28928",0.0196078431372549,4.64930890388943,4.51514965034398,0.000818456324040784,0.0445370562666035,0.0354301309907835,"21412/18997/13511/18609/12311/20564/11614",7
"GO:0090630","GO:0090630","activation of GTPase activity","3/122","44/28928",0.0681818181818182,16.166915052161,6.55216852835672,0.00085429542338955,0.0445370562666035,0.0354301309907835,"109934/23805/18205",3
"GO:0003266","GO:0003266","regulation of secondary heart field cardioblast proliferation","2/122","11/28928",0.181818181818182,43.1117734724292,9.0910362917532,0.000946400528903309,0.0445370562666035,0.0354301309907835,"21388/20471",2
"GO:0090309","GO:0090309","positive regulation of DNA methylation-dependent heterochromatin formation","2/122","11/28928",0.181818181818182,43.1117734724292,9.0910362917532,0.000946400528903309,0.0445370562666035,0.0354301309907835,"84505/67246",2
"GO:0007616","GO:0007616","long-term memory","3/122","46/28928",0.0652173913043478,15.464005702067,6.38916351990888,0.000973188050671406,0.0445370562666035,0.0354301309907835,"243961/14810/27103",3
"GO:0060021","GO:0060021","roof of mouth development","4/122","105/28928",0.0380952380952381,9.03294301327088,5.36648450405276,0.00103644385016923,0.0445370562666035,0.0354301309907835,"21412/21386/23967/17701",4
"GO:0003263","GO:0003263","cardioblast proliferation","2/122","12/28928",0.166666666666667,39.5191256830601,8.6853649302238,0.00113254880194101,0.0445370562666035,0.0354301309907835,"21388/20471",2
"GO:0003264","GO:0003264","regulation of cardioblast proliferation","2/122","12/28928",0.166666666666667,39.5191256830601,8.6853649302238,0.00113254880194101,0.0445370562666035,0.0354301309907835,"21388/20471",2
"GO:0021561","GO:0021561","facial nerve development","2/122","12/28928",0.166666666666667,39.5191256830601,8.6853649302238,0.00113254880194101,0.0445370562666035,0.0354301309907835,"15407/20471",2
"GO:0021610","GO:0021610","facial nerve morphogenesis","2/122","12/28928",0.166666666666667,39.5191256830601,8.6853649302238,0.00113254880194101,0.0445370562666035,0.0354301309907835,"15407/20471",2
"GO:0045869","GO:0045869","negative regulation of single stranded viral RNA replication via double stranded DNA intermediate","2/122","12/28928",0.166666666666667,39.5191256830601,8.6853649302238,0.00113254880194101,0.0445370562666035,0.0354301309907835,"84505/67246",2
"GO:0060290","GO:0060290","transdifferentiation","2/122","12/28928",0.166666666666667,39.5191256830601,8.6853649302238,0.00113254880194101,0.0445370562666035,0.0354301309907835,"21388/18609",2
"GO:0060536","GO:0060536","cartilage morphogenesis","2/122","12/28928",0.166666666666667,39.5191256830601,8.6853649302238,0.00113254880194101,0.0445370562666035,0.0354301309907835,"15110/17701",2
"GO:0060920","GO:0060920","cardiac pacemaker cell differentiation","2/122","12/28928",0.166666666666667,39.5191256830601,8.6853649302238,0.00113254880194101,0.0445370562666035,0.0354301309907835,"21386/21388",2
"GO:0098911","GO:0098911","regulation of ventricular cardiac muscle cell action potential","2/122","12/28928",0.166666666666667,39.5191256830601,8.6853649302238,0.00113254880194101,0.0445370562666035,0.0354301309907835,"13506/13511",2
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","5/122","185/28928",0.027027027027027,6.40850686752326,4.80272076669976,0.00114829899786318,0.0445370562666035,0.0354301309907835,"15110/18609/636931/23967/20471",5
"GO:0043583","GO:0043583","ear development","6/122","277/28928",0.0216606498194946,5.13605965556016,4.50139289636063,0.00116785820429254,0.0445370562666035,0.0354301309907835,"109934/21386/15372/23967/20471/17701",6
