annotation,count,percentage
3' UTR,58,0.7439712673165726
5' UTR,16,0.2052334530528476
Distal Intergenic,253,3.2452539763981525
"Exon (ENSMUST00000000122.6/18053, exon 3 of 6)",1,0.012827090815802975
"Exon (ENSMUST00000003762.7/15116, exon 2 of 5)",1,0.012827090815802975
"Exon (ENSMUST00000006071.13/18423, exon 5 of 5)",1,0.012827090815802975
"Exon (ENSMUST00000007865.6/234388, exon 3 of 5)",1,0.012827090815802975
"Exon (ENSMUST00000017961.10/59091, exon 4 of 6)",1,0.012827090815802975
"Exon (ENSMUST00000020449.11/117599, exon 4 of 13)",1,0.012827090815802975
"Exon (ENSMUST00000020552.6/110012, exon 2 of 2)",1,0.012827090815802975
"Exon (ENSMUST00000021617.13/65256, exon 8 of 10)",1,0.012827090815802975
"Exon (ENSMUST00000021681.3/238328, exon 5 of 7)",1,0.012827090815802975
"Exon (ENSMUST00000021693.3/214663, exon 4 of 4)",1,0.012827090815802975
"Exon (ENSMUST00000022744.4/14573, exon 2 of 3)",1,0.012827090815802975
"Exon (ENSMUST00000024958.8/268932, exon 18 of 20)",1,0.012827090815802975
"Exon (ENSMUST00000024958.8/268932, exon 19 of 20)",1,0.012827090815802975
"Exon (ENSMUST00000025311.7/53601, exon 4 of 4)",1,0.012827090815802975
"Exon (ENSMUST00000026890.5/21922, exon 3 of 3)",1,0.012827090815802975
"Exon (ENSMUST00000030376.7/60613, exon 14 of 14)",1,0.012827090815802975
"Exon (ENSMUST00000030834.6/18127, exon 25 of 26)",1,0.012827090815802975
"Exon (ENSMUST00000030902.12/70673, exon 9 of 17)",1,0.012827090815802975
"Exon (ENSMUST00000032571.9/384569, exon 4 of 4)",1,0.012827090815802975
"Exon (ENSMUST00000035208.13/12217, exon 6 of 12)",1,0.012827090815802975
"Exon (ENSMUST00000035323.5/272382, exon 6 of 6)",1,0.012827090815802975
"Exon (ENSMUST00000035499.4/56741, exon 7 of 20)",1,0.012827090815802975
"Exon (ENSMUST00000035939.7/ENSMUST00000035939.7, exon 1 of 1)",1,0.012827090815802975
"Exon (ENSMUST00000036554.13/239273, exon 12 of 31)",1,0.012827090815802975
"Exon (ENSMUST00000036999.9/269713, exon 3 of 16)",1,0.012827090815802975
"Exon (ENSMUST00000037007.3/14027, exon 22 of 22)",1,0.012827090815802975
"Exon (ENSMUST00000037540.4/18442, exon 3 of 3)",1,0.012827090815802975
"Exon (ENSMUST00000037547.8/214240, exon 8 of 8)",1,0.012827090815802975
"Exon (ENSMUST00000038618.12/108075, exon 6 of 33)",1,0.012827090815802975
"Exon (ENSMUST00000040111.9/209683, exon 17 of 24)",1,0.012827090815802975
"Exon (ENSMUST00000040111.9/209683, exon 24 of 24)",1,0.012827090815802975
"Exon (ENSMUST00000040636.8/56546, exon 4 of 4)",1,0.012827090815802975
"Exon (ENSMUST00000042861.6/74732, exon 3 of 3)",1,0.012827090815802975
"Exon (ENSMUST00000043050.8/59031, exon 2 of 2)",1,0.012827090815802975
"Exon (ENSMUST00000044798.3/241769, exon 2 of 2)",1,0.012827090815802975
"Exon (ENSMUST00000046351.6/233067, exon 3 of 3)",1,0.012827090815802975
"Exon (ENSMUST00000047951.8/230904, exon 2 of 6)",1,0.012827090815802975
"Exon (ENSMUST00000048544.13/76895, exon 5 of 7)",1,0.012827090815802975
"Exon (ENSMUST00000048935.5/240590, exon 2 of 2)",1,0.012827090815802975
"Exon (ENSMUST00000049156.6/74347, exon 5 of 8)",1,0.012827090815802975
"Exon (ENSMUST00000049927.5/ENSMUST00000049927.5, exon 1 of 3)",1,0.012827090815802975
"Exon (ENSMUST00000051089.3/ENSMUST00000051089.3, exon 2 of 2)",1,0.012827090815802975
"Exon (ENSMUST00000052125.6/58220, exon 3 of 3)",1,0.012827090815802975
"Exon (ENSMUST00000053568.1/235402, exon 4 of 4)",1,0.012827090815802975
"Exon (ENSMUST00000054145.7/320808, exon 9 of 9)",1,0.012827090815802975
"Exon (ENSMUST00000054449.13/18810, exon 28 of 33)",1,0.012827090815802975
"Exon (ENSMUST00000054449.13/18810, exon 33 of 33)",1,0.012827090815802975
"Exon (ENSMUST00000054920.4/329828, exon 2 of 2)",1,0.012827090815802975
"Exon (ENSMUST00000055341.6/328232, exon 2 of 2)",2,0.02565418163160595
"Exon (ENSMUST00000055947.9/217125, exon 4 of 10)",1,0.012827090815802975
"Exon (ENSMUST00000058045.4/242915, exon 4 of 6)",1,0.012827090815802975
"Exon (ENSMUST00000058418.7/243328, exon 8 of 11)",1,0.012827090815802975
"Exon (ENSMUST00000058997.14/207259, exon 5 of 5)",1,0.012827090815802975
"Exon (ENSMUST00000059193.6/14062, exon 2 of 2)",1,0.012827090815802975
"Exon (ENSMUST00000061169.6/545276, exon 3 of 3)",1,0.012827090815802975
"Exon (ENSMUST00000061390.8/243853, exon 3 of 3)",1,0.012827090815802975
"Exon (ENSMUST00000061427.9/330119, exon 20 of 22)",1,0.012827090815802975
"Exon (ENSMUST00000063465.11/22418, exon 4 of 5)",1,0.012827090815802975
