"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003002","GO:0003002","regionalization","80/1091","454/28928",0.176211453744493,4.67226850038561,15.613165809232,4.16100314891993e-31,2.2552637067146e-27,1.68936727846149e-27,"20348/12156/76365/240888/83675/382089/21869/14534/30841/20671/214575/15423/17300/235320/18012/15395/380614/14633/14186/18764/15251/15206/16147/22411/106042/16869/14472/21385/14463/19206/22415/22422/13798/18504/18424/15410/14836/18088/17130/20471/23893/22773/14725/320202/16842/15430/15375/19378/15242/15396/15404/20997/16814/21407/22421/16371/66743/67122/29871/20473/15401/24113/15110/22431/73191/15434/18505/18503/11764/21410/16372/15400/13172/15402/14165/13813/15405/15417/12591/14174",80
"GO:0045165","GO:0045165","cell fate commitment","66/1091","314/28928",0.210191082802548,5.57324256948864,16.1306784271609,1.68395541015947e-30,4.56351916153216e-27,3.41842948262372e-27,"12156/76365/21908/230587/13039/21869/11921/14581/18089/20671/225631/27140/18740/18012/12142/18032/22410/104360/22419/12394/14633/57261/22423/21907/16147/16364/22411/13869/21385/14463/19206/12677/22415/22422/18504/18424/14836/18088/20471/50523/17927/15430/21349/15375/15398/18996/104382/14461/15396/20997/16814/22421/15110/22431/18505/116870/94222/21410/20672/13172/21384/14165/13813/11878/16874/14465",66
"GO:0048562","GO:0048562","embryonic organ morphogenesis","60/1091","347/28928",0.172910662824208,4.58474762069539,13.2995660593681,3.73704690710767e-23,6.7515980788412e-20,5.05747014761905e-20,"21418/76365/30841/11921/14581/20776/20671/15423/18012/19662/19712/11694/14633/71461/18764/15251/16147/22601/22411/16869/14472/21385/14463/22295/54352/18504/13395/18424/15410/14836/20471/109934/22773/16470/22160/21677/15430/19378/14461/15396/15404/20997/16814/20429/20473/15401/24113/15110/14119/15434/107587/21410/15400/21384/15402/14165/26927/15405/15417/14174",60
"GO:0009952","GO:0009952","anterior/posterior pattern specification","48/1091","240/28928",0.2,5.30302474793767,13.2520231828525,1.55026007702416e-21,2.10060240436774e-18,1.57351397817953e-18,"20348/12156/76365/382089/14534/30841/20671/214575/15423/17300/235320/18012/15395/14633/15206/106042/16869/14472/14463/22415/13798/18424/15410/22773/320202/16842/15430/19378/15242/15396/15404/20997/21407/67122/29871/20473/15401/22431/73191/15434/18505/18503/21410/15400/15402/15405/15417/12591",48
"GO:0030900","GO:0030900","forebrain development","62/1091","480/28928",0.129166666666667,3.42487014970975,10.6056207938586,2.75147903494135e-17,2.51932361647557e-14,1.88716861307949e-14,"21418/12156/320165/21869/14534/30841/11921/12176/22348/74762/18740/18012/18032/12316/20359/14633/16490/21907/15251/13489/237847/70433/16869/13869/14472/20602/12799/11783/18420/22422/13395/18424/14836/13046/22255/16502/22773/14725/67749/16842/18080/18996/19378/14461/15242/13637/20675/16777/22421/16975/54140/20473/16875/24113/73191/21350/16873/14810/14165/13813/11878/16874",62
"GO:0001708","GO:0001708","cell fate specification","30/1091","116/28928",0.258620689655172,6.85735958785044,12.5140255242259,3.15391360212111e-17,2.51932361647557e-14,1.88716861307949e-14,"76365/11921/14581/18089/20671/27140/18032/104360/14633/16147/21385/19206/18504/18424/14836/18088/20471/15430/15375/15398/18996/15396/20997/116870/94222/21410/20672/13172/21384/13813",30
"GO:0035107","GO:0035107","appendage morphogenesis","37/1091","182/28928",0.203296703296703,5.3904372437828,11.7627161092248,3.71855884350638e-17,2.51932361647557e-14,1.88716861307949e-14,"20348/21418/21419/235320/18740/15395/380614/11694/14633/99377/56758/14029/16147/106042/21385/68099/19206/22415/13798/13395/106522/22773/22160/16842/15430/15398/19378/15396/100503872/22421/20429/381373/14119/107587/15432/14165/15405",37
"GO:0035108","GO:0035108","limb morphogenesis","37/1091","182/28928",0.203296703296703,5.3904372437828,11.7627161092248,3.71855884350638e-17,2.51932361647557e-14,1.88716861307949e-14,"20348/21418/21419/235320/18740/15395/380614/11694/14633/99377/56758/14029/16147/106042/21385/68099/19206/22415/13798/13395/106522/22773/22160/16842/15430/15398/19378/15396/100503872/22421/20429/381373/14119/107587/15432/14165/15405",37
"GO:0048736","GO:0048736","appendage development","40/1091","221/28928",0.180995475113122,4.79911741894812,11.2237454114856,1.39690854711569e-16,7.57124432536705e-14,5.67144870128971e-14,"20348/21418/21419/14534/235320/18740/15395/12845/380614/11694/14633/99377/56758/14029/16147/106042/21385/68099/18519/19206/22415/13798/13395/106522/22773/22160/16842/15430/15398/19378/15396/100503872/22421/20429/381373/14119/107587/15432/14165/15405",40
"GO:0060173","GO:0060173","limb development","40/1091","221/28928",0.180995475113122,4.79911741894812,11.2237454114856,1.39690854711569e-16,7.57124432536705e-14,5.67144870128971e-14,"20348/21418/21419/14534/235320/18740/15395/12845/380614/11694/14633/99377/56758/14029/16147/106042/21385/68099/18519/19206/22415/13798/13395/106522/22773/22160/16842/15430/15398/19378/15396/100503872/22421/20429/381373/14119/107587/15432/14165/15405",40
