"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003002","GO:0003002","regionalization","44/310","454/28928",0.0969162995594714,9.04385391502061,17.9796306480059,7.4867471456506e-29,2.33586510944299e-25,1.88666028070395e-25,"20471/16842/22773/15430/15375/19378/20671/15242/15396/15404/20997/16814/21407/22421/16371/66743/67122/29871/20473/15401/24113/15110/14472/22431/73191/15434/15423/18505/18503/18424/11764/21410/16372/15400/13172/15402/14165/13813/15405/15410/15417/12591/15395/14174",44
"GO:0009952","GO:0009952","anterior/posterior pattern specification","30/310","240/28928",0.125,11.6645161290323,17.2667080214949,3.78383227140741e-23,5.90277834339555e-20,4.76762866197333e-20,"16842/22773/15430/19378/20671/15242/15396/15404/20997/21407/67122/29871/20473/15401/14472/22431/73191/15434/15423/18505/18503/18424/21410/15400/15402/15405/15410/15417/12591/15395",30
"GO:0048562","GO:0048562","embryonic organ morphogenesis","33/310","347/28928",0.0951008645533141,8.87444454773636,15.3588557484459,1.45297984858555e-21,1.51109904252897e-18,1.22050307281186e-18,"21677/20471/22773/15430/19378/20671/14461/15396/15404/20997/16814/20429/20473/15401/24113/15110/14472/14119/15434/15423/107587/18424/21410/11921/15400/21384/15402/14165/26927/15405/15410/15417/14174",33
"GO:0045165","GO:0045165","cell fate commitment","31/310","314/28928",0.0987261146496815,9.21273885350318,15.2291777670387,8.51685958381117e-21,6.64315047537271e-18,5.36562153780104e-18,"20471/15430/21349/15375/15398/18996/104382/20671/14461/15396/20997/16814/22421/15110/22431/18032/18505/18424/116870/94222/21410/11921/20672/13172/21384/14165/13813/11878/16874/18740/14465",31
"GO:0001708","GO:0001708","cell fate specification","18/310","116/28928",0.155172413793103,14.4800889877642,15.140769774704,4.62543033594387e-16,2.88626852962898e-13,2.33121688931571e-13,"20471/15430/15375/15398/18996/20671/15396/20997/18032/18424/116870/94222/21410/11921/20672/13172/21384/13813",18
"GO:0030900","GO:0030900","forebrain development","30/310","480/28928",0.0625,5.83225806451613,11.1111183527987,1.09440636456352e-14,5.6909130957303e-12,4.59650673116678e-12,"16842/22773/18080/18996/19378/14461/15242/13637/20675/16777/22421/16975/54140/20473/16875/24113/14472/73191/18032/18424/21350/18420/11921/16873/14810/14165/13813/11878/16874/18740",30
"GO:0035270","GO:0035270","endocrine system development","18/310","155/28928",0.116129032258065,10.8367117585848,12.7801551714172,8.43642057000099e-14,3.7602331683433e-11,3.03711140520036e-11,"20471/19378/14461/15242/20675/20473/22431/15434/18503/18420/21410/15400/15402/14165/18096/15410/18740/14465",18
"GO:0048705","GO:0048705","skeletal system morphogenesis","22/310","269/28928",0.0817843866171004,7.63180237438542,11.3733945331884,2.1115401390532e-13,8.2350065423075e-11,6.65135143801759e-11,"20471/15430/76566/15396/15404/20997/21407/22421/20429/15401/14119/15434/18032/15423/18503/107587/15400/21384/15402/15405/15410/15417",22
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","15/310","110/28928",0.136363636363636,12.724926686217,12.822935712337,9.47711205286904e-13,3.2853988449946e-10,2.65359137480333e-10,"20471/15430/15396/15404/20429/15401/15434/15423/107587/15400/21384/15402/15405/15410/15417",15
"GO:0009954","GO:0009954","proximal/distal pattern formation","10/310","37/28928",0.27027027027027,25.2205754141238,15.3432349885057,4.65972757065145e-12,1.45383500204325e-09,1.17425134780417e-09,"15430/19378/15396/16371/20473/16372/14165/15405/15417/15395",10
"GO:0048706","GO:0048706","embryonic skeletal system development","16/310","154/28928",0.103896103896104,9.69518223711772,11.2603485658481,1.16036518484909e-11,3.17740288249225e-09,2.56636386662835e-09,"20471/15430/15396/15404/20997/20429/15401/15434/15423/107587/15400/21384/15402/15405/15410/15417",16
"GO:0048863","GO:0048863","stem cell differentiation","21/310","297/28928",0.0707070707070707,6.598110133594,10.0928614024207,1.22207803172779e-11,3.17740288249225e-09,2.56636386662835e-09,"21677/20471/22773/21349/15375/19378/20671/15242/54601/15404/20997/21407/22421/14472/18505/116870/21410/20672/13813/12591/14465",21
"GO:0035107","GO:0035107","appendage morphogenesis","17/310","182/28928",0.0934065934065934,8.71634172279334,10.8685433217504,1.46174050760291e-11,3.25759313122935e-09,2.63113291368525e-09,"16842/22773/15430/15398/19378/15396/100503872/22421/20429/381373/14119/107587/15432/14165/15405/15395/18740",17
"GO:0035108","GO:0035108","limb morphogenesis","17/310","182/28928",0.0934065934065934,8.71634172279334,10.8685433217504,1.46174050760291e-11,3.25759313122935e-09,2.63113291368525e-09,"16842/22773/15430/15398/19378/15396/100503872/22421/20429/381373/14119/107587/15432/14165/15405/15395/18740",17
"GO:0060562","GO:0060562","epithelial tube morphogenesis","24/310","404/28928",0.0594059405940594,5.5435324177579,9.57176449794966,1.60755741940352e-11,3.34371943235932e-09,2.70069646459791e-09,"21677/18707/20471/16842/22773/15375/19378/20671/15242/15396/20997/16814/16371/67122/15110/18018/14472/22431/18505/21410/16372/15402/14165/14174",24
"GO:0048663","GO:0048663","neuron fate commitment","13/310","91/28928",0.142857142857143,13.3308755760369,12.2617505876935,1.73475719867047e-11,3.38277653740742e-09,2.73224258790599e-09,"20471/15430/15375/18996/14461/16814/18032/18505/18424/94222/11921/13172/16874",13
"GO:0021953","GO:0021953","central nervous system neuron differentiation","19/310","253/28928",0.075098814229249,7.00793063878618,9.98956006309315,4.21573436647927e-11,7.73711248436195e-09,6.24920623736927e-09,"15430/18080/21349/18996/14461/16814/22421/16875/14472/18032/18505/94222/18420/16873/13172/13813/18096/11878/16874",19
"GO:0021536","GO:0021536","diencephalon development","12/310","89/28928",0.134831460674157,12.5819499818775,11.3893645723283,2.10867655365403e-10,3.65503935966699e-08,2.95214717511564e-08,"18996/19378/14461/20675/20473/14472/18424/21350/18420/14165/11878/18740",12
"GO:0048736","GO:0048736","appendage development","17/310","221/28928",0.0769230769230769,7.17816377171216,9.59565342340205,3.13379145090133e-10,4.88871466340608e-08,3.94857722813568e-08,"16842/22773/15430/15398/19378/15396/100503872/22421/20429/381373/14119/107587/15432/14165/15405/15395/18740",17
"GO:0060173","GO:0060173","limb development","17/310","221/28928",0.0769230769230769,7.17816377171216,9.59565342340205,3.13379145090133e-10,4.88871466340608e-08,3.94857722813568e-08,"16842/22773/15430/15398/19378/15396/100503872/22421/20429/381373/14119/107587/15432/14165/15405/15395/18740",17
"GO:0001709","GO:0001709","cell fate determination","9/310","41/28928",0.219512195121951,20.4840283241542,12.9936859207256,4.3038587501138e-10,6.10365422743412e-08,4.92987456831217e-08,"104382/20671/14461/16814/22421/15110/18424/11921/14465",9
"GO:0048665","GO:0048665","neuron fate specification","9/310","41/28928",0.219512195121951,20.4840283241542,12.9936859207256,4.3038587501138e-10,6.10365422743412e-08,4.92987456831217e-08,"20471/15430/15375/18996/18032/18424/94222/11921/13172",9
"GO:0035282","GO:0035282","segmentation","13/310","118/28928",0.110169491525424,10.2805904866047,10.5137558846139,4.86163419171579e-10,6.59491246876228e-08,5.32666007092338e-08,"20471/16842/22773/20997/21407/16371/67122/22431/18505/18503/18424/16372/12591",13
"GO:0030326","GO:0030326","embryonic limb morphogenesis","14/310","145/28928",0.096551724137931,9.00983314794216,10.0635763711355,6.08357606651071e-10,7.59230293100536e-08,6.13224467504279e-08,"16842/15430/15398/19378/15396/22421/20429/381373/14119/107587/15432/15405/15395/18740",14
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","14/310","145/28928",0.096551724137931,9.00983314794216,10.0635763711355,6.08357606651071e-10,7.59230293100536e-08,6.13224467504279e-08,"16842/15430/15398/19378/15396/22421/20429/381373/14119/107587/15432/15405/15395/18740",14
"GO:0030878","GO:0030878","thyroid gland development","8/310","35/28928",0.228571428571429,21.329400921659,12.5249265934043,2.90885553657806e-09,3.49062664389367e-07,2.81935228929873e-07,"20471/15242/20473/15434/15400/15402/14165/15410",8
"GO:0060485","GO:0060485","mesenchyme development","19/310","328/28928",0.0579268292682927,5.40550747442958,8.35146667998746,3.34138925335791e-09,3.86116091499137e-07,3.11862996980072e-07,"21677/20471/16842/21844/22773/15375/19378/76566/21407/15110/18018/14472/22431/18505/18503/15402/14165/13813/83395",19
"GO:0009798","GO:0009798","axis specification","11/310","105/28928",0.104761904761905,9.77597542242704,9.37634032143991,1.82694174162178e-08,2.03573508352141e-06,1.6442475674596e-06,"22773/15242/22421/67122/20473/24113/27412/22431/18424/14165/12591",11
"GO:0035136","GO:0035136","forelimb morphogenesis","8/310","47/28928",0.170212765957447,15.8835964310226,10.6282951498261,3.47612395281986e-08,3.73982990786136e-06,3.02063184865725e-06,"15430/15398/19378/15396/22421/20429/107587/15405",8
"GO:0009880","GO:0009880","embryonic pattern specification","10/310","89/28928",0.112359550561798,10.4849583182312,9.32724182099786,4.16143254703844e-08,4.32788984891998e-06,3.49560333951229e-06,"20471/20465/22773/22421/67122/27412/22431/18424/14165/12591",10
"GO:0030902","GO:0030902","hindbrain development","14/310","206/28928",0.0679611650485437,6.34187284685249,8.00815964869062,5.63223993035104e-08,5.66857696215976e-06,4.57846600789827e-06,"16842/18996/19378/56747/14461/22421/14472/18032/18424/20743/21410/16873/14810/15410",14
