"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","201/5169","455/28928",0.441758241758242,2.47227363466481,14.764491843282,3.53043740664813e-39,2.285605177064e-35,1.18659859362395e-35,"233805/56371/83560/22209/19052/108000/17193/75826/76464/67052/21423/68094/231803/30949/18014/12443/71276/723951/12580/12453/216825/67857/52004/15904/20586/12034/68964/12567/108989/29861/75430/208643/27375/108911/12579/18018/66197/102423/74370/107976/66214/12450/56456/320595/208583/104418/13860/216965/67629/234736/72584/22390/229543/59046/13684/28036/53869/12452/69754/56150/12315/319651/11504/67121/12577/11920/21752/76454/68953/18027/12323/227292/68077/227331/68142/79263/66977/12530/68193/116871/69681/17869/107047/52432/77011/15937/216021/13557/114714/235661/116748/52696/76843/68034/12189/21803/13205/218630/270201/11479/24100/67849/264064/15512/107995/329152/219103/68612/12649/67141/22680/16600/12366/19134/19192/18392/69917/93760/109019/218294/12237/18763/246735/13194/68431/270669/72508/20588/15481/12449/12576/19211/59008/77891/18514/71375/67941/12905/381293/18008/50927/208768/12192/22410/76499/12581/404710/26427/19055/269582/70799/12055/12314/28010/12445/21987/17246/231600/26931/19054/12428/68251/100088/53317/218793/17535/12444/18761/16319/21335/327799/67655/19357/67974/66209/12144/59126/17120/21781/11789/69581/19252/20466/81702/52563/234069/50875/77044/13383/54124/72057/66468/330177/15574/52468/225131/68067/53892/11792/11820/12914",201
"GO:0008380","GO:0008380","RNA splicing","201/5169","464/28928",0.433189655172414,2.42432005123381,14.4264507758852,1.11979071029897e-37,3.62476252923775e-34,1.881837756834e-34,"57905/18148/319586/68955/100683/16201/53975/16854/27878/51810/50783/13548/51796/67736/67039/22668/70312/27374/217207/20624/68035/19205/70616/192170/216825/233908/70233/15387/76479/11758/67332/67367/192159/234723/227707/53609/67031/17975/12261/20637/16969/13207/20918/72935/225027/12750/107701/13211/234373/83486/110213/19704/268859/76781/76938/103284/75956/320632/20901/225895/14105/12696/67040/27886/22722/22185/269623/15372/230753/59013/229700/15381/276919/276905/20382/192196/28036/66642/72289/16549/22687/56844/229279/19826/56036/83703/231769/22184/20227/76167/75062/22431/209003/66354/107817/72193/65105/101739/170791/71514/225160/69562/78372/53610/108013/56215/233208/217218/54723/66381/20222/116748/68693/18708/74044/432467/223527/20643/56070/66185/15388/19655/98758/70248/74200/19317/68272/19134/56194/15469/20020/68011/56706/27981/66921/76265/72459/102414/56258/70052/15481/56541/68183/69731/18458/231386/67493/381802/19383/28000/53890/76793/208768/66978/56790/67760/230908/66078/72692/170771/21841/101206/101214/67207/56009/15572/75565/73666/101943/66603/76936/53317/110809/53817/13204/66101/66125/22608/219158/19653/70439/218543/67959/68816/20926/109095/108160/69192/68278/70650/319322/19656/18139/27366/20630/108014/56195/238831/20462/17149/68879",201
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","196/5169","452/28928",0.433628318584071,2.42677500483653,14.2602159680356,7.67332069290143e-37,1.65590260552813e-33,8.59681156927518e-34,"57905/20103/18148/224092/56417/319586/234384/72344/53975/213895/19942/68147/227656/50783/66942/68731/102462/27374/66596/22121/382137/225215/227522/226982/217869/208144/27966/223499/75786/192170/54127/74097/27207/67332/20115/21357/215194/68083/192159/213541/65961/99480/17975/448850/12261/66475/70285/13211/83486/26905/102216272/27998/14109/215193/320632/20901/75593/14105/192119/67040/20055/20088/22185/105372/15519/72584/276919/13669/15516/140546/20085/103573/192196/98956/66405/67222/107071/118451/72554/56844/76130/15278/64930/231769/22184/207704/20227/11837/75062/67204/11920/68966/117109/72193/74778/101739/68077/78394/68193/108013/98221/73830/267019/20222/225348/30946/13205/20643/20042/217995/19655/74200/229937/19134/20935/218629/234344/68011/100609/27981/23992/56321/66164/217038/68533/72459/14000/66249/245474/27275/77591/69731/67459/353258/20091/14645/19211/231386/59014/76846/67493/67973/67941/28000/231452/67223/53890/237107/208768/68135/66978/101592/16341/27993/239528/67936/195434/208366/57808/214616/75751/66603/214150/68040/52705/110809/68184/18572/72181/52535/53817/104662/106338/67014/66878/18813/20937/66489/56347/66362/227715/72284/67959/20044/216987/229317/20630/67115/67134/20102/59028/56195/52513/68879/52202/18432",196
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","198/5169","475/28928",0.416842105263158,2.33283196383297,13.6615211050461,2.5937592055446e-34,4.19799927417393e-31,2.17944030086945e-31,"18148/233805/56371/83560/19052/108000/17349/17193/75826/100683/76464/67052/21423/28114/68094/231803/30949/433938/18014/12443/723951/12580/231724/268465/52040/52004/21380/20586/12034/68964/12567/108989/29861/75430/208643/27375/108911/240087/12579/11909/14155/102423/74370/107976/211651/66214/12450/56456/12696/208583/104418/19361/216965/67629/234736/72584/22390/229543/208266/28036/53869/69754/56150/50784/11504/67177/12577/11920/21752/76454/227292/68077/227331/68142/79263/66977/12530/68193/116871/69681/107047/77011/15937/216021/67490/114714/235661/116748/52696/76843/68034/14451/12189/21803/13205/19367/270201/24100/225372/67849/15512/107995/329152/219103/68612/12649/67141/22680/16600/12366/19134/20473/19192/66131/18392/69917/93760/109019/218294/12237/18763/246735/13194/270669/20588/54624/28135/226591/12576/19211/59008/18514/71375/67941/12905/28000/27103/381293/208768/12192/22410/12581/26427/269582/12568/70799/12055/28010/12445/17246/15270/107503/231600/56289/12952/26931/19054/68251/53317/218793/17535/12444/18761/16319/327799/19357/66209/12144/219158/59126/234854/21385/17120/21781/11789/19252/20466/81702/52563/19355/234069/50875/77044/13383/72057/20674/66468/330177/15574/52468/225131/68067/26416/235323/327762/11792/11820/12914",198
"GO:0006417","GO:0006417","regulation of translation","162/5169","381/28928",0.425196850393701,2.37958879632211,12.6436595775057,1.81034444883584e-29,2.32483553435987e-26,1.20696549131117e-26,"18148/22057/52856/234384/234594/16201/51810/140570/66118/17347/276770/212114/19205/22121/378430/226982/217869/268420/107508/192170/71373/23879/72201/56040/217351/13665/227835/70769/21357/234734/213541/12567/11803/229096/110954/108989/67031/17975/67579/208643/12261/194952/20918/17855/13631/13211/19704/73826/56717/66892/13144/228866/233033/75593/13688/12696/108954/232164/12317/70511/241846/13684/98956/229663/231279/64930/217331/22171/12877/22431/64436/15983/68966/56484/232791/52575/78893/68015/227331/52874/22695/73830/56422/21453/13205/72416/13164/73158/52846/101543/19317/67267/218629/15469/11634/100609/11991/224907/225363/66971/14433/22393/27058/69125/100342/100037258/243574/223453/72508/56541/225929/68036/218506/18458/76846/230784/214580/67941/27103/12192/69956/16341/53872/20677/212508/239528/16011/21841/140488/67557/12785/105193/210004/15572/214150/11428/74203/56334/72181/13629/72068/53817/13690/106338/18813/74480/217980/75420/22608/19653/328572/207952/228019/24015/20044/229317/213988/20102/227682/14786/17149/11820",162
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","154/5169","354/28928",0.435028248587571,2.43460962954948,12.6674948837415,2.15462051377189e-29,2.32483553435987e-26,1.20696549131117e-26,"233805/56371/83560/19052/108000/17193/75826/76464/67052/21423/68094/231803/30949/18014/12443/723951/12580/52004/20586/12034/68964/12567/108989/29861/75430/208643/27375/108911/12579/74370/107976/66214/12450/56456/208583/104418/216965/67629/234736/72584/22390/229543/28036/53869/69754/56150/11504/12577/11920/21752/76454/227292/68077/227331/68142/79263/66977/12530/116871/69681/107047/77011/15937/216021/114714/235661/116748/52696/76843/68034/12189/21803/13205/270201/24100/67849/15512/107995/329152/219103/68612/12649/67141/22680/16600/12366/19134/19192/18392/69917/93760/109019/218294/12237/18763/246735/13194/270669/20588/12576/19211/59008/18514/71375/67941/12905/381293/208768/12192/22410/12581/26427/269582/70799/12055/28010/12445/17246/231600/26931/19054/68251/53317/218793/17535/12444/18761/16319/327799/19357/66209/12144/59126/17120/21781/11789/19252/20466/81702/52563/234069/50875/77044/13383/72057/66468/330177/15574/52468/225131/68067/11792/11820/12914",154
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","141/5169","320/28928",0.440625,2.46593151479977,12.2994532807772,1.03913053567061e-27,9.6104729827593e-25,4.98938917352819e-25,"18148/22057/319586/234594/68955/381633/71723/51810/13548/51796/67039/22668/27374/68035/19205/378430/21379/268420/192170/23879/233908/22352/15387/217351/75901/11758/70640/213541/229096/67031/17975/12261/20637/16969/13207/20918/225027/223870/13211/83486/19704/268859/56717/214855/233033/14105/192119/12696/67040/22722/22185/15372/230753/229700/381626/15381/20382/28036/72289/16549/224902/229663/19826/231769/230738/12877/66354/232791/107817/66660/227331/170791/108013/56215/633285/17350/22695/54196/15384/72308/13164/15388/73158/19655/70248/22030/19317/14573/11991/229709/69125/100342/15481/230721/225929/214290/59004/18458/231386/67493/14904/28000/12192/53872/230908/170771/213449/239528/21841/140488/101214/67207/15572/103135/214150/110809/74203/72068/74480/74108/217980/75420/22608/19653/70439/12457/67959/20926/234069/109095/19656/108014/213988/77134/71701/74645/20462/17149/22339/230594/11792",141
"GO:0045786","GO:0045786","negative regulation of cell cycle","164/5169","413/28928",0.397094430992736,2.22231528337355,11.6697745257708,8.07446215960488e-26,6.0202499375382e-23,3.12548299279051e-23,"18148/233805/56371/83560/239789/17193/100683/76464/14462/67052/100502766/28114/13548/30949/17425/15370/12443/378430/12580/231724/268465/20834/52040/52004/108989/75430/240087/12579/14365/11909/93762/14155/102423/18747/107976/211651/66214/12450/208583/104418/380629/19361/216965/67629/234736/22390/229543/208266/69754/56150/11516/68729/67177/12577/11920/76454/68953/103844/227292/68077/227331/21951/79263/66977/68193/107047/633285/77011/15937/67490/235661/52696/76843/68034/66854/14451/12189/21858/21803/229228/19367/24100/225372/26941/107995/69034/21929/12649/67141/22680/16600/12366/19134/16878/66131/18392/71059/69917/22385/109019/218294/12237/66971/329795/100342/270669/28135/12449/226591/12576/19211/71375/67941/12905/28000/27103/208768/12192/12581/26427/269582/12568/70799/28010/17246/15270/107503/231600/12952/26931/19054/68251/17535/214384/20467/16319/170731/17245/327799/20937/19357/66209/12144/219158/17120/11789/19252/19355/234069/13383/20674/17300/13853/66468/330177/15574/52468/225131/68067/26416/235323/327762/83456/23871",164
"GO:0000280","GO:0000280","nuclear division","179/5169","468/28928",0.382478632478632,2.14051883930003,11.6024265348875,8.36920751279639e-26,6.0202499375382e-23,3.12548299279051e-23,"56371/83560/67077/76464/17687/67052/51810/105988/100502766/78267/234857/30949/17702/228421/18014/16569/20842/723951/20962/378430/223499/83946/192199/100041286/13006/24061/17701/192176/268465/60611/75178/57028/224727/22187/12034/22210/227707/60530/108989/50878/75430/76915/23825/93762/66197/16580/666528/211651/66214/56637/14748/103733/13860/19361/101706/12317/67629/67064/233406/67300/83431/72415/53869/30839/54194/56150/110033/110147/67121/66140/67177/12577/11920/12877/22417/18023/16211/68953/18027/12323/52864/74117/68142/66977/68193/107047/633285/17350/52432/13206/23997/58994/54392/114714/235661/52696/72124/21803/223989/13164/67849/15512/107995/68612/70012/12649/67141/22680/76789/52023/19134/74393/16878/22385/218294/72634/12237/56208/13194/50505/327992/28135/54141/71819/193740/12576/19211/59008/19364/59014/77891/13589/19362/381293/54611/72119/56399/71782/51792/76499/77053/78798/66700/70799/20399/74187/69260/231600/70099/100088/109359/16973/17535/26428/78906/98733/14211/16319/18221/327799/68549/67655/19357/19183/17120/68053/11789/19252/52563/17771/19355/234069/213389/66468/72549/83456/16001/108907/81601",179
"GO:0060562","GO:0060562","epithelial tube morphogenesis","161/5169","404/28928",0.398514851485149,2.23026458188477,11.6151513994729,1.43749682924327e-25,9.30635447252091e-23,4.83150250081448e-23,"69903/105278/18504/23892/21386/18091/17769/12042/73181/19227/14312/14462/78783/140570/58234/17242/22411/18741/19713/17702/12614/234366/27428/21420/433809/20563/15229/30841/225164/12850/12631/12215/74025/22337/21380/12808/20115/12034/18141/232906/16842/54006/18018/14365/76779/243362/18747/216285/20779/26409/20472/94275/107586/54710/192119/15111/29876/16870/229700/64058/19664/13838/13841/17684/12826/64930/20671/67087/24136/19303/22431/22417/16772/15205/12234/20733/74533/269593/20377/22412/17869/245866/73916/216021/22160/14815/16776/50768/216274/50721/12370/21803/20315/18109/15245/14573/17127/99377/13543/21813/22289/93760/18763/24064/15376/14048/21676/14734/329795/19014/108156/104156/16911/23908/19411/18128/14254/13800/19206/13542/18514/67784/244058/21815/54485/24069/22323/320878/100169/65256/235626/98711/238057/64138/16973/14173/56334/13001/11783/14368/16542/21385/67937/15227/16568/18510/69718/107515/58198/18208/70300/13383/11622/18119/20674/20353/56274/380718/69847/13036/22339",161
