annotation,count,percentage
3' UTR,4,0.3167062549485352
5' UTR,3,0.23752969121140144
Distal Intergenic,37,2.929532858273951
"Exon (ENSMUST00000026665.7/12418, exon 5 of 5)",1,0.0791765637371338
"Exon (ENSMUST00000049927.5/ENSMUST00000049927.5, exon 1 of 3)",1,0.0791765637371338
"Exon (ENSMUST00000051301.5/19290, exon 2 of 2)",1,0.0791765637371338
"Exon (ENSMUST00000052125.6/58220, exon 3 of 3)",1,0.0791765637371338
"Exon (ENSMUST00000078886.9/56381, exon 11 of 15)",2,0.1583531274742676
"Exon (ENSMUST00000121159.2/ENSMUST00000121159.2, exon 1 of 1)",1,0.0791765637371338
"Exon (ENSMUST00000130684.7/ENSMUST00000130684.7, exon 4 of 4)",1,0.0791765637371338
"Exon (ENSMUST00000139927.1/ENSMUST00000139927.1, exon 1 of 3)",1,0.0791765637371338
"Exon (ENSMUST00000151778.1/ENSMUST00000151778.1, exon 1 of 2)",1,0.0791765637371338
"Exon (ENSMUST00000181476.2/328646, exon 5 of 5)",1,0.0791765637371338
"Exon (ENSMUST00000195528.1/ENSMUST00000195528.1, exon 1 of 1)",1,0.0791765637371338
"Exon (ENSMUST00000210653.1/ENSMUST00000210653.1, exon 1 of 3)",1,0.0791765637371338
"Exon (ENSMUST00000215481.1/ENSMUST00000215481.1, exon 2 of 2)",1,0.0791765637371338
"Exon (ENSMUST00000221461.1/ENSMUST00000221461.1, exon 1 of 1)",1,0.0791765637371338
"Exon (ENSMUST00000230234.1/ENSMUST00000230234.1, exon 1 of 2)",1,0.0791765637371338
"Exon (ENSMUST00000232356.1/ENSMUST00000232356.1, exon 1 of 1)",1,0.0791765637371338
"Exon (ENSMUST00000234181.1/ENSMUST00000234181.1, exon 1 of 2)",1,0.0791765637371338
"Intron (ENSMUST00000060835.11/83560, intron 2 of 30)",3,0.23752969121140144
"Intron (ENSMUST00000075164.10/16565, intron 1 of 34)",1,0.0791765637371338
"Intron (ENSMUST00000102656.3/329934, intron 1 of 1)",1,0.0791765637371338
"Intron (ENSMUST00000139835.1/102635783, intron 1 of 1)",1,0.0791765637371338
"Intron (ENSMUST00000146546.1/ENSMUST00000146546.1, intron 2 of 2)",1,0.0791765637371338
"Intron (ENSMUST00000181815.1/ENSMUST00000181815.1, intron 1 of 1)",1,0.0791765637371338
"Intron (ENSMUST00000182495.1/101694, intron 1 of 1)",1,0.0791765637371338
"Intron (ENSMUST00000204394.2/17059, intron 3 of 5)",2,0.1583531274742676
"Intron (ENSMUST00000236133.1/ENSMUST00000236133.1, intron 2 of 4)",1,0.0791765637371338
Promoter (1-2kb),24,1.9002375296912115
Promoter (2-3kb),9,0.7125890736342043
Promoter (<=1kb),1156,91.52810768012668
