"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034248","GO:0034248","regulation of amide metabolic process","141/2911","482/28891",1.84980290315415e-32,1.13022957382719e-28,6.98446633011995e-29,"226982/17975/18627/108954/12227/19735/108989/381305/15979/19205/12696/17347/13629/13144/12567/103135/18813/66118/68585/67579/18148/69125/18626/23879/276770/72508/22057/20918/70207/78943/217351/80913/66912/13665/12192/217980/20677/18212/56541/13803/105083/67630/56335/68966/100037258/18458/68036/55944/53357/213988/328572/73826/140570/207214/20683/21357/106338/53817/224742/16549/12193/72416/19877/16210/225363/67869/14151/66704/19653/20168/225929/52874/22352/64930/227715/228019/228026/18024/27103/229096/18805/50911/12457/212114/229317/229663/13684/11428/72181/22608/20218/230784/74326/56717/230908/231207/17855/17690/27979/27273/66870/13666/69956/232164/243574/101122/232560/232791/606496/27998/11652/233033/73830/15469/22121/17872/233489/13690/233744/13631/15568/67031/13685/18983/12367/234384/12317/270086/234594/58994/23988/16201/20660/64602/18746/214424/67941/56403/17973/17350/110954",141
"GO:0006338","GO:0006338","chromatin remodeling","138/2911","489/28891",5.11798582049399e-30,1.56354466816091e-26,9.66221849374313e-27,"227195/18627/208727/108989/19821/15182/66403/17192/21423/16969/15353/21665/64050/18148/70802/319162/18626/216850/20926/53892/217127/20918/12189/83796/20682/22378/107817/30951/238247/70127/19720/50709/80838/16468/218214/110052/66336/18193/170936/54169/11546/67772/56335/75339/17869/93696/328572/77044/69612/15260/56637/106143/67768/66578/239985/12005/13163/224826/18519/15193/193796/74355/13831/268996/225280/14815/225876/17283/23942/13194/67155/53893/140858/11909/18508/50518/228829/21969/71389/18706/56456/229542/319154/321000/229700/320790/109331/101739/67733/50927/71514/19646/93760/15441/17769/68703/66993/55982/12615/77045/22385/11461/15289/14056/12417/78783/330409/54343/243842/606496/20924/75410/68845/101685/244059/13626/233532/75565/233875/17955/23808/69260/234366/93762/66929/214572/23837/244694/13433/20586/214162/20466/235441/77853/235626/20937/22289/15161",138
"GO:0006417","GO:0006417","regulation of translation","124/2911","418/28891",2.61146404801793e-29,5.31868177779652e-26,3.28677948780362e-26,"226982/17975/18627/108954/12227/19735/108989/381305/19205/12696/17347/13629/13144/12567/103135/18813/66118/67579/18148/69125/18626/23879/276770/72508/22057/20918/70207/78943/217351/80913/66912/13665/12192/217980/20677/56541/13803/105083/56335/68966/100037258/18458/68036/55944/213988/328572/73826/140570/207214/21357/106338/53817/224742/16549/12193/72416/19877/16210/225363/67869/14151/66704/19653/225929/52874/22352/64930/227715/228019/27103/229096/18805/50911/12457/212114/229317/229663/13684/11428/72181/22608/20218/230784/74326/56717/230908/231207/17855/17690/27979/66870/13666/69956/232164/243574/101122/232560/232791/27998/11652/233033/73830/15469/22121/17872/13690/13631/15568/67031/13685/18983/234384/12317/270086/234594/16201/64602/18746/214424/67941/56403/17973/17350/110954",124
"GO:1901873","GO:1901873","regulation of post-translational protein modification","94/2911","295/28891",4.86807171056495e-25,7.43597953788797e-22,4.59520348047276e-22,"18627/208727/67141/70097/14360/11793/108705/59004/15353/56371/12952/93765/67245/17846/18148/26420/22210/57783/216805/56486/78246/216869/12189/217410/70611/15251/20677/110052/105171/24064/67819/211770/56438/328572/69612/56637/208650/224619/22196/56424/12005/13163/18754/13819/13653/225896/19211/12234/67121/140858/14828/21353/228829/11863/12042/192656/67490/15502/269523/21812/18046/67898/71890/56717/12568/55982/24116/100737/16885/22385/56150/232341/77891/22185/606496/22215/66412/13626/233805/233900/102323/73945/93762/64209/66855/11797/23988/14629/211949/28135/56289/20937/15161/59026",94
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","119/2911","454/28891",5.01301377433276e-23,6.12590283223464e-20,3.78561692811192e-20,"109019/319651/12043/76707/108989/208768/76843/67141/52696/21423/56371/216190/237459/52468/12567/15574/12450/68964/22680/53892/72508/12189/83796/209334/194655/15902/15512/12192/70127/71375/26931/13557/15904/20620/218630/72993/382985/17869/77044/11504/239985/67045/12449/18763/67052/12193/12314/67974/67655/17283/16319/13194/67155/19211/68431/67121/67991/66442/26427/68612/13559/56456/12428/54124/229543/229776/108058/28036/19055/13684/16600/214444/18028/20104/18027/20460/50927/93760/28010/12568/66993/21335/52206/12452/18973/330177/56317/59008/77045/231803/11461/12366/14056/56150/24100/12576/77891/12315/12447/75430/233805/30949/12237/244281/13685/56453/16412/17535/12581/20586/102423/11920/20466/67941/22137/12530/270201/69274/19054",119
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","80/2911","249/28891",9.0805592559442e-22,9.24703617563652e-19,5.71438000895998e-19,"18627/208727/67141/70097/14360/11793/108705/59004/15353/56371/12952/93765/67245/17846/18148/26420/57783/56486/78246/216869/12189/217410/70611/15251/20677/105171/24064/67819/211770/56438/56637/208650/224619/22196/56424/12005/13163/18754/13819/13653/225896/19211/12234/67121/14828/21353/11863/12042/192656/67490/15502/269523/21812/67898/71890/56717/12568/55982/100737/16885/56150/232341/77891/22185/606496/22215/66412/233805/233900/102323/73945/64209/66855/11797/23988/14629/211949/28135/56289/59026",80
"GO:0008380","GO:0008380","RNA splicing","115/2911","449/28891",2.04692404077697e-21,1.78667226987818e-18,1.10410774951383e-18,"17975/27878/56009/208768/66125/432467/67332/19205/12696/16969/70312/103284/18148/59013/216825/23879/20020/20926/70439/78943/13207/76265/107817/20382/664883/18949/67039/69562/19134/15387/56541/18708/15381/56335/27374/56215/18458/223527/93686/67040/72193/67760/54614/110213/20462/67367/75956/20383/53817/224836/18519/16549/72692/76781/56070/66704/19653/319322/22668/70567/76479/269254/227707/56194/229279/80744/69408/66877/19383/170791/22722/56706/74200/74044/229700/66921/67225/28036/66185/70052/101739/22608/230753/71514/20218/51796/230908/269623/70650/100683/76522/192196/18139/101206/66078/22185/107686/19153/11652/15388/15469/233208/20637/68052/75565/233908/56844/50783/68278/101985/214572/234723/15481/76183/56403",115
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","115/2911","451/28891",3.00894410563143e-21,2.298081060676e-18,1.42014243511841e-18,"66967/76843/216150/56371/93765/13198/319701/67245/17846/103573/103583/26420/12330/22210/56486/216869/116891/67128/21927/67163/66313/12006/217410/70611/66244/94090/104771/26931/71991/20620/14198/268721/67089/28199/211255/67819/211770/106025/56438/22230/56637/76302/12449/56424/12005/54197/15511/224727/224826/14154/224938/56468/71745/240263/93687/83814/225896/13194/207521/12234/68431/14828/18024/77006/56407/68612/212114/97064/94232/229644/329795/269514/67490/433693/269523/19359/230815/230903/63958/74646/53312/19822/52206/59008/80751/14673/76788/387524/13666/68477/22644/101358/14794/77891/606496/15204/22215/109815/11865/233902/244373/68867/74841/12317/64209/11797/23806/74165/14629/71538/211949/68292/54644/22284/20438",115
"GO:0006302","GO:0006302","double-strand break repair","85/2911","296/28891",1.65430311530792e-19,1.12308800383682e-16,6.94033365451404e-17,"17215/22592/109019/14194/11545/71567/216049/16969/59004/93765/64050/117599/15574/104570/237911/103537/12189/83796/209334/70127/104884/68149/56196/110052/108138/71991/11546/71988/72749/14375/77044/52864/50505/223989/17217/239985/213389/68047/15193/74355/17685/13831/56515/225876/67155/226151/67788/50755/227622/269254/227867/228140/69596/56456/94232/229543/140917/269523/71514/93760/71890/66993/77045/67956/11461/100683/71777/18294/19362/232811/78610/233908/17314/319583/109145/22427/272551/244694/17535/20586/66962/15270/11920/235626/17350",85
"GO:0007059","GO:0007059","chromosome segregation","105/2911","416/28891",3.62716172609206e-19,2.21619581464225e-16,1.36953990647287e-16,"76707/74117/108989/67141/52696/13494/22210/83431/22680/237911/67300/66140/16211/103733/12189/83796/20892/80913/209334/70127/66336/21974/218914/71988/76789/16581/77044/74201/66578/239985/213389/67045/51792/22196/56399/54194/100502766/15511/224727/18519/72415/67052/212307/66406/16319/13194/67155/19211/16551/13006/66617/227707/66442/668880/26371/72119/71878/21969/68612/13605/56456/70099/213582/76123/14211/214444/67733/72787/20460/93760/70012/230936/66993/21335/231123/19822/54392/52206/12617/56317/59008/77045/22385/50878/77053/11461/56150/232933/12447/233406/78610/75430/101706/30949/12237/234094/93762/17535/20586/11920/22137/20842/28135/17350/22284",105
"GO:0031400","GO:0031400","negative regulation of protein modification process","114/2911","473/28891",5.06794587212805e-19,2.81501357079113e-16,1.73959060701659e-16,"18627/107895/108900/108954/19735/226591/63953/67141/215748/15182/14360/11793/70312/15353/12952/67603/52468/18016/18148/22210/15525/216805/216869/19062/217039/11640/70834/12189/192231/71059/19084/12702/16413/19088/19720/20677/23882/15357/100504663/24064/100037258/170719/211770/56637/208650/75296/19252/13163/21770/18519/14154/18754/56468/19877/16210/24074/24066/17283/225896/14682/19211/76055/67121/72446/18508/215653/52840/97064/67490/73205/15502/12017/21754/68917/230126/214444/16476/70012/71890/56717/230908/12568/19249/23790/16885/19085/11461/56150/13197/232341/12576/22185/19060/67605/17872/11819/20947/233805/101490/16337/12367/93742/66917/20660/54725/14629/108837/74769/17973/28135/15587/14678/333433/69274",114
"GO:0009314","GO:0009314","response to radiation","107/2911","433/28891",8.87471646890603e-19,4.51870980208465e-16,2.79242175210227e-16,"22592/109019/12912/18582/18627/12043/20822/13603/11545/208768/209456/76843/20393/20869/12696/12952/15574/18148/26420/22210/319162/18626/12189/14784/11852/15902/15251/13665/108138/27015/15357/18708/71991/320234/18950/56335/17869/56438/328572/14375/50505/20357/15312/17691/17685/17688/13653/14151/66704/19653/17283/13194/12369/66860/21353/228140/107986/12359/17536/27103/18538/110911/12048/67068/13605/229543/60599/22590/22166/230484/12371/56717/63958/12568/55982/19046/71101/19822/231841/13197/20893/18294/19362/170770/11652/243923/74041/446101/233805/101489/54006/26400/319583/22427/12367/18004/16412/244694/12581/15270/214162/235323/11920/20320/72565/15587/12530",107
"GO:1901875","GO:1901875","positive regulation of post-translational protein modification","61/2911","178/28891",1.75164702381964e-18,8.23274101195229e-16,5.08757722626804e-16,"208727/108705/59004/56371/12952/93765/67245/17846/18148/26420/57783/56486/78246/12189/217410/70611/110052/105171/67819/211770/56438/328572/69612/56637/208650/224619/56424/12005/13653/19211/12234/67121/140858/14828/21353/228829/11863/12042/192656/269523/67898/55982/24116/100737/22385/77891/606496/22215/66412/13626/233805/233900/102323/93762/11797/23988/211949/56289/20937/15161/59026",61
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","92/2911","349/28891",2.79864963852694e-18,1.20281873240557e-15,7.43304469487258e-16,"16367/98402/64143/12227/381305/140742/56484/20869/13198/103135/22333/69125/216805/23879/216963/22057/52639/217351/15251/12192/20773/66129/81003/20620/268721/56335/268749/12177/67154/18458/17869/14904/213988/68118/69150/56637/56490/18519/16549/12193/67974/19877/12894/225929/93679/18718/64930/227715/80708/72446/12125/229096/50911/12457/229663/60599/192656/67490/73205/209131/56374/230598/22608/230784/74326/56717/230908/236082/22241/15289/107607/232791/606496/27998/11652/20924/233033/72287/16337/384783/11502/18983/11739/21968/234594/75747/16835/11920/56403/235626/17350/17281",92
"GO:0006397","GO:0006397","mRNA processing","116/2911","496/28891",2.95291014502186e-18,1.20281873240557e-15,7.43304469487258e-16,"17975/56009/208768/66125/67332/19205/12696/16969/70312/103135/18148/59013/268420/23879/20926/78943/13207/76265/107817/20382/664883/18949/12192/67039/51786/69562/19134/15387/56541/15381/67772/56335/27374/56215/54196/219249/18458/93686/67040/72193/54614/20462/224432/67367/106583/75956/20383/54194/53817/224836/16549/72692/56070/66704/19653/319322/22668/70044/83410/70567/76479/269254/227707/56194/229279/80744/228410/69408/66877/24128/19383/170791/22722/67337/74200/75137/74044/229700/229709/66921/67225/28036/66185/70052/101739/22608/230753/71514/20218/51796/230908/269623/20492/70650/76522/192196/101122/66078/22185/107686/54624/15388/233208/20637/74737/56844/50783/68278/18747/68219/214572/234723/15481/76183/235497/56403",116
