"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030900","GO:0030900","forebrain development","44/929","425/28891",1.12884493008959e-11,5.62390544170634e-08,4.35734143014582e-08,"18187/226407/19130/18423/16568/192119/207615/14634/15904/22418/21821/65100/14042/15205/19876/74762/20473/19091/21416/13797/16870/24136/18795/329628/76089/15495/18992/13131/18991/93760/231380/19305/14183/50768/16795/58198/18186/67703/57810/17967/235439/209012/22773/94190",44
"GO:0072001","GO:0072001","renal system development","35/929","352/28891",4.198238370966e-09,7.26236098752322e-06,5.62679915934156e-06,"13838/12484/16568/14634/17129/13003/22418/21821/14042/14787/106042/15205/19876/18552/74055/13797/14118/16449/74533/329628/242022/30953/214133/75691/18595/231470/11677/14183/13642/17125/58198/18186/67703/17127/17130",35
"GO:0050767","GO:0050767","regulation of neurogenesis","43/929","494/28891",4.37315996840017e-09,7.26236098752322e-06,5.62679915934156e-06,"13838/20720/19130/18845/15214/12484/213084/216858/217715/66354/192119/14634/20238/15904/13003/22418/74006/15205/19876/21844/24001/17190/28000/16870/24136/12561/20585/76089/13131/108151/20348/74132/79362/269878/244058/18186/57810/26395/12306/235472/23999/235611/12361",43
"GO:0021537","GO:0021537","telencephalon development","30/929","281/28891",1.05831967313125e-08,1.11622273319463e-05,8.64837364538593e-06,"19130/16568/192119/207615/14634/15904/22418/21821/14042/15205/19876/74762/20473/13797/16870/24136/18795/329628/15495/18992/13131/231380/19305/16795/58198/67703/57810/235439/209012/22773",30
"GO:0007411","GO:0007411","axon guidance","28/929","252/28891",1.36499662891612e-08,1.11622273319463e-05,8.64837364538593e-06,"18187/13838/18845/107449/13637/53625/18612/11491/399558/14634/22418/105689/14042/19876/19274/16870/12561/12167/108151/20348/108655/269878/13642/18186/17967/235472/270190/235611",28
"GO:0097485","GO:0097485","neuron projection guidance","28/929","252/28891",1.36499662891612e-08,1.11622273319463e-05,8.64837364538593e-06,"18187/13838/18845/107449/13637/53625/18612/11491/399558/14634/22418/105689/14042/19876/19274/16870/12561/12167/108151/20348/108655/269878/13642/18186/17967/235472/270190/235611",28
"GO:0001822","GO:0001822","kidney development","33/929","336/28891",1.56835791496636e-08,1.11622273319463e-05,8.64837364538593e-06,"13838/12484/16568/14634/17129/13003/22418/21821/14042/14787/15205/19876/18552/74055/14118/16449/74533/329628/242022/30953/214133/75691/18595/231470/11677/14183/13642/17125/58198/18186/67703/17127/17130",33
"GO:0022411","GO:0022411","cellular component disassembly","39/929","462/28891",5.20867801489318e-08,2.74823369648303e-05,2.12930190052679e-05,"13838/66615/76707/12484/77987/20587/67588/20742/216965/70218/18195/192119/22367/68732/56085/106042/380969/74006/68942/50850/67871/20833/228421/75608/53619/12340/67727/93760/63873/70381/19305/94178/24015/93739/73420/23871/23999/20588/68041",39
"GO:0034329","GO:0034329","cell junction assembly","40/929","481/28891",5.28080125772613e-08,2.74823369648303e-05,2.12930190052679e-05,"23836/76707/320772/399558/22418/16475/105689/18163/14787/19876/74762/75739/20411/16825/19271/104010/12561/192167/76089/11853/12340/320840/107581/50791/77569/319387/63873/243725/14402/13642/50768/16795/12554/18186/83964/67703/17127/270190/235611/94190",40
"GO:0031346","GO:0031346","positive regulation of cell projection organization","39/929","463/28891",5.51632616716786e-08,2.74823369648303e-05,2.12930190052679e-05,"13838/20720/18845/12484/213084/18103/80913/11491/217715/68732/22418/219103/21821/74006/19876/21844/24001/22240/22359/74055/24136/12396/12561/192167/76089/320840/14348/50791/56430/243725/269878/244058/18442/15461/18186/26395/23999/235611/12361",39
"GO:0010001","GO:0010001","glial cell differentiation","29/929","292/28891",9.07261328673318e-08,4.10906903586407e-05,3.18366248061728e-05,"13838/20720/14733/12799/217715/192119/14634/15904/13003/224045/15205/94185/20662/17190/28000/21416/24136/19271/18992/13131/67916/18991/269604/232232/20679/15461/16795/26395/209012",29
"GO:0003002","GO:0003002","regionalization","38/929","455/28891",1.0164997058774e-07,4.22016794556768e-05,3.26974072057231e-05,"18187/18845/15214/18423/16568/140859/22632/14634/105278/22418/21821/14042/106042/15205/19876/23872/20473/18552/16825/13797/16870/24136/12167/75691/66743/20348/15402/79362/269878/14183/18186/57810/17127/17130/546143/72507/70495/22773",38
"GO:0021915","GO:0021915","neural tube development","23/929","198/28891",1.17507034968952e-07,4.50323114011785e-05,3.48905503830889e-05,"18845/69718/16568/14634/105278/22418/65100/18141/106042/15205/240641/21416/16870/24136/66743/93760/20348/170823/244058/50768/58198/72507/70495",23
"GO:0060485","GO:0060485","mesenchyme development","30/929","316/28891",1.47851753631148e-07,5.26141026135986e-05,4.07648406440166e-05,"18187/13838/76707/72674/15214/21859/114716/192119/18570/22418/65100/14042/106042/15205/19876/21844/21416/24136/16401/16449/108151/20348/15402/269878/14183/18186/102693/17967/17127/22773",30
"GO:0030038","GO:0030038","contractile actin filament bundle assembly","17/929","117/28891",2.13144131038423e-07,6.6367753802089e-05,5.14210216130196e-05,"76707/68732/19219/14787/20411/269233/24136/229474/11853/77569/13717/243725/52428/109689/50768/18186/17127",17
"GO:0043149","GO:0043149","stress fiber assembly","17/929","117/28891",2.13144131038423e-07,6.6367753802089e-05,5.14210216130196e-05,"76707/68732/19219/14787/20411/269233/24136/229474/11853/77569/13717/243725/52428/109689/50768/18186/17127",17
"GO:0060562","GO:0060562","epithelial tube morphogenesis","34/929","395/28891",2.35050072698371e-07,6.88834977754873e-05,5.33701929773948e-05,"13838/75605/69718/16568/18612/192119/14634/105278/22418/65100/14042/18141/106042/15205/19876/240641/16870/24136/74533/329628/93760/18595/170823/15402/108655/269878/244058/14183/13642/50768/58198/18186/17127/22773",34
"GO:0021761","GO:0021761","limbic system development","17/929","120/28891",3.0930536775626e-07,7.91669301859211e-05,6.13376857723114e-05,"18187/226407/19130/16568/14634/15904/13797/24136/15495/18992/13131/231380/14183/16795/18186/67703/22773",17
"GO:0035107","GO:0035107","appendage morphogenesis","21/929","178/28891",3.17811843379852e-07,7.91669301859211e-05,6.13376857723114e-05,"18845/58250/192119/14634/22418/21821/71175/14042/106042/14119/18552/69605/242022/20348/231470/269878/14183/16795/58198/234740/22773",21
"GO:0035108","GO:0035108","limb morphogenesis","21/929","178/28891",3.17811843379852e-07,7.91669301859211e-05,6.13376857723114e-05,"18845/58250/192119/14634/22418/21821/71175/14042/106042/14119/18552/69605/242022/20348/231470/269878/14183/16795/58198/234740/22773",21
