"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033044","GO:0033044","regulation of chromosome organization","49/1739","257/28928",0.190661478599222,3.17162464227619,8.84371572136772,5.37737663629508e-13,1.74069693508231e-09,1.19691890021303e-09,"19360/11799/18817/11545/17222/109275/497652/20779/22059/77044/216853/217449/11991/50721/329152/18519/20877/218914/219114/12461/12387/12235/209334/67045/74493/14528/93759/72162/17165/235134/320209/14211/12534/67629/105377/29861/18761/227195/12464/226026/27354/56249/69957/17451/215387/83560/332110/11461/67246",49
"GO:0006302","GO:0006302","double-strand break repair","55/1739","312/28928",0.176282051282051,2.93242506008463,8.67921338088424,5.94703428453129e-13,1.74069693508231e-09,1.19691890021303e-09,"19360/94232/104806/18817/11545/109275/216049/56626/18968/22059/77044/97827/104884/216853/193838/234857/107932/117599/51869/50721/212377/635253/237911/320678/20422/72749/27401/209334/17685/68166/235626/93759/66233/107260/224008/12914/320209/104721/70088/71175/105377/29861/74355/226026/235559/319955/209200/27354/56249/232314/77782/11461/69747/384619/12190",55
"GO:0010506","GO:0010506","regulation of autophagy","55/1739","319/28928",0.172413793103448,2.86807717475362,8.48484060465007,1.49960900738144e-12,2.74137871998376e-09,1.88499671393701e-09,"232533/20539/94232/381038/24088/29869/18555/74302/22059/107607/69754/338364/69635/210376/11975/13853/56480/11983/73158/18704/18777/68767/75669/14679/66839/18718/81003/216805/225131/20924/17762/14083/235626/170822/72607/93759/268656/230379/68837/66612/11739/19720/225020/54170/18475/12176/52187/14232/71648/19328/76561/332110/320706/104009/69150",55
"GO:0031329","GO:0031329","regulation of cellular catabolic process","66/1739","428/28928",0.154205607476636,2.56518678153198,8.25031437412946,1.87316619062778e-12,2.74137871998376e-09,1.88499671393701e-09,"232533/20539/94232/381038/24088/29869/12306/18555/20779/74302/22059/107607/16337/69754/338364/69635/210376/18519/11975/13853/12894/56480/11983/73158/18704/18777/68767/75669/14679/66839/18718/54403/81003/216805/225131/20924/17762/14083/235626/170822/72607/19164/93759/268656/230379/18550/68837/66612/11739/19720/225020/54170/18475/12176/209200/18115/52187/14232/71648/19328/76561/66616/332110/320706/104009/69150",66
"GO:0051656","GO:0051656","establishment of organelle localization","72/1739","500/28928",0.144,2.39541805635423,7.96014646179949,5.38973032132266e-12,5.34076767896715e-09,3.6723599885585e-09,"66934/18208/53869/386649/72080/11799/18817/12540/50518/16553/225523/15183/70612/26419/214459/12560/67299/103583/234857/76707/108911/216131/16412/217449/380752/18519/59045/15114/76499/20877/320165/17918/219114/94245/18457/381269/12387/18571/100019/212514/67045/105504/212073/230917/20054/68166/17762/232946/14083/234852/19164/93759/22088/11891/16401/60595/12534/20616/104015/67629/66251/20910/16554/13426/70591/240756/17451/83560/332110/384619/69150/12190",72
"GO:0006260","GO:0006260","DNA replication","49/1739","273/28928",0.179487179487179,2.9857418793589,8.3369804627365,5.47396755616722e-12,5.34076767896715e-09,3.6723599885585e-09,"19360/104806/11908/11545/12540/109275/67967/216049/56626/18968/26419/22059/97827/193838/18027/117599/226153/212377/71735/218914/72749/26398/209334/67444/19646/69928/18969/69237/235134/18028/19290/320209/114741/70088/12534/19718/227195/235559/50927/27354/56249/22130/77782/57753/18032/332110/21376/57813/12190",49
"GO:0006310","GO:0006310","DNA recombination","56/1739","341/28928",0.164222873900293,2.73182248199407,8.13581647441803,7.1063015846699e-12,5.94289849666537e-09,4.0863905653801e-09,"19360/94232/104806/18817/11545/109275/216049/56626/243529/77044/97827/216853/193838/50709/107932/117599/51869/50721/212377/635253/237911/108655/80838/20422/72749/27401/209334/17685/50723/69928/13026/235626/56702/66233/235134/224008/12914/70088/58186/71175/20947/74355/227195/100561/226026/65113/235559/319955/27354/56249/232314/77782/11461/69747/384619/12190",56
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","37/1739","178/28928",0.207865168539326,3.45780540282094,8.31846976927012,2.68769958839306e-11,1.96672417380662e-08,1.35233726658093e-08,"19360/94232/104806/18817/11545/216049/56626/77044/97827/216853/107932/117599/51869/50721/212377/635253/20422/72749/27401/209334/235626/66233/224008/12914/70088/71175/74355/226026/235559/319955/27354/232314/77782/11461/69747/384619/12190",37
"GO:0034504","GO:0034504","protein localization to nucleus","54/1739","340/28928",0.158823529411765,2.64200520921422,7.70241605455939,6.19566209122532e-11,3.2576057461206e-08,2.23995906949188e-08,"11640/218952/71805/11622/16798/18817/11545/18035/13542/30934/20779/15587/15183/22059/68077/19014/216853/16649/229877/229603/50721/14645/212999/67239/17701/12488/13853/21402/238799/230908/230917/18969/19164/93759/66233/76936/170762/66612/12914/70762/381686/231293/12534/319618/106042/18761/21416/74203/209200/21376/20471/233726/226432/209361",54
"GO:0051053","GO:0051053","negative regulation of DNA metabolic process","31/1739","134/28928",0.23134328358209,3.84836026881121,8.35797734698557,6.22908539101186e-11,3.2576057461206e-08,2.23995906949188e-08,"19360/94232/11622/18817/11545/497652/20779/243529/22059/50709/117599/51869/80838/218914/17685/27050/227737/74493/56702/69237/107260/66454/58186/74355/65113/319955/27354/22130/77782/332110/13347",31
"GO:0000725","GO:0000725","recombinational repair","37/1739","183/28928",0.202185792349727,3.36332984536682,8.11098502006869,6.28214402660752e-11,3.2576057461206e-08,2.23995906949188e-08,"19360/94232/104806/18817/11545/216049/56626/77044/97827/216853/107932/117599/51869/50721/212377/635253/20422/72749/27401/209334/235626/66233/224008/12914/70088/71175/74355/226026/235559/319955/27354/232314/77782/11461/69747/384619/12190",37
"GO:2001252","GO:2001252","positive regulation of chromosome organization","29/1739","119/28928",0.243697478991597,4.05387042683663,8.44237942491081,6.67770224691617e-11,3.2576057461206e-08,2.23995906949188e-08,"19360/109275/497652/216853/11991/50721/20877/219114/12461/12387/12235/74493/14528/72162/17165/235134/320209/14211/12534/105377/18761/227195/12464/226026/27354/56249/215387/332110/67246",29
"GO:0007059","GO:0007059","chromosome segregation","62/1739","433/28928",0.143187066974596,2.38189503935659,7.32722532046569,2.02882098096017e-10,8.74019236981617e-08,6.00983504255786e-08,"66934/53869/20185/20815/16798/11799/18817/320394/12540/17222/22038/15183/77044/80912/66570/76707/108911/217449/217716/329152/237911/18519/192119/67070/76850/76499/20877/218914/219114/102920/12235/212514/209334/67045/68767/27050/69928/234852/24086/80913/93759/193385/67166/14211/12534/58186/71175/67629/106042/29861/226026/12316/69957/17451/215387/193740/83560/332110/11461/320706/384619/12190",62
"GO:0016358","GO:0016358","dendrite development","52/1739","331/28928",0.157099697885196,2.61332953445829,7.46589220143996,2.09024074440428e-10,8.74019236981617e-08,6.00983504255786e-08,"18208/12540/18223/223254/69601/216049/13542/329165/26419/68703/18174/237868/16412/329152/52463/17258/22359/17260/66225/13508/243725/13196/320027/94245/15182/22629/74143/14815/15901/50772/18163/239985/11845/68166/11441/19164/72162/232560/11487/17165/239420/67102/12914/13047/57138/11444/12928/106042/18479/14025/17181/12286",52
"GO:0072594","GO:0072594","establishment of protein localization to organelle","64/1739","459/28928",0.139433551198257,2.31945587640206,7.206426801042,3.17878750422477e-10,1.24057480331545e-07,8.53030415168808e-08,"68818/11426/11640/381038/53869/71805/140740/18035/66661/497652/218544/74718/15587/15183/22059/66271/21856/19014/216853/67145/20191/16649/69754/50721/212999/71735/13853/68653/11983/238799/12461/69923/230908/271564/75669/30056/170770/64209/17762/18969/66629/72265/19164/56702/66233/22088/170762/224008/69019/381686/231293/12534/71175/106042/18761/12464/75734/74203/56044/69276/233726/70478/226432/12190",64
"GO:0031400","GO:0031400","negative regulation of protein modification process","60/1739","420/28928",0.142857142857143,2.37640680193872,7.18609495800637,4.34666278829273e-10,1.5903352476666e-07,1.09352884884417e-07,"67605/16798/18817/23980/52615/69601/13542/12703/56812/56513/15587/52840/105352/268373/170719/209743/16337/69754/12580/18519/66787/13853/17872/320472/56310/14682/94245/18230/18752/12387/320365/15182/230908/27050/216805/227733/17762/11441/19164/70834/93759/69237/12593/69216/18755/22088/16974/16973/19720/72828/22258/110532/229007/209200/18115/14232/238871/76857/74019/11461",60
"GO:0001558","GO:0001558","regulation of cell growth","63/1739","456/28928",0.138157894736842,2.29823552555915,7.06694635291522,6.36142818734132e-10,2.07606507814831e-07,1.42752105781726e-07,"11426/381101/16971/83409/18208/14199/29869/12540/17979/58172/69601/56812/15587/11479/70925/22059/209743/20403/104416/12580/16010/17701/78757/13853/76863/108655/76499/13508/232441/320027/65086/20378/20360/235036/67768/14815/53817/30841/170770/17762/100042784/14083/11491/80913/239667/70834/93759/232560/56177/13640/68465/11487/22088/11739/54616/70088/12928/18479/243743/14025/26425/20187/193740",63
"GO:0051648","GO:0051648","vesicle localization","40/1739","225/28928",0.177777777777778,2.95730624241263,7.45403222918499,6.38352774285438e-10,2.07606507814831e-07,1.42752105781726e-07,"53869/50518/16553/70612/26419/214459/12560/103583/76707/12217/216131/217449/380752/59045/50791/15114/76499/17918/94245/18457/381269/12387/18571/105504/232946/19164/22088/11891/16401/60595/20616/104015/66251/21416/20910/16554/13426/70591/240756/332110",40
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","49/1739","312/28928",0.157051282051282,2.61252414443904,7.24242374025167,6.96974999188746e-10,2.14741665539522e-07,1.47658304537272e-07,"19360/11908/11545/12540/109275/18143/497652/26419/77044/216853/234857/51869/11991/50721/20877/18752/12461/27401/12387/26398/17685/27050/14051/53817/74493/68166/14528/93759/72162/66233/17165/235134/224008/12914/320209/70088/12534/105377/19718/29861/18761/74355/227195/12464/319955/27354/56249/332110/11461",49
"GO:0034502","GO:0034502","protein localization to chromosome","28/1739","123/28928",0.227642276422764,3.78679457869909,7.83300573266797,7.68576545519719e-10,2.17491342634902e-07,1.49549007288919e-07,"18817/11545/497652/216853/108911/217449/50721/212377/71735/20877/320678/218914/12461/72749/17685/74493/235626/56702/224008/67382/12534/71175/105377/12464/226026/235559/27354/12190",28
"GO:0016236","GO:0016236","macroautophagy","50/1739","323/28928",0.154798761609907,2.57505381015031,7.19913888777719,7.80204679763059e-10,2.17491342634902e-07,1.49549007288919e-07,"94232/381038/386649/24088/29869/329165/74302/22059/107607/69754/56048/11975/13853/17918/56480/66615/11983/73158/67727/18704/18571/18777/271221/75669/14679/66839/18718/66795/225131/20924/234852/19164/93759/268656/72145/11739/67166/72238/66530/225020/18475/192652/12176/14232/71648/19328/209478/76561/104009/69150",50
"GO:0048588","GO:0048588","developmental cell growth","46/1739","285/28928",0.16140350877193,2.68492277271673,7.22933000689547,9.32792775803959e-10,2.48207677707108e-07,1.7066983610882e-07,"11426/20357/16971/18208/81907/29869/16870/13542/20403/77300/319974/16412/50721/230103/12488/66225/108655/76499/13508/320027/12387/26398/214230/65086/20360/14815/15468/53817/17762/76884/80913/239667/70834/93759/56177/13640/11739/16401/23807/106042/18479/243743/14025/20187/381022/18032",46
"GO:0000018","GO:0000018","regulation of DNA recombination","30/1739","141/28928",0.212765957446809,3.5393292794832,7.64425637589307,1.09773523455272e-09,2.76337214167092e-07,1.9001195889e-07,"19360/94232/18817/11545/216049/243529/77044/216853/50709/117599/51869/50721/635253/80838/27401/17685/235626/56702/66233/224008/12914/70088/58186/74355/100561/65113/319955/232314/77782/11461",30
"GO:0006282","GO:0006282","regulation of DNA repair","39/1739","220/28928",0.177272727272727,2.94890480422395,7.33846739945325,1.13291649128975e-09,2.76337214167092e-07,1.9001195889e-07,"94232/18817/11545/109275/216049/18143/77044/216853/234857/117599/51869/50721/635253/18519/56790/18752/27401/27050/14051/68166/235626/93759/66233/107260/235134/224008/12914/320209/101943/70088/105377/29861/74355/227195/319955/56249/232314/77782/11461",39
"GO:0051650","GO:0051650","establishment of vesicle localization","37/1739","203/28928",0.182266009852217,3.03196729902526,7.34749985495815,1.35568864513991e-09,3.17448053145962e-07,2.18280142274317e-07,"53869/50518/16553/70612/26419/214459/12560/103583/76707/216131/217449/380752/59045/15114/76499/17918/94245/18457/381269/12387/18571/105504/232946/19164/22088/11891/16401/60595/20616/104015/66251/20910/16554/13426/70591/240756/332110",37
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","62/1739","455/28928",0.136263736263736,2.26672648800308,6.88774099603601,1.50702982611786e-09,3.39313561618999e-07,2.3331506295849e-07,"19360/18647/53869/319195/14199/16798/11799/18817/218793/17222/72584/11479/22059/77044/18008/68077/76707/18027/106795/69754/108911/16412/12580/329152/238271/19192/67153/76499/20877/12453/19651/219114/12571/79263/27401/12235/209334/269582/67045/26931/15468/225131/228714/11491/18028/12914/12534/67629/29861/18761/448987/226026/50875/235559/50927/27354/69957/74268/18764/83560/18032/11461",62
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","60/1739","435/28928",0.137931034482759,2.2944617398029,6.87970204191164,1.72662670406109e-09,3.7435824909532e-07,2.5741210589979e-07,"228994/72831/53869/20185/11799/18817/320394/20779/225523/15183/26419/68077/76707/17929/18595/16412/217449/66475/18519/67239/17258/192119/67070/103135/17260/19130/76499/20877/213541/13007/219114/104625/226041/101592/100019/212514/50876/15182/21841/67671/11465/68767/27050/20054/234852/80913/193385/22388/12633/381644/106042/231464/50875/72587/74203/12316/193740/332110/384619/12632",60
"GO:0019827","GO:0019827","stem cell population maintenance","39/1739","224/28928",0.174107142857143,2.89624578986281,7.20530384343269,1.93502522664238e-09,4.04558488455874e-07,2.7817806265716e-07,"26896/210529/14088/68975/17979/109880/28077/26419/80288/12166/243842/67302/51869/50721/68036/52463/192119/19130/210982/59024/15182/19646/30841/18028/16973/233904/12914/71175/66213/94112/21416/226026/74203/12316/105083/18510/18032/268996/11461",39
"GO:0016241","GO:0016241","regulation of macroautophagy","30/1739","147/28928",0.204081632653061,3.39486685991245,7.36193491008956,3.12059164413557e-09,6.28481203487204e-07,4.321493395672e-07,"94232/381038/24088/22059/107607/69754/11975/13853/56480/11983/73158/18777/75669/14679/66839/18718/225131/20924/93759/268656/11739/225020/18475/12176/14232/71648/19328/76561/104009/69150",30
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","45/1739","286/28928",0.157342657342657,2.61737112800943,6.95177814716343,3.22077828913839e-09,6.28481203487204e-07,4.321493395672e-07,"11426/20357/243905/16971/18208/81907/11622/29869/16870/13542/19014/20403/77300/319974/16412/50721/12977/230103/12488/66225/76499/13508/320027/59024/12387/214230/65086/20360/17762/76884/80913/239667/70834/56177/13640/16401/16974/16869/106042/18479/243743/14025/20187/18032/20471",45
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","48/1739","317/28928",0.151419558359621,2.51884127902653,6.87670470806748,3.54689071304643e-09,6.6979026561851e-07,4.60553822977574e-07,"16971/53869/22348/108664/109880/13542/20907/109905/104069/72685/242662/11980/12217/20403/22318/71770/66743/11975/50791/15114/66290/56807/94245/18752/53330/12387/11465/13052/11845/76787/54189/19164/12725/218038/20616/104015/19057/66251/108086/20910/75734/12286/108800/56044/26431/12889/66616/11461",48
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","49/1739","331/28928",0.148036253776435,2.46256052285492,6.76818899579803,5.23334176653153e-09,9.57374459414862e-07,6.58299306421598e-07,"16195/16971/67605/11799/11545/12540/109880/12227/15183/104069/26419/22192/22059/18008/14573/170719/69754/237868/12488/17260/16500/18752/12387/74011/26398/14815/17685/74185/12705/30841/170770/14528/19164/93759/69660/12369/12368/12633/66454/11798/20349/11757/20910/12286/211064/71648/18032/16531/20471",49
"GO:0098727","GO:0098727","maintenance of cell number","39/1739","232/28928",0.168103448275862,2.79637524538478,6.94760699528125,5.40049964310116e-09,9.58015906385279e-07,6.58740371139357e-07,"26896/210529/14088/68975/17979/109880/28077/26419/80288/12166/243842/67302/51869/50721/68036/52463/192119/19130/210982/59024/15182/19646/30841/18028/16973/233904/12914/71175/66213/94112/21416/226026/74203/12316/105083/18510/18032/268996/11461",39
"GO:0051983","GO:0051983","regulation of chromosome segregation","28/1739","134/28928",0.208955223880597,3.47593830731335,7.26517516469065,5.9699029322206e-09,1.0278768166241e-06,7.06777362625746e-07,"11799/18817/17222/22038/77044/80912/108911/329152/18519/20877/219114/12235/209334/67045/80913/93759/14211/12534/58186/67629/29861/226026/69957/17451/215387/83560/332110/11461",28
"GO:0051402","GO:0051402","neuron apoptotic process","55/1739","398/28928",0.138190954773869,2.2987854742372,6.59831347677411,7.61619480238145e-09,1.27386298208974e-06,8.75919666896441e-07,"16195/16971/65020/67605/11799/11545/12540/109880/12227/15183/104069/26419/22192/22059/18008/14573/170719/69754/237868/230103/12488/17260/16500/14775/18752/12387/74011/26398/14815/17685/74185/12705/30841/170770/14528/19164/93759/69660/12369/12368/21834/12633/66454/11798/110532/20349/11757/20910/12176/12286/211064/71648/18032/16531/20471",55
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","21/1739","81/28928",0.259259259259259,4.31273827018508,7.5506471989886,8.44857569038052e-09,1.3738322803191e-06,9.44659457310384e-07,"94232/18817/11545/216049/77044/216853/117599/51869/50721/635253/27401/235626/66233/224008/12914/70088/74355/319955/232314/77782/11461",21
"GO:0019693","GO:0019693","ribose phosphate metabolic process","54/1739","392/28928",0.137755102040816,2.29153513044091,6.51114820113828,1.16094895186797e-08,1.83680950384733e-06,1.26300676868937e-06,"20185/56217/11545/22271/23972/595136/66114/20779/11949/12499/218461/79059/16337/19139/68556/110639/50721/18103/18519/107569/230103/67153/170768/78830/11983/22247/18457/66218/101592/207728/13178/66052/16434/27425/74143/15254/71207/68198/14679/54403/216805/66588/56524/76952/19164/108147/68837/230075/80914/229363/23984/66454/238871/54391",54
"GO:0030900","GO:0030900","forebrain development","62/1739","480/28928",0.129166666666667,2.14866781675292,6.41791666666395,1.20184573543406e-08,1.85147498295552e-06,1.27309088429359e-06,"210529/81907/22348/20185/56217/16870/18223/69601/12227/13395/20779/225523/77630/14281/67299/67760/12166/723968/30928/17701/192119/11878/15114/19130/320165/73242/13046/14682/18457/12387/18992/192157/15182/242620/20511/235380/30841/18741/232440/235626/19164/108147/320790/16974/18028/67102/16869/70762/11924/11444/13637/12928/20349/14843/18479/21416/243743/12176/12316/20187/18032/13865",62
"GO:0060562","GO:0060562","epithelial tube morphogenesis","55/1739","404/28928",0.136138613861386,2.26464509590695,6.47379591647891,1.29341883114482e-08,1.94145483013379e-06,1.33496183813706e-06,"18654/20733/18208/69718/11622/12234/16911/17979/16870/13542/20779/94109/21815/19014/14573/20191/18595/67122/50721/12977/192119/18129/17260/16814/108655/13800/59024/12387/76779/270685/245866/74143/14815/12705/54485/19108/30841/18741/15478/235626/19164/16974/16973/22420/16869/240641/20349/106042/18479/252973/18510/56044/18764/15245/20471",55
"GO:0009259","GO:0009259","ribonucleotide metabolic process","53/1739","383/28928",0.138381201044386,2.3019501919563,6.48684625349879,1.35379078061336e-08,1.98127280742765e-06,1.36234103817513e-06,"20185/56217/11545/22271/23972/595136/66114/20779/11949/12499/218461/79059/16337/68556/110639/50721/18103/18519/107569/230103/67153/170768/78830/11983/22247/18457/66218/101592/207728/13178/66052/16434/27425/74143/15254/71207/68198/14679/54403/216805/66588/56524/76952/19164/108147/68837/230075/80914/229363/23984/66454/238871/54391",53
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","20/1739","76/28928",0.263157894736842,4.37759147725553,7.45642795360604,1.44248706005429e-08,2.05959006086777e-06,1.41619268745767e-06,"19360/109275/497652/216853/11991/50721/20877/12461/12387/74493/14528/72162/17165/235134/18761/227195/12464/27354/56249/332110",20
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","36/1739","212/28928",0.169811320754717,2.82478544381395,6.74407882230143,1.57310389670387e-08,2.19260719316773e-06,1.50765646641494e-06,"81907/69697/12540/16553/70612/16559/214459/19893/103583/12217/71820/76411/72938/17909/15114/17918/94245/18457/381269/76779/245866/230917/56542/17762/232946/13518/67166/19290/60595/106042/16554/13426/380614/74052/74019/12589",36
"GO:0048638","GO:0048638","regulation of developmental growth","54/1739","397/28928",0.136020151133501,2.26267448648069,6.40668001056921,1.80220782298353e-08,2.44676116374483e-06,1.68241502709083e-06,"11426/16971/18208/20185/11622/16798/29869/17300/15183/74318/16337/12166/20403/12977/17260/11878/11990/108655/19130/76499/13508/211652/13046/320027/18992/65086/15182/20360/14815/13052/53817/14431/74493/17762/14083/80913/239667/70834/93759/56177/13640/11739/320790/12288/12534/71175/20751/18479/21416/243743/14025/14600/20187/20471",54
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process","20/1739","77/28928",0.25974025974026,4.32073963988858,7.37912088521499,1.83904153065891e-08,2.44676116374483e-06,1.68241502709083e-06,"381101/56217/22271/79059/19139/68556/110639/18103/107569/22247/13178/66588/56524/76952/20425/108147/80914/229363/54391/57813",20
