"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030900","GO:0030900","forebrain development","41/943","480/28928",0.0854166666666667,2.62028985507246,6.57101336320214,2.49223825474358e-08,7.74471387311827e-05,5.97837562135445e-05,"268345/140486/668303/18128/21350/18039/99512/22414/13392/21420/20133/16490/18846/17242/238057/381293/18124/15364/58208/70223/15572/58234/11922/13845/19699/72338/77579/14843/69601/75717/16873/56546/73710/22594/269295/56335/13489/12032/24113/666173/16568",41
"GO:0021700","GO:0021700","developmental maturation","37/943","418/28928",0.0885167464114833,2.71538965025598,6.4848092551346,4.80900806275072e-08,7.74471387311827e-05,5.97837562135445e-05,"243961/12286/18128/330814/13871/83766/319613/18159/18987/93842/11776/54352/18039/14381/22410/12399/381293/545391/68404/80906/18504/260298/19699/545192/69601/100042150/72961/18189/194908/68955/12032/23892/16596/71982/56717/12323/223881",37
"GO:0045165","GO:0045165","cell fate commitment","31/943","314/28928",0.0987261146496815,3.02857799001695,6.63456014147016,5.13016642399157e-08,7.74471387311827e-05,5.97837562135445e-05,"240590/21380/18128/57246/230587/16196/69743/22410/22414/20472/116871/13392/21420/17292/18854/238057/21388/50914/16450/58208/103551/104382/18504/260298/14843/17192/21678/74256/19213/17927/56717",31
"GO:0060074","GO:0060074","synapse maturation","12/943","51/28928",0.235294117647059,7.21801509575198,8.15841348045549,6.60800392406616e-08,7.74471387311827e-05,5.97837562135445e-05,"243961/330814/319613/93842/18039/68404/19699/69601/100042150/18189/12032/12323",12
"GO:0007264","GO:0007264","small GTPase-mediated signal transduction","38/943","444/28928",0.0855855855855856,2.625471707126,6.33600191207003,7.65870488686493e-08,7.74471387311827e-05,5.97837562135445e-05,"18053/18128/76041/14811/21844/380711/239027/74002/84092/404710/381293/69903/228850/241694/26431/19415/19341/12402/26934/54153/110596/269608/14673/19699/105841/320271/69601/12554/74206/105835/12575/109689/56289/232227/64143/211673/223881/233877",38
"GO:0021537","GO:0021537","telencephalon development","31/943","322/28928",0.0962732919254658,2.95333381635194,6.47024500161224,9.08470835556395e-08,7.74471387311827e-05,5.97837562135445e-05,"140486/668303/18039/99512/13392/21420/16490/18846/17242/381293/18124/58208/70223/58234/11922/13845/19699/72338/77579/14843/69601/75717/16873/56546/73710/22594/269295/13489/12032/666173/16568",31
"GO:0050885","GO:0050885","neuromuscular process controlling balance","14/943","75/28928",0.186666666666667,5.72629197596324,7.5231648770207,1.22720641560674e-07,8.66122750402729e-05,6.68585982767019e-05,"243961/12286/19156/22295/14813/18039/18124/57340/58234/77579/18189/268859/108012/12323",14
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","26/943","244/28928",0.10655737704918,3.26881421344506,6.53309357951419,1.3546396878244e-07,8.66122750402729e-05,6.68585982767019e-05,"18053/18128/76041/14811/380711/239027/74002/381293/69903/228850/241694/26431/19415/12402/54153/110596/19699/105841/320271/69601/74206/105835/109689/232227/211673/233877",26
"GO:0042593","GO:0042593","glucose homeostasis","31/943","332/28928",0.0933734939759036,2.86437797851001,6.27184404554314,1.80188326648221e-07,9.85287005513635e-05,7.60572425308771e-05,"18053/12286/228869/16514/26950/63959/21844/319613/230784/57915/381677/435391/110355/101772/14456/213993/19275/58805/22393/14623/18504/545192/14119/75770/78894/18575/57320/12578/109689/67475/232339",31
"GO:0033500","GO:0033500","carbohydrate homeostasis","31/943","333/28928",0.0930930930930931,2.85577624283881,6.25241167772099,1.92626980550075e-07,9.85287005513635e-05,7.60572425308771e-05,"18053/12286/228869/16514/26950/63959/21844/319613/230784/57915/381677/435391/110355/101772/14456/213993/19275/58805/22393/14623/18504/545192/14119/75770/78894/18575/57320/12578/109689/67475/232339",31
"GO:0001763","GO:0001763","morphogenesis of a branching structure","26/943","252/28928",0.103174603174603,3.16504233365315,6.33654123999114,2.56210641346269e-07,0.000115840800413881,8.94209687405393e-05,"21380/18128/57246/20474/13383/21923/67937/22414/20472/13392/21420/18854/17242/238057/69903/15364/252973/13841/18504/94275/75605/12702/13489/23892/22337/217325",26
"GO:0007611","GO:0007611","learning or memory","32/943","356/28928",0.0898876404494382,2.75744396916368,6.12464688386055,2.71767273698253e-07,0.000115840800413881,8.94209687405393e-05,"19224/243961/16917/14371/12064/14811/18216/106763/16440/232813/94245/52335/17242/60597/57340/11495/15572/58234/70237/19699/21337/110886/72961/18189/19049/13489/56710/108012/16526/56717/666173/208922",32
"GO:0050803","GO:0050803","regulation of synapse structure or activity","34/943","398/28928",0.085427135678392,2.62061100838231,5.97605138886319,3.83763636148831e-07,0.000150996230684713,0.000116558493861884,"235604/12064/20474/330814/21844/228880/319613/93842/18039/272381/94245/13728/239027/68404/58234/13841/57028/70237/13845/80749/19699/77579/70530/69601/100042150/72961/18189/103967/233067/13489/12361/232227/208922/12323",34
"GO:0060562","GO:0060562","epithelial tube morphogenesis","34/943","404/28928",0.0841584158415842,2.58169104291129,5.87695022470045,5.41852507115221e-07,0.000194801553548612,0.000150373129055069,"21380/18128/57246/20474/67836/13383/216021/21923/67937/22414/20472/21420/27428/17292/18854/17242/238057/69903/15364/252973/58234/13841/18504/94275/12215/22034/108156/14365/12808/75605/23892/22337/14160/16568",34
"GO:0090128","GO:0090128","regulation of synapse maturation","9/943","32/28928",0.28125,8.62778366914104,7.92500200836345,5.71265552928481e-07,0.000194801553548612,0.000150373129055069,"330814/93842/18039/68404/19699/69601/100042150/18189/12323",9
