annotation,count,percentage
3' UTR,43,1.3050075872534144
5' UTR,16,0.48558421851289835
Distal Intergenic,124,3.763277693474962
Downstream (<=300bp),1,0.030349013657056147
"Exon (ENSMUST00000001181.12/12834, exon 28 of 28)",1,0.030349013657056147
"Exon (ENSMUST00000001722.13/73608, exon 3 of 3)",1,0.030349013657056147
"Exon (ENSMUST00000002412.8/13004, exon 4 of 15)",1,0.030349013657056147
"Exon (ENSMUST00000003762.7/15116, exon 2 of 5)",1,0.030349013657056147
"Exon (ENSMUST00000005749.5/22083, exon 25 of 25)",1,0.030349013657056147
"Exon (ENSMUST00000006626.4/11474, exon 10 of 21)",1,0.030349013657056147
"Exon (ENSMUST00000010298.6/234857, exon 3 of 15)",1,0.030349013657056147
"Exon (ENSMUST00000016897.11/319953, exon 11 of 12)",1,0.030349013657056147
"Exon (ENSMUST00000018407.9/21388, exon 6 of 9)",1,0.030349013657056147
"Exon (ENSMUST00000021458.12/20741, exon 23 of 36)",1,0.030349013657056147
"Exon (ENSMUST00000022550.7/54616, exon 3 of 7)",1,0.030349013657056147
"Exon (ENSMUST00000022744.4/14573, exon 2 of 3)",1,0.030349013657056147
"Exon (ENSMUST00000025311.7/53601, exon 4 of 4)",1,0.030349013657056147
"Exon (ENSMUST00000026190.13/67573, exon 11 of 15)",1,0.030349013657056147
"Exon (ENSMUST00000029371.2/55994, exon 5 of 6)",1,0.030349013657056147
"Exon (ENSMUST00000029712.4/18211, exon 8 of 17)",1,0.030349013657056147
"Exon (ENSMUST00000030376.7/60613, exon 14 of 14)",1,0.030349013657056147
"Exon (ENSMUST00000030489.8/21349, exon 3 of 5)",1,0.030349013657056147
"Exon (ENSMUST00000031591.9/16873, exon 3 of 5)",1,0.030349013657056147
"Exon (ENSMUST00000032571.9/384569, exon 4 of 4)",1,0.030349013657056147
"Exon (ENSMUST00000032803.11/22693, exon 5 of 5)",1,0.030349013657056147
"Exon (ENSMUST00000033189.5/12426, exon 5 of 5)",1,0.030349013657056147
"Exon (ENSMUST00000035323.5/272382, exon 6 of 6)",1,0.030349013657056147
"Exon (ENSMUST00000035499.4/56741, exon 7 of 20)",1,0.030349013657056147
"Exon (ENSMUST00000036467.4/217217, exon 3 of 5)",1,0.030349013657056147
"Exon (ENSMUST00000036999.9/269713, exon 3 of 16)",1,0.030349013657056147
"Exon (ENSMUST00000037099.8/29876, exon 5 of 6)",1,0.030349013657056147
"Exon (ENSMUST00000039484.5/237256, exon 6 of 6)",1,0.030349013657056147
"Exon (ENSMUST00000039926.9/18218, exon 7 of 7)",1,0.030349013657056147
"Exon (ENSMUST00000040110.7/58250, exon 3 of 3)",1,0.030349013657056147
"Exon (ENSMUST00000040275.8/109205, exon 6 of 7)",1,0.030349013657056147
"Exon (ENSMUST00000040876.6/78801, exon 15 of 18)",1,0.030349013657056147
"Exon (ENSMUST00000041965.4/217866, exon 15 of 37)",1,0.030349013657056147
"Exon (ENSMUST00000042861.6/74732, exon 3 of 3)",1,0.030349013657056147
"Exon (ENSMUST00000045738.4/22348, exon 2 of 2)",1,0.030349013657056147
"Exon (ENSMUST00000046305.11/238247, exon 17 of 24)",1,0.030349013657056147
"Exon (ENSMUST00000046565.12/11878, exon 4 of 5)",1,0.030349013657056147
"Exon (ENSMUST00000046659.13/242667, exon 9 of 12)",1,0.030349013657056147
"Exon (ENSMUST00000046897.12/74735, exon 6 of 6)",1,0.030349013657056147
"Exon (ENSMUST00000047393.6/13019, exon 3 of 3)",1,0.030349013657056147
"Exon (ENSMUST00000048923.6/101809, exon 6 of 6)",1,0.030349013657056147
"Exon (ENSMUST00000049149.14/16971, exon 9 of 89)",1,0.030349013657056147
"Exon (ENSMUST00000049156.6/74347, exon 5 of 8)",1,0.030349013657056147
"Exon (ENSMUST00000050434.5/236690, exon 3 of 3)",1,0.030349013657056147
"Exon (ENSMUST00000051301.5/19290, exon 2 of 2)",1,0.030349013657056147
"Exon (ENSMUST00000053239.3/20607, exon 3 of 3)",1,0.030349013657056147
"Exon (ENSMUST00000053317.11/12064, exon 2 of 2)",1,0.030349013657056147
"Exon (ENSMUST00000053568.1/235402, exon 4 of 4)",1,0.030349013657056147
"Exon (ENSMUST00000054395.6/ENSMUST00000054395.6, exon 1 of 1)",1,0.030349013657056147
"Exon (ENSMUST00000055341.6/328232, exon 2 of 2)",2,0.06069802731411229
"Exon (ENSMUST00000055433.4/211949, exon 2 of 3)",1,0.030349013657056147
"Exon (ENSMUST00000055947.9/217125, exon 4 of 10)",1,0.030349013657056147
"Exon (ENSMUST00000056978.7/16553, exon 32 of 38)",1,0.030349013657056147
"Exon (ENSMUST00000059648.9/71106, exon 8 of 8)",1,0.030349013657056147
"Exon (ENSMUST00000061135.7/66665, exon 2 of 3)",1,0.030349013657056147
