"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048562","GO:0048562","embryonic organ morphogenesis","39/696","335/28891",5.07608364724735e-16,2.30149632566195e-12,1.87067040515926e-12,"14472/19130/109934/16869/21385/15415/15410/22412/22160/14238/50769/110253/109663/15423/21380/18091/224796/20472/18998/18504/14179/11695/18508/14683/21384/18741/320790/18124/230824/433809/12020/30841/15396/11921/17292/17921/15373/15372/19378",39
"GO:0007389","GO:0007389","pattern specification process","45/696","498/28891",3.63285148101549e-14,8.23567430746211e-11,6.69400686054486e-11,"22420/14472/13590/68897/194908/16869/21385/15415/15410/19719/15375/17300/12022/14313/22772/22422/106042/109663/15423/21380/18091/21815/20472/18504/14179/13797/15433/11695/18508/53883/18741/329795/230824/18509/433809/12020/14843/30841/15395/15396/13389/13172/17292/234219/19378",45
"GO:0045165","GO:0045165","cell fate commitment","34/696","307/28891",1.68687149192356e-13,2.5494251147938e-10,2.07218845376294e-10,"22420/22409/19130/21385/103551/22412/238057/15375/69952/16450/18740/50523/22422/21380/50913/18091/110147/20472/18504/14179/18508/16800/21384/207920/18509/69743/14843/15396/11921/13389/13172/17292/104360/11878",34
"GO:0003002","GO:0003002","regionalization","41/696","455/28891",5.59374366694181e-13,6.34050844647854e-10,5.15360436262191e-10,"14472/13590/68897/194908/16869/21385/15415/15410/15375/17300/12022/22772/22422/106042/109663/15423/21380/18091/21815/20472/18504/14179/13797/15433/11695/18508/53883/18741/329795/18509/433809/12020/14843/30841/15395/15396/13389/13172/17292/234219/19378",41
"GO:0001763","GO:0001763","morphogenesis of a branching structure","29/696","249/28891",2.94712499004843e-12,2.51597021219113e-09,2.04499610263533e-09,"22420/14472/19130/12817/54710/15478/16869/21385/15415/22412/238057/15375/73181/18163/239405/21380/20472/18504/14179/15433/229700/18741/207920/329795/21923/20563/14254/15396/69903",29
"GO:0090596","GO:0090596","sensory organ morphogenesis","33/696","322/28891",3.32947094687843e-12,2.51597021219113e-09,2.04499610263533e-09,"14472/19130/109934/16869/21385/22160/107585/14238/50769/110253/21380/224796/20472/18998/18504/14179/18508/18741/320790/18124/76574/329941/230824/69743/12020/30841/14254/11921/17921/15373/15372/14107/214058",33
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","25/696","191/28891",7.14493686336674e-12,4.62787767692925e-09,3.76156751257849e-09,"22420/14472/54710/15478/16869/21385/15415/22412/238057/15375/73181/239405/21380/20472/18504/14179/229700/18741/207920/329795/21923/20563/14254/15396/69903",25
"GO:0060562","GO:0060562","epithelial tube morphogenesis","36/696","395/28891",1.07278966275792e-11,6.0800354136805e-09,4.9418902754151e-09,"22420/14472/54710/15478/16869/21385/15415/22412/238057/22160/15375/73181/22772/239405/106042/21380/18091/21815/20472/18504/14179/99377/229700/18741/207920/329795/21923/230824/433809/20563/30841/14254/15396/69903/17292/19378",36
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","27/696","229/28891",1.24688703920846e-11,6.28153981752352e-09,5.10567429739044e-09,"22420/14472/19130/54710/15478/16869/21385/15415/22412/238057/15375/73181/239405/21380/20472/18504/14179/15433/229700/18741/207920/329795/21923/20563/14254/15396/69903",27
"GO:0009952","GO:0009952","anterior/posterior pattern specification","26/696","240/28891",1.98108464507272e-10,8.98223778075973e-08,7.30081825515748e-08,"14472/13590/194908/16869/15415/15410/17300/12022/106042/109663/15423/21380/20472/14179/13797/15433/11695/18508/53883/30841/15395/15396/13389/17292/234219/19378",26
"GO:0030900","GO:0030900","forebrain development","35/696","425/28891",3.35753434240454e-10,1.3839146098602e-07,1.12485432849362e-07,"14472/110648/30928/19130/16869/238057/668303/18740/18420/22422/13845/50913/20359/14179/13797/269295/18508/16536/12032/18741/16875/320790/18124/76574/269610/20563/14843/16873/30841/100609/11922/11921/16485/19378/11878",35
"GO:0048663","GO:0048663","neuron fate commitment","16/696","90/28891",4.453450052609e-10,1.68266187821077e-07,1.36767795036703e-07,"19130/103551/15375/69952/16450/21380/50913/110147/18508/207920/18509/69743/14843/11921/13172/104360",16
"GO:0007411","GO:0007411","axon guidance","26/696","252/28891",5.75766298722405e-10,1.8646602845767e-07,1.51560737731364e-07,"14472/110648/68802/11735/16971/16869/238057/22772/223435/22422/13845/20357/20359/18998/14179/18508/13639/18124/230735/20563/11921/18997/104360/235472/107934/11878",26
"GO:0097485","GO:0097485","neuron projection guidance","26/696","252/28891",5.75766298722405e-10,1.8646602845767e-07,1.51560737731364e-07,"14472/110648/68802/11735/16971/16869/238057/22772/223435/22422/13845/20357/20359/18998/14179/18508/13639/18124/230735/20563/11921/18997/104360/235472/107934/11878",26
"GO:0050767","GO:0050767","regulation of neurogenesis","37/696","494/28891",1.46425921119478e-09,4.42596750903808e-07,3.59745368308275e-07,"98733/19130/20869/16971/16878/13385/15410/14580/18755/18420/73181/22422/20357/21844/50913/20359/17196/14061/18508/12032/16800/65086/320790/12579/19268/69743/20563/14843/14254/11921/13389/234219/330790/18997/235402/235472/67095",37
"GO:0042471","GO:0042471","ear morphogenesis","19/696","146/28891",2.60501268868540e-09,7.38195470656224e-07,6.00009830466287e-07,"14472/109934/21385/50769/110253/21380/224796/20472/18998/18504/14179/320790/18124/230824/12020/11921/17921/15373/15372",19
"GO:0043010","GO:0043010","camera-type eye development","31/696","380/28891",4.32454540124868e-09,1.15338169701538e-06,9.37475755403816e-07,"12958/19130/16878/16869/21385/22160/107585/14238/17300/26401/50769/106042/21815/13078/108013/18504/18508/18741/320790/76574/329941/230824/69743/14688/30841/14254/26889/14107/18997/214058/19378",31
"GO:0042472","GO:0042472","inner ear morphogenesis","17/696","122/28891",6.24506986719419e-09,1.57306370988102e-06,1.27859588333607e-06,"14472/109934/21385/50769/110253/21380/224796/18998/18504/14179/320790/18124/230824/11921/17921/15373/15372",17
"GO:0021953","GO:0021953","central nervous system neuron differentiation","22/696","212/28891",1.08696044260883e-08,2.59383086673075e-06,2.1082817227554e-06,"14472/110648/19130/16869/238057/18420/13845/50913/664805/14179/18508/16875/18509/269610/20563/14843/16873/13172/26889/104360/235402/11878",22
"GO:0043583","GO:0043583","ear development","24/696","257/28891",1.87950279231776e-08,4.26083283018435e-06,3.46323119784445e-06,"14472/19130/109934/21385/26380/16450/50769/110253/21380/224796/20472/18998/18504/14179/320790/207920/18124/230824/12260/12020/11921/17921/15373/15372",24
"GO:0001708","GO:0001708","cell fate specification","16/696","117/28891",2.28674681420934e-08,4.93719526458341e-06,4.01298275516136e-06,"21385/15375/21380/50913/110147/20472/18504/18508/21384/207920/14843/15396/11921/13172/17292/104360",16
"GO:0021537","GO:0021537","telencephalon development","25/696","281/28891",2.50803474578734e-08,5.16883160790899e-06,4.20125820334998e-06,"110648/30928/19130/16869/668303/13845/20359/14179/13797/269295/18508/16536/12032/320790/18124/76574/20563/14843/16873/30841/100609/11922/11921/16485/11878",25
"GO:0048880","GO:0048880","sensory system development","32/696","435/28891",2.88859212136749e-08,5.60347964710936e-06,4.55454280977176e-06,"12958/19130/16878/270893/16869/21385/22160/107585/14238/17300/26401/50769/106042/21815/13078/108013/18504/18508/18741/320790/76574/329941/230824/69743/14688/30841/14254/26889/14107/18997/214058/19378",32
"GO:0048839","GO:0048839","inner ear development","22/696","224/28891",2.96611185554973e-08,5.60347964710936e-06,4.55454280977176e-06,"14472/19130/109934/21385/26380/16450/50769/110253/21380/224796/18998/18504/14179/320790/207920/18124/230824/12260/11921/17921/15373/15372",22
"GO:0001654","GO:0001654","eye development","31/696","428/28891",6.7447423408783e-08,1.22322647094169e-05,9.9424601833326e-06,"12958/19130/16878/16869/21385/22160/107585/14238/17300/26401/50769/106042/21815/13078/108013/18504/18508/18741/320790/76574/329941/230824/69743/14688/30841/14254/26889/14107/18997/214058/19378",31
"GO:0150063","GO:0150063","visual system development","31/696","431/28891",7.88870637428814e-08,1.3756690269624e-05,1.11815226786975e-05,"12958/19130/16878/16869/21385/22160/107585/14238/17300/26401/50769/106042/21815/13078/108013/18504/18508/18741/320790/76574/329941/230824/69743/14688/30841/14254/26889/14107/18997/214058/19378",31
"GO:0021543","GO:0021543","pallium development","19/696","182/28891",9.84025148239139e-08,1.65243334152454e-05,1.34310800935097e-05,"110648/30928/19130/668303/20359/14179/13797/18508/16536/12032/18124/76574/20563/16873/100609/11922/11921/16485/11878",19
"GO:0048706","GO:0048706","embryonic skeletal system development","17/696","148/28891",1.15472362989291e-07,1.86982747783374e-05,1.51980730385529e-05,"16869/15415/15410/22412/22160/109663/15423/21380/20472/14179/11695/170441/14683/21384/18509/12020/15396",17
"GO:0050885","GO:0050885","neuromuscular process controlling balance","12/696","71/28891",1.21458082718753e-07,1.88583205916866e-05,1.53281592625298e-05,"13385/109934/14813/224796/18998/14239/18124/17921/15373/26889/18997/19289",12
"GO:0050890","GO:0050890","cognition","28/696","371/28891",1.2477935989206e-07,1.88583205916866e-05,1.53281592625298e-05,"110648/21337/18013/23829/20418/73181/18163/60597/16402/14811/16440/268934/110147/225872/18190/18508/27103/57138/14683/16536/12918/16875/320790/76574/100609/53324/21333/26889",28
"GO:0045664","GO:0045664","regulation of neuron differentiation","22/696","245/28891",1.45958086913452e-07,2.13475472924384e-05,1.73514180741594e-05,"110648/19130/18013/238057/15375/50779/69952/21844/50913/18091/21815/18508/27103/16800/207920/69743/14357/22628/11921/18997/11906/104360",22
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","16/696","134/28891",1.58181495392308e-07,2.24123406283976e-05,1.82168886634365e-05,"22409/16869/15415/22412/239405/22422/106042/109663/21380/20472/18504/14179/230824/15396/17292/107934",16
"GO:0048736","GO:0048736","appendage development","20/696","211/28891",2.23864707036275e-07,2.98530171088962e-05,2.42647163880495e-05,"245944/21385/22160/18740/239405/106042/109663/73016/14179/14029/15433/11695/228770/99377/14683/18741/320790/15395/15396/19378",20
"GO:0060173","GO:0060173","limb development","20/696","211/28891",2.23864707036275e-07,2.98530171088962e-05,2.42647163880495e-05,"245944/21385/22160/18740/239405/106042/109663/73016/14179/14029/15433/11695/228770/99377/14683/18741/320790/15395/15396/19378",20
"GO:0048593","GO:0048593","camera-type eye morphogenesis","17/696","157/28891",2.7277829616963e-07,3.53364798523743e-05,2.87217087184924e-05,"19130/16869/21385/22160/107585/14238/50769/18504/18508/18741/76574/329941/69743/30841/14254/14107/214058",17
"GO:0035107","GO:0035107","appendage morphogenesis","18/696","178/28891",3.43460925972857e-07,4.20878875232685e-05,3.42092945044374e-05,"245944/21385/22160/18740/239405/106042/109663/14179/14029/15433/11695/99377/14683/18741/320790/15395/15396/19378",18
"GO:0035108","GO:0035108","limb morphogenesis","18/696","178/28891",3.43460925972857e-07,4.20878875232685e-05,3.42092945044374e-05,"245944/21385/22160/18740/239405/106042/109663/14179/14029/15433/11695/99377/14683/18741/320790/15395/15396/19378",18
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","14/696","110/28891",4.2496294570718e-07,4.85595095215243e-05,3.94694687704262e-05,"16869/15415/15410/22412/22160/109663/15423/21380/20472/14179/11695/14683/21384/15396",14
"GO:0030326","GO:0030326","embryonic limb morphogenesis","16/696","144/28891",4.28403260004626e-07,4.85595095215243e-05,3.94694687704262e-05,"21385/22160/18740/239405/106042/109663/14179/15433/11695/99377/14683/18741/320790/15395/15396/19378",16
