"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006338","GO:0006338","chromatin remodeling","60/966","489/28891",3.8456740601493e-18,1.95167958552577e-14,1.45285517914483e-14,"81898/15078/268281/53605/12566/216850/22059/18432/17913/52615/68729/74026/20918/20682/15081/30951/22632/319151/319148/18676/223499/14815/225888/81601/19708/64707/77683/140858/56086/107435/228536/68142/15191/229542/67628/15441/231151/30841/14056/214899/107932/54343/243842/56632/13626/233904/234069/244349/622675/235134/12649/21761/15185/15161/70252/78878/19820/20591/52808/245688",60
"GO:0072594","GO:0072594","establishment of protein localization to organelle","56/966","452/28891",3.33870064289534e-17,8.47195288134693e-14,6.30662979334284e-14,"19386/12534/12461/103468/69917/22433/22059/18015/68729/15239/93757/24067/18035/30056/218544/72993/69089/70572/22631/12631/271564/16452/70769/69482/56428/18633/12953/228607/67145/13605/67890/16649/56417/54673/433693/12578/16650/170731/73078/66169/66661/231430/19384/320938/53421/12028/18709/622675/212999/64209/497652/17999/83946/104831/192176/245474",56
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","43/966","343/28891",1.09038523172837e-13,1.47144044843458e-10,1.09535903955026e-10,"20479/66977/12534/69917/12566/13649/68067/19052/68964/22059/83560/12192/72993/19357/52004/19708/26427/68142/53317/229841/67628/12578/12579/18392/12795/107995/19891/68592/330216/14056/22591/17193/68077/13871/20133/30949/244281/234069/234736/12649/12530/19054/13205",43
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","50/966","449/28891",1.1597560184706e-13,1.47144044843458e-10,1.09535903955026e-10,"20479/66977/12534/12696/12952/69917/12566/13649/68067/19052/68964/22059/83560/12192/72993/219158/19357/225372/52004/19708/26427/68142/53317/229841/67628/12578/12579/18392/12795/107995/19891/68592/433938/330216/100683/14056/22591/17193/68077/13871/20133/30949/244281/234069/234736/67177/12649/12530/19054/13205",50
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","50/966","454/28891",1.77725733211738e-13,1.80391619209914e-10,1.34285822420406e-10,"20479/66977/12534/69917/12566/13649/68067/19052/68964/22059/83560/12192/72993/105513/27401/19357/52004/19708/67857/26427/68142/53317/229841/67628/12578/12579/18027/18392/12795/107995/100088/19891/68592/12453/330216/14056/22591/17193/68077/13871/12447/20133/30949/244281/234069/234736/12649/12530/19054/13205",50
"GO:0006260","GO:0006260","DNA replication","36/966","276/28891",3.43862383442978e-12,2.90850265995519e-09,2.16512648101201e-09,"66262/98415/19714/12534/12566/18972/13649/68964/22059/50776/97827/22632/26419/72960/19290/26447/14156/70024/68142/56045/16476/18027/18392/19891/15903/71521/12447/18971/18975/20133/19647/234736/67177/235134/52808/245688",36
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","44/966","402/28891",6.28957455437468e-12,4.34018758928202e-09,3.23089100501595e-09,"20479/226562/110816/12696/382406/12566/100041286/104625/14248/216846/54141/68729/19084/11465/26419/105513/223499/67064/14109/53872/68142/66296/99100/13589/74383/229841/230376/107995/100088/170731/22388/23881/21841/68077/27050/235036/22003/22437/16785/13205/20843/192176/279561/24061",44
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","47/966","451/28891",6.84167501758742e-12,4.34018758928202e-09,3.23089100501595e-09,"70247/26374/22213/216150/70294/216440/100041286/22210/67128/20747/27419/72053/24086/217410/207304/74251/76577/12328/26419/19173/219158/27401/223499/93687/107035/81601/226144/57443/81004/71492/94232/433693/76608/12795/107995/50762/22393/242960/22214/68077/23996/57296/55992/108159/64209/234684/21372",47
"GO:0034248","GO:0034248","regulation of amide metabolic process","48/966","482/28891",2.04898757139565e-11,1.15540132498144e-08,8.60095484647835e-09,"66084/12696/104625/73158/22059/67493/66612/20918/15114/69674/217331/19878/12192/68581/20677/75420/18212/218506/67630/75901/68036/53357/70640/19045/66704/208922/70769/53872/50911/20226/210529/16007/72201/17149/230594/22393/11991/56334/15467/21841/56632/27050/55992/214627/234734/24127/15983/13205",48
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","32/966","243/28891",4.23577385275154e-11,2.14965523027141e-08,1.60023077447634e-08,"66977/52477/12534/69917/13649/68067/22059/83560/12192/66854/19357/52004/26427/229841/12579/18392/12795/107995/19891/68592/14184/100683/14056/22591/17193/68077/30949/244281/234069/234736/12649/19054",32
