annotation,count,percentage
Distal Intergenic,1,3.125
"Exon (ENSMUST00000005233.11/27103, exon 12 of 39)",1,3.125
"Exon (ENSMUST00000006742.10/11979, exon 8 of 21)",1,3.125
"Exon (ENSMUST00000022665.3/246710, exon 5 of 10)",1,3.125
"Exon (ENSMUST00000032803.11/22693, exon 5 of 5)",1,3.125
"Exon (ENSMUST00000039331.8/230868, exon 6 of 10)",1,3.125
"Exon (ENSMUST00000056978.7/16553, exon 32 of 38)",1,3.125
"Exon (ENSMUST00000059193.6/14062, exon 2 of 2)",1,3.125
"Exon (ENSMUST00000093907.10/53860, exon 3 of 12)",1,3.125
"Exon (ENSMUST00000115816.2/108013, exon 2 of 13)",1,3.125
"Exon (ENSMUST00000177457.7/209630, exon 22 of 25)",1,3.125
"Exon (ENSMUST00000229296.1/ENSMUST00000229296.1, exon 2 of 3)",1,3.125
Promoter (1-2kb),1,3.125
Promoter (2-3kb),1,3.125
Promoter (<=1kb),18,56.25
