"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050767","GO:0050767","regulation of neurogenesis","289/7773","494/28891",4.48621790692795e-50,2.90482609473585e-46,1.10077620432095e-46,"15206/22341/18096/17863/20194/20349/192119/18049/14025/13841/14083/20356/20315/118454/19699/24001/22601/13138/18080/214968/242620/23966/21844/16590/12550/28000/74053/18186/22326/69743/15251/12306/56320/16870/107503/20430/11921/20355/12385/18742/239667/216049/83431/13131/14173/20585/12387/29819/103743/66713/30948/20429/22416/65079/22421/13508/228357/54214/17756/12316/228550/20616/18420/22422/11423/14297/70083/245886/73191/140570/79362/98733/19645/17755/76089/17760/13047/16842/15214/18844/17096/70237/16885/12361/16412/21907/56381/13392/14056/12323/74006/16542/17190/225908/13555/13003/18011/66993/22629/13169/15904/14634/13489/18109/59041/20481/17356/58234/19712/15901/17762/17869/14365/22418/18129/108100/17257/104015/330914/53605/24136/22129/12561/13640/15902/14375/54485/17295/50849/22241/319583/17196/18039/73940/20393/20358/70433/15182/18508/15213/20360/18845/18088/23999/19876/13643/20666/13838/20352/16975/14359/16800/665113/13649/170731/19697/216344/74117/382253/244058/545156/57810/14461/56711/78748/15205/29869/19280/16971/319740/19055/53872/21803/13690/76893/97165/94091/14366/20681/17172/20353/18536/24088/16835/18846/20720/67838/230598/18212/14912/11858/19164/12724/18606/67095/329559/54712/12484/75788/224617/19211/19268/108138/20348/19262/217715/67299/11538/18223/12166/12767/54713/27279/67784/216858/20361/217166/12017/14061/18759/18016/18121/71918/17242/22339/12579/20357/232560/320191/229715/213084/387216/320790/21909/73181/235402/19130/56717/26456/330790/83701/19047/14184/269878/723951/108151/23873/235611/14265/52822/13654/69807/12168/11865/13048/12568/19283/18627/13631/66515/233489/26395/74132/22415/20320/18222/20482/15364/18208/18015/67490/433759/72162/269951/68585/67287/17158/100313531/20238/20354/27374/109880/238276/63953/26396/13844/20660/67414/216190",289
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","269/7773","454/28891",3.83846199788213e-48,1.24270207181434e-44,4.70918679845434e-45,"20587/71276/17863/105837/12545/118454/12914/70891/104394/70385/380694/18764/381293/11491/16798/18032/11792/269424/20184/12428/67974/244281/16600/448987/15468/107771/27214/18767/26951/75770/226026/106795/21987/66197/19650/76707/12445/70799/66671/59126/382985/12534/107976/19708/59036/18817/56190/18973/26931/78832/12447/19645/235041/12448/72772/12571/14841/18018/67155/69754/29861/20133/100088/16412/231600/50496/79263/30949/14056/330177/12323/14235/72400/13555/68431/57261/66993/20135/93760/18854/74370/15904/225182/72611/74996/19360/68592/24075/71375/77011/12572/17869/13871/12021/54394/17257/70127/68067/69274/12298/15902/56469/53892/12366/320595/268697/108058/228714/15574/66209/12237/18795/12122/209334/22137/50850/27354/68953/12443/59046/218630/22591/216965/13649/16906/67849/11651/218793/238271/19651/76843/17120/12043/12578/20460/23834/67991/13872/20620/237459/116733/229543/12144/68193/56317/18647/19055/28010/319651/235559/17222/52206/21803/105513/12193/27401/214498/26427/72290/12034/227331/19186/54601/50523/56453/228361/67045/12054/12649/77891/239985/26380/18027/75608/20466/12055/19357/70681/214444/67121/13559/219103/19211/11820/229776/235661/20588/52679/17535/109019/81702/234736/269582/83383/68612/13383/19192/12579/12444/67655/52563/50875/22687/12313/56150/13194/327799/19052/229841/57376/11920/68142/19891/723951/18555/20479/52468/67153/107995/194655/17283/18715/12568/66442/108989/12905/19054/114714/11479/330216/12236/13205/30963/69957/54124/83796/12575/13557/68251/72584/72508/11461/19684/11504/50927/14199/218294/102423/18761/11799/234069/12314/381921/12581/22410/107047/12449/12795/67941/237877/28036/12450/77044/67141/16319/216190/12577/12452/83797",269
"GO:0030900","GO:0030900","forebrain development","251/7773","425/28891",1.23445105154265e-44,2.66435685291289e-41,1.00965101794594e-41,"18423/75409/231580/20349/192119/13796/211612/20356/20315/19699/18080/15572/16568/242620/22414/67703/11682/13046/18186/15251/381293/20675/16870/21350/18032/107503/11921/56217/18741/12667/244152/83431/13131/14173/16874/18991/12387/235439/18740/50768/77630/22773/14472/22594/22416/65079/22421/15565/246179/58208/18012/252838/18507/65960/12316/13813/268882/15452/16873/18420/22422/19091/12558/16485/73191/14183/19353/18227/18131/13797/67269/22417/76089/16795/16842/16777/18844/57752/13488/21821/329628/319565/21907/19378/30928/13392/20473/13555/20185/77579/18994/93760/102774/328365/15904/11783/14634/110350/13489/71877/13865/226407/170758/17701/20481/17356/668303/58234/65100/14013/22418/24136/17967/218772/72129/11924/15902/209012/14842/13175/59058/327826/21420/15387/18795/18187/21416/77582/22174/70433/15182/12569/18508/233552/67749/67378/30957/239719/15495/19876/16565/14682/75717/14360/218194/16975/232906/14359/13649/16974/13869/81907/20460/57810/19823/22771/14461/237847/15205/19280/58198/70762/94190/72338/13839/69601/231380/17172/207615/18536/235380/18846/21375/18293/19165/16875/223701/18212/20602/241062/14810/19164/20466/18541/329559/14633/19211/21418/11820/67299/18223/320165/21974/12166/12767/54713/15194/20361/12929/18016/18121/17242/64930/238057/100182/11878/12928/73710/320191/71137/320790/19130/74762/22627/77040/14184/433693/22589/18992/68146/19305/30841/14042/12568/668158/114142/19664/18424/244329/244585/192157/213326/68169/11819/18222/20689/73242/15364/18015/18124/433759/20664/68585/16869/56335/18993/73668/13844/20462/16560/76510",251
"GO:0031346","GO:0031346","positive regulation of cell projection organization","265/7773","463/28891",1.4566746017842e-43,2.35799201163818e-40,8.93554867568151e-41,"14063/18053/68750/100310872/18049/16570/14025/20356/101513/260409/11881/242274/20315/53860/19699/24001/18080/15572/11682/21844/16590/74053/18186/234776/11491/56320/101565/26564/13542/20430/216739/106298/93759/83431/18519/22240/68732/12396/319974/21812/29819/50884/66713/20429/22416/75974/18189/192167/74055/252838/13508/231225/54214/76709/228550/20616/14362/11423/18442/56226/14297/70083/245886/23965/140570/19353/98733/17755/76089/17760/13047/18844/13837/17096/70237/16885/21821/12361/16412/69981/19735/14056/12323/74006/52513/18011/102774/13169/382056/59041/17356/20266/17762/50769/16150/320840/18643/214459/69871/22418/108100/330914/17973/11352/24136/16400/12561/230872/13640/16001/223255/13803/15461/17295/103199/18039/23969/15387/20393/13660/72844/73178/18845/14086/14348/23999/15507/19876/235072/13838/14360/71900/16975/232906/665113/75769/16974/11908/80913/170731/216344/74117/382253/244058/80987/545156/20698/108686/22359/54198/16971/56699/319740/101314/69601/53872/14226/13857/23789/13690/14366/12801/71461/241514/18846/18003/20720/12877/18708/230598/18212/50791/12305/52906/56430/11858/14810/20222/18606/67095/54712/219103/12484/75788/18760/108672/224617/19268/217715/11538/18223/21809/232944/27279/15194/67784/20361/14828/18759/68743/17242/22339/107746/73710/232560/229715/213084/23854/72722/56717/104215/269878/19205/723951/235611/14265/52822/26563/12168/13048/19283/13631/330863/66515/66573/233489/11785/26395/329165/29875/22415/68169/20320/18222/59002/11603/234695/69710/20482/18208/18015/329795/11504/53404/381644/72162/19230/208727/18761/67287/20354/13430/109880/192176/242687/208647/238276/26396/13844/353047/223593/67414/109905/12492/269254",265
"GO:0006338","GO:0006338","chromatin remodeling","271/7773","489/28891",5.2310087160427e-41,6.54975291827722e-38,2.48201163218926e-38,"20587/18150/75329/192119/66423/30951/74016/26914/19720/70020/170936/29871/16870/66310/21402/207165/69587/17191/239122/217578/67246/93759/21652/12593/18519/68703/17984/80748/107771/105246/13436/29877/67733/404634/321000/70802/70238/116870/231506/20230/140858/17765/110052/22110/225280/71175/19708/13813/75410/65020/235682/21849/102920/58243/93696/214572/30941/19645/18600/101739/67155/63830/29861/22083/252870/75605/77853/208266/16598/14056/319955/53890/14958/66578/73139/15078/14055/69260/57261/66993/93760/76719/17769/194388/170823/20817/19712/17869/56353/14013/18676/22385/17257/67933/70127/14683/56702/53605/76073/51869/170644/68729/109331/53892/67382/320595/54446/237339/109275/21420/231386/233875/107932/14479/381686/52463/15260/116848/15182/18508/67772/20833/57741/234366/17692/15077/76804/17955/104248/217827/14462/243842/18432/16906/74355/22632/56086/107817/223828/69837/22130/101867/104103/69726/22289/71389/55982/233532/21969/70790/71954/245688/268996/56200/18140/214162/51810/15289/331623/21375/72612/225876/12054/12649/13163/11909/56249/17913/239985/12611/93762/20682/20466/12055/330409/235441/212391/233904/329559/50708/13433/53893/20613/227195/23942/52615/20588/12615/224440/235134/209200/228829/319149/16364/15441/104271/74351/14957/16907/13194/67768/320790/81601/105203/57376/101612/19821/69612/68142/212712/22589/320713/319162/77683/30841/21761/80838/17283/66929/108989/16905/80859/18627/231151/16468/15185/11546/244349/20937/11785/15183/107435/72480/106143/228536/12053/226976/101685/81703/71952/83796/16596/52808/70673/68251/15364/54343/11461/50927/15201/14775/433759/208727/213742/75565/109095/234069/244694/56335/13626/226830/18193/225888/71514/14312/68058/77044/193796/12577/21665/83797",271
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","246/7773","428/28891",6.06926911346151e-41,6.54975291827722e-38,2.48201163218926e-38,"71966/14063/18053/72065/319899/110596/100310872/19419/17925/236915/11548/18049/210293/68813/236920/260409/19699/24001/227801/22325/21844/18186/381293/14121/20401/18032/232227/19731/20430/215632/74194/99326/67790/19328/110351/74206/208869/13131/229541/99371/319974/50884/50768/66863/12549/65079/75974/19053/20662/56784/71704/74055/14062/11853/54153/13866/21808/74002/53322/319939/268480/12558/105445/19353/214804/235041/244418/109689/76089/12554/66922/19418/16412/77446/114713/54366/329877/56297/234353/98710/214952/71544/432879/14235/57874/19877/24063/13169/26431/56382/56486/212307/11554/170758/117600/380711/233103/223881/16706/233071/110279/21927/18129/108100/12675/75687/330914/14570/11352/227377/16400/228359/99167/15461/19159/29815/14784/19769/68760/17295/108058/75547/22241/11517/14569/228355/93840/228998/217692/19765/213498/320484/12977/19876/74769/67657/64652/75415/232906/19414/23921/16800/170731/216344/70497/56350/57810/68178/13448/20620/108686/68339/57295/69159/227743/104886/57257/56699/94190/21858/19415/101314/69601/270160/19730/74563/330662/20166/105841/623279/19342/11845/14673/238130/78255/211255/11858/17532/76123/19417/26934/67299/72729/216805/22630/23912/16211/12402/223601/64143/56289/320292/107746/12928/20163/11852/211673/17311/104215/71746/26921/16410/11303/56349/71085/241308/17165/216963/320404/16765/84092/19878/74012/330863/23881/18220/69632/26395/329165/12053/75104/20663/19157/18208/18015/19684/56041/12488/56715/68585/19395/13430/59040/215449/242687/14745/11855/13844/228850/24066/260299/246710/109905/74754/244668/12614",246
"GO:0016055","GO:0016055","Wnt signaling pathway","256/7773","460/28891",3.20862974831705e-39,2.96798251719327e-36,1.12470916441008e-36,"56805/72780/108079/83675/13132/22411/74493/20356/20378/30838/66743/22601/12560/22414/59004/21844/22409/12550/18764/18033/18163/16798/105787/26564/13542/71268/68667/18741/269424/380702/17191/17127/14368/14773/67974/244152/14370/16600/75723/14173/12387/22416/21929/103236/330096/27412/218581/319478/22421/80288/233328/228357/66787/230824/20319/14367/100503386/12316/67122/12006/59036/22422/14362/104318/12558/75607/53614/11798/14183/19353/12447/53883/22417/192199/14783/16842/24117/77578/20729/22083/140577/56297/13726/319998/20473/20437/12022/11984/56274/67916/22420/216795/621976/56515/74996/98170/14634/13489/235497/170758/17869/56332/16825/68010/14365/22418/97064/14180/11352/24136/16400/114604/240756/56458/16348/219134/103583/14735/77938/72357/21416/93687/19273/70433/21951/15182/93840/67772/381259/26941/12443/14682/353310/15248/14462/19277/20668/665113/232341/13649/71890/16974/58231/20969/26401/20042/67457/72043/68339/70122/54198/69217/58198/16646/106042/18647/16971/14371/69601/20677/21803/70790/68031/23802/214498/78560/21833/14366/50523/71461/24088/20439/12054/107515/20682/19164/242939/407821/15229/19211/232334/57265/93960/11820/11538/18230/67943/18121/269523/21983/212398/20377/20379/17242/107746/232560/56736/53627/13194/12995/320587/58799/74775/73181/100201/80707/20680/14184/21885/229473/360216/20479/380718/26563/14042/11865/235542/21888/84092/227210/67087/19664/13205/17847/19042/219158/107934/213326/226154/72114/13393/22415/54624/12234/15364/329795/14296/70495/433759/14369/72345/21887/56484/72125/13144/68889/14160/268980/22410/16469/73668/67020/74256/68775/29811/12614",256
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","251/7773","449/28891",6.38093887892137e-39,5.16457240512698e-36,1.95710112194286e-36,"20587/105837/12545/118454/12753/26914/12914/70385/18764/28000/20913/381293/11491/107503/11792/106052/269424/20184/244281/16600/15468/27214/18767/26951/17685/332110/19650/70799/66671/59126/66131/382985/12534/107976/65964/19708/59036/18817/56190/26931/21853/19645/235041/72772/12571/14841/67155/234779/226419/69754/29861/20133/231600/79263/208266/30949/14056/330177/319955/20473/72400/13555/57261/66993/20135/93760/18854/74370/225182/72611/74996/19360/68592/71375/77011/12572/21385/13871/12021/54394/17257/70127/68067/67177/69274/12298/15902/12366/268930/11787/268697/19355/27103/108058/117229/12190/15574/66209/12237/21380/18795/12122/209334/22137/193838/27354/67278/12443/22591/216965/13649/16906/67849/11651/218793/238271/71878/19651/76843/17120/12043/12578/20460/23834/67991/13872/116733/229543/12144/68193/56317/28010/235559/52206/21803/55982/12193/214498/26427/72290/12034/227331/19186/54601/56453/228361/67045/12054/71449/12649/11909/239985/20466/12055/19357/70681/214444/219103/18004/19211/11820/229776/235661/20588/52679/17535/109019/81702/234736/269582/83383/209200/68612/13383/19192/12579/12444/56289/52563/50875/18426/56150/13194/234854/327799/19052/19130/229841/57376/11920/68142/19891/723951/20479/52468/67153/107995/225160/17283/66442/108989/12905/19054/19361/231724/114714/330216/12236/11785/13205/30963/219158/69957/268465/226591/83796/12575/54624/14451/68251/72584/69109/11461/19684/11504/14199/67490/218294/102423/18761/11799/234069/100683/381921/12581/22410/107047/12795/67941/12952/237877/28036/12450/77044/67141/16319/216190/12577/225372/211651/83797",251
"GO:0198738","GO:0198738","cell-cell signaling by wnt","256/7773","462/28891",8.79087130226531e-39,6.32454352024088e-36,2.3966691234597e-36,"56805/72780/108079/83675/13132/22411/74493/20356/20378/30838/66743/22601/12560/22414/59004/21844/22409/12550/18764/18033/18163/16798/105787/26564/13542/71268/68667/18741/269424/380702/17191/17127/14368/14773/67974/244152/14370/16600/75723/14173/12387/22416/21929/103236/330096/27412/218581/319478/22421/80288/233328/228357/66787/230824/20319/14367/100503386/12316/67122/12006/59036/22422/14362/104318/12558/75607/53614/11798/14183/19353/12447/53883/22417/192199/14783/16842/24117/77578/20729/22083/140577/56297/13726/319998/20473/20437/12022/11984/56274/67916/22420/216795/621976/56515/74996/98170/14634/13489/235497/170758/17869/56332/16825/68010/14365/22418/97064/14180/11352/24136/16400/114604/240756/56458/16348/219134/103583/14735/77938/72357/21416/93687/19273/70433/21951/15182/93840/67772/381259/26941/12443/14682/353310/15248/14462/19277/20668/665113/232341/13649/71890/16974/58231/20969/26401/20042/67457/72043/68339/70122/54198/69217/58198/16646/106042/18647/16971/14371/69601/20677/21803/70790/68031/23802/214498/78560/21833/14366/50523/71461/24088/20439/12054/107515/20682/19164/242939/407821/15229/19211/232334/57265/93960/11820/11538/18230/67943/18121/269523/21983/212398/20377/20379/17242/107746/232560/56736/53627/13194/12995/320587/58799/74775/73181/100201/80707/20680/14184/21885/229473/360216/20479/380718/26563/14042/11865/235542/21888/84092/227210/67087/19664/13205/17847/19042/219158/107934/213326/226154/72114/13393/22415/54624/12234/15364/329795/14296/70495/433759/14369/72345/21887/56484/72125/13144/68889/14160/268980/22410/16469/73668/67020/74256/68775/29811/12614",256
"GO:0007411","GO:0007411","axon guidance","165/7773","252/28891",1.15232153849403e-37,6.78298360158985e-35,2.57039378586563e-35,"353237/18053/231044/20349/17181/13841/210801/20356/20315/105689/19699/13138/399558/214968/12167/17128/107448/58235/18186/22326/108655/11491/14009/16870/13542/20430/11921/20355/19274/13642/13848/14472/230857/22416/65079/13636/104360/11876/58208/13508/11658/13866/21808/18007/22422/73191/114873/140570/19353/18131/18844/13837/22253/19206/319504/14028/225743/77579/230316/13641/22323/14634/170758/52666/20266/14365/22418/18612/17967/12561/16573/13640/11924/18209/11787/53625/18187/20358/70433/93840/12569/18508/20360/18845/30957/14573/19876/13643/108902/14462/13838/16911/19277/13800/20352/232906/545156/237847/68193/16971/13839/16572/22152/13637/20353/223435/18846/21375/270190/107515/14633/15229/54712/384569/12399/20348/11820/12767/54713/67784/20361/16872/18121/22339/238057/11878/20357/73710/107751/26456/269878/108151/235611/13654/12168/14042/16574/12568/22772/76884/13842/12215/11785/107449/18424/107934/12661/22415/20320/14451/211187/11603/18208/18124/53404/230735/226251/16869/20354/117606/68810/13844/14026/17260/170822",165
