annotation,count,percentage
3' UTR,20,1.2610340479192939
5' UTR,4,0.25220680958385877
Distal Intergenic,75,4.7288776796973515
"Exon (ENSMUST00000001513.7/67951, exon 4 of 4)",1,0.06305170239596469
"Exon (ENSMUST00000017961.10/59091, exon 2 of 6)",1,0.06305170239596469
"Exon (ENSMUST00000020287.7/237362, exon 4 of 4)",1,0.06305170239596469
"Exon (ENSMUST00000020449.11/117599, exon 4 of 13)",1,0.06305170239596469
"Exon (ENSMUST00000020552.6/110012, exon 2 of 2)",1,0.06305170239596469
"Exon (ENSMUST00000022550.7/54616, exon 3 of 7)",1,0.06305170239596469
"Exon (ENSMUST00000029371.2/55994, exon 5 of 6)",1,0.06305170239596469
"Exon (ENSMUST00000030376.7/60613, exon 14 of 14)",1,0.06305170239596469
"Exon (ENSMUST00000032571.9/384569, exon 4 of 4)",1,0.06305170239596469
"Exon (ENSMUST00000035208.13/12217, exon 6 of 12)",1,0.06305170239596469
"Exon (ENSMUST00000035499.4/56741, exon 7 of 20)",1,0.06305170239596469
"Exon (ENSMUST00000035939.7/ENSMUST00000035939.7, exon 1 of 1)",1,0.06305170239596469
"Exon (ENSMUST00000036554.13/239273, exon 12 of 31)",1,0.06305170239596469
"Exon (ENSMUST00000036999.9/269713, exon 3 of 16)",1,0.06305170239596469
"Exon (ENSMUST00000037007.3/14027, exon 7 of 22)",1,0.06305170239596469
"Exon (ENSMUST00000040111.9/209683, exon 24 of 24)",1,0.06305170239596469
"Exon (ENSMUST00000041369.7/56468, exon 3 of 3)",1,0.06305170239596469
"Exon (ENSMUST00000044442.9/71461, exon 2 of 20)",1,0.06305170239596469
"Exon (ENSMUST00000046351.6/233067, exon 3 of 3)",1,0.06305170239596469
"Exon (ENSMUST00000046897.12/74735, exon 6 of 6)",1,0.06305170239596469
"Exon (ENSMUST00000048935.5/240590, exon 2 of 2)",1,0.06305170239596469
"Exon (ENSMUST00000049156.6/74347, exon 5 of 8)",1,0.06305170239596469
"Exon (ENSMUST00000049927.5/ENSMUST00000049927.5, exon 1 of 3)",1,0.06305170239596469
"Exon (ENSMUST00000054449.13/18810, exon 28 of 33)",1,0.06305170239596469
"Exon (ENSMUST00000054449.13/18810, exon 32 of 33)",1,0.06305170239596469
"Exon (ENSMUST00000054920.4/329828, exon 2 of 2)",1,0.06305170239596469
"Exon (ENSMUST00000055221.8/210741, exon 2 of 2)",1,0.06305170239596469
"Exon (ENSMUST00000055341.6/328232, exon 2 of 2)",2,0.12610340479192939
"Exon (ENSMUST00000061390.8/243853, exon 3 of 3)",1,0.06305170239596469
"Exon (ENSMUST00000061427.9/330119, exon 20 of 22)",1,0.06305170239596469
"Exon (ENSMUST00000067444.9/14580, exon 5 of 9)",1,0.06305170239596469
"Exon (ENSMUST00000067841.7/16370, exon 1 of 2)",1,0.06305170239596469
"Exon (ENSMUST00000070864.13/12287, exon 19 of 46)",1,0.06305170239596469
"Exon (ENSMUST00000078508.6/170574, exon 2 of 2)",1,0.06305170239596469
"Exon (ENSMUST00000078886.9/56381, exon 11 of 15)",2,0.12610340479192939
"Exon (ENSMUST00000082209.12/20273, exon 27 of 27)",2,0.12610340479192939
"Exon (ENSMUST00000086195.6/100503355, exon 2 of 2)",1,0.06305170239596469
"Exon (ENSMUST00000088677.4/15552, exon 2 of 2)",1,0.06305170239596469
"Exon (ENSMUST00000088904.9/227357, exon 9 of 9)",1,0.06305170239596469
"Exon (ENSMUST00000090247.6/223435, exon 35 of 57)",1,0.06305170239596469
"Exon (ENSMUST00000093299.12/114716, exon 7 of 7)",1,0.06305170239596469
"Exon (ENSMUST00000094103.3/54710, exon 2 of 2)",1,0.06305170239596469
"Exon (ENSMUST00000094337.1/435653, exon 5 of 6)",1,0.06305170239596469
"Exon (ENSMUST00000109013.8/71774, exon 2 of 8)",1,0.06305170239596469
"Exon (ENSMUST00000112107.7/17318, exon 7 of 10)",1,0.06305170239596469
"Exon (ENSMUST00000112107.7/17318, exon 9 of 10)",1,0.06305170239596469
"Exon (ENSMUST00000113055.8/27428, exon 5 of 11)",1,0.06305170239596469
