"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045165","GO:0045165","cell fate commitment","33/784","307/28891",2.15370937432214e-11,7.50690082609105e-08,5.91548257618673e-08,"11921/22421/21808/19206/16542/22420/14461/50523/20377/14912/14042/15396/21380/19130/18740/22409/21385/15375/22422/14843/19401/13592/11878/13389/17292/12677/110147/18119/103551/69743/207920/18509/18091",33
"GO:0007389","GO:0007389","pattern specification process","43/784","498/28891",3.10138435285728e-11,7.50690082609105e-08,5.91548257618673e-08,"13542/18741/22421/233651/19378/19206/22420/15402/68897/106042/53883/18423/18121/20377/14042/17268/15396/21380/320145/16869/329795/13865/21385/15375/16848/72475/22422/14843/15258/13389/16371/230824/30841/17292/14106/18119/18530/15395/11695/13797/18509/15433/18091",43
"GO:0048562","GO:0048562","embryonic organ morphogenesis","34/784","335/28891",5.19031595338702e-11,8.37543984344886e-08,6.59989649651739e-08,"13542/11921/18741/21808/19378/504186/19662/18109/14180/15402/14461/17150/18423/18121/15396/21380/19130/18124/16869/13844/21385/17910/15258/224796/320790/230824/30841/17292/14106/18119/15373/11695/110253/18091",34
"GO:0050767","GO:0050767","regulation of neurogenesis","42/784","494/28891",8.56440499387396e-11,1.0365071143836e-07,8.16773781521032e-08,"11921/22421/98733/16542/18109/18039/17196/14461/67784/14061/18121/14056/21844/14912/52822/19130/66515/13844/22422/76965/12032/18755/14843/14254/13389/320790/67095/18844/13048/22326/15114/12677/330938/13385/140570/16878/18420/19280/69743/21752/65086/14580",42
"GO:0048736","GO:0048736","appendage development","26/784","211/28891",1.46826787204702e-10,1.12187912823961e-07,8.84047437075927e-08,"18741/22421/21808/19378/19206/99377/18109/14180/192897/106042/18121/12845/58198/14042/15396/320145/18740/21385/16403/245944/19401/320790/15395/11695/73016/15433",26
"GO:0060173","GO:0060173","limb development","26/784","211/28891",1.46826787204702e-10,1.12187912823961e-07,8.84047437075927e-08,"18741/22421/21808/19378/19206/99377/18109/14180/192897/106042/18121/12845/58198/14042/15396/320145/18740/21385/16403/245944/19401/320790/15395/11695/73016/15433",26
"GO:0030900","GO:0030900","forebrain development","38/784","425/28891",1.62221728933634e-10,1.12187912823961e-07,8.84047437075927e-08,"11921/18741/77630/22421/16485/19378/30928/14461/18423/16875/18121/69601/58198/14042/668303/19130/18124/16869/13844/18740/13865/16560/110648/22422/12032/269295/14843/11878/320790/30841/18844/15114/330938/12570/18420/19280/11922/13797",38
"GO:0001654","GO:0001654","eye development","38/784","428/28891",1.98681129379984e-10,1.20226918416063e-07,9.47395280096137e-08,"18741/74206/21808/19378/16542/19662/14180/106042/17150/232946/17268/19130/224273/16869/13844/11830/21385/26889/14688/210992/14107/19401/14254/15258/243853/320790/230824/387178/30841/22326/12677/16878/26401/13078/108013/69743/50933/114716",38
"GO:0150063","GO:0150063","visual system development","38/784","431/28891",2.42837750891832e-10,1.22181895002476e-07,9.62800612072263e-08,"18741/74206/21808/19378/16542/19662/14180/106042/17150/232946/17268/19130/224273/16869/13844/11830/21385/26889/14688/210992/14107/19401/14254/15258/243853/320790/230824/387178/30841/22326/12677/16878/26401/13078/108013/69743/50933/114716",38
"GO:0060562","GO:0060562","epithelial tube morphogenesis","36/784","395/28891",2.91574349104371e-10,1.22181895002476e-07,9.62800612072263e-08,"13542/18741/233651/21808/19378/19206/16542/99377/22420/18109/15402/106042/67784/18121/20377/58198/14042/15396/21380/16869/329795/21385/15375/19401/14254/16371/230824/30841/17292/14106/140570/18119/21923/54710/207920/18091",36
