"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","119/3371","428/28891",4.5014485452986e-20,2.82420881732034e-16,1.67311734878414e-16,"17925/11548/210293/68813/260409/24001/227801/22325/21844/18186/18032/232227/19731/20430/74194/99326/19328/13131/229541/99371/319974/50884/50768/66863/12549/19053/20662/56784/71704/74055/14062/54153/13866/21808/74002/53322/268480/12558/105445/19353/214804/235041/244418/76089/12554/66922/19418/16412/77446/18053/54366/329877/56297/234353/98710/71544/432879/14235/57874/19877/24063/13169/26431/56382/56486/212307/11554/170758/117600/380711/233103/16706/233071/110279/21927/18129/108100/12675/330914/11352/227377/228359/99167/15461/19159/29815/14784/19769/68760/108058/75547/22241/14569/228355/93840/217692/19765/213498/19876/74769/67657/64652/75415/232906/19414/16800/170731/216344/70497/56350/57810/68178/13448/20620/108686/74206/68339/57295/227743",119
"GO:0030900","GO:0030900","forebrain development","116/3371","425/28891",6.44205695096848e-19,2.02087326551881e-15,1.19720542599314e-15,"192119/20356/16568/67703/13046/18186/15251/18032/107503/56217/244152/83431/13131/18991/12387/235439/50768/22773/22594/242620/246179/18012/252838/18507/12316/268882/15452/18420/22422/12558/73191/14183/19353/13797/67269/76089/16795/16777/18844/13488/21821/329628/18227/22421/319565/13392/20473/19091/13555/20185/77579/18994/93760/102774/18131/15904/11783/14634/110350/13489/71877/13865/226407/170758/20481/17356/668303/58234/65100/14013/22417/22418/17967/218772/72129/11924/15902/209012/13175/327826/15387/18795/18187/21416/22174/70433/15182/12569/18508/233552/67749/67378/30957/239719/15495/19876/16565/14682/75717/30928/14360/57752/16975/232906/14359/13649/13869/81907/20460/57810/19823/328365/22771/58208/15205/19280",116
"GO:0006260","GO:0006260","DNA replication","84/3371","276/28891",4.10277334576292e-17,8.34327746098212e-14,4.94272313721253e-14,"12545/170472/18032/269424/12428/216049/217578/19691/27214/381760/21376/22427/17219/18974/14084/56878/218914/19076/66131/382985/225280/12534/71735/226153/18973/21853/19353/93696/12447/12448/69928/21749/20133/71567/22036/19687/66404/16881/225182/19360/77011/67444/622408/18393/71988/69237/21927/12021/67177/665775/15461/57753/29815/72107/14198/109275/12190/212377/319583/18972/233875/27015/209334/13560/20833/66979/16476/27354/20892/56626/11545/382207/13649/56045/22632/11908/16332/19290/76843/15903/23834/22130/108686/26398",84
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","117/3371","454/28891",5.31927157219134e-17,8.34327746098212e-14,4.94272313721253e-14,"12545/12914/104394/70385/380694/18764/11491/16798/18032/269424/20184/12428/67974/244281/448987/15468/27214/18767/26951/75770/226026/106795/66197/76707/12445/66671/59126/382985/12534/107976/19708/18817/56190/18973/26931/78832/12447/19645/235041/12448/72772/12571/14841/67155/20133/100088/16412/231600/30949/14056/330177/14235/72400/13555/68431/57261/66993/20135/93760/74370/15904/225182/72611/74996/19360/68592/71375/77011/29861/12572/17869/12021/54394/17257/70127/68067/69274/12298/15902/56469/53892/12366/320595/268697/108058/228714/15574/66209/12237/18795/12122/209334/22137/50850/27354/68953/59046/218630/22591/216965/13649/16906/218793/19651/18018/76843/17120/12578/20460/23834/13872/67991/16600/20620/237459/116733/229543",117
"GO:0001822","GO:0001822","kidney development","95/3371","336/28891",8.07974119322404e-17,8.49739790490747e-14,5.03402714665844e-14,"11677/13841/16194/22601/16568/17128/15478/67703/18764/18186/12161/14787/17127/17130/13642/66333/242316/12387/21812/269152/75691/17300/74055/23948/20471/382985/235320/14048/16372/21808/231470/22422/242022/60595/21853/14183/74533/235041/13047/214133/19126/12879/26920/18595/21821/329628/54710/19206/12705/30953/22666/13003/17129/24063/18131/14634/110350/22431/17869/22417/22418/68318/97064/18129/94192/16449/218772/18590/107587/15902/16348/11481/218476/73230/20397/93840/15213/20472/83396/14573/103468/14118/19876/12359/14462/13838/19277/13869/15903/107817/56350/22411/72043/15205/19401",95
"GO:0072001","GO:0072001","renal system development","98/3371","352/28891",8.12629700819968e-17,8.49739790490747e-14,5.03402714665844e-14,"11677/13841/16194/22601/16568/17128/15478/67703/18764/18186/12161/14787/17127/17130/13642/66333/242316/12387/21812/269152/75691/17300/74055/23948/20471/382985/235320/14048/16372/21808/231470/22422/242022/60595/21853/14183/74533/235041/13797/13047/214133/19126/12879/26920/18595/21821/329628/54710/19206/12705/30953/22666/13003/17129/24063/18131/14634/110350/22431/17869/14013/22417/22418/68318/97064/18129/94192/16449/218772/18590/107587/15902/16348/11481/20846/218476/73230/20397/93840/15213/20472/83396/14573/103468/14118/19876/12359/14462/13838/19277/13869/15903/107817/56350/22411/72043/15205/19401",98
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","92/3371","321/28891",9.65130279372578e-17,8.65032481826222e-14,5.12462408490913e-14,"12545/74493/224008/101540/16009/18861/106052/18752/20184/12428/217578/93759/12464/27214/12387/381760/22427/66713/17685/12461/22594/70238/14084/252838/11991/19076/225280/12534/107976/18950/14048/73747/19708/72836/21849/72544/21853/19353/21749/11692/67155/26413/252870/14051/54418/107823/319955/14235/66993/93760/170787/19360/22431/14050/29861/30951/57321/17869/15384/18643/21927/12468/17257/70127/68067/67177/21748/15461/29815/226151/72107/108058/109275/233875/17350/216869/21951/16476/27354/67278/11545/71991/104479/13649/22042/74355/71890/22632/11908/18018/16600/26398",92
"GO:0060485","GO:0060485","mesenchyme development","90/3371","316/28891",3.18396054077429e-16,2.49702105410224e-13,1.47928482493079e-13,"192119/21814/13132/20356/22601/214968/17128/21844/18186/15251/15376/19058/16401/242509/17127/13082/12387/21812/50884/231858/22773/17300/76707/20471/80288/20319/21808/22422/12558/21849/14183/26413/15214/13837/15110/21677/67040/13731/14056/114716/17684/19877/24063/13641/22431/246154/21385/17869/65100/15384/384009/68010/22417/22418/97064/18132/16449/666794/17967/240756/208177/11490/21380/18187/20358/21416/171463/15182/93840/18508/15213/20472/20360/15402/83395/102693/14573/19876/353310/14462/13838/20352/71890/12006/13869/71878/18018/226352/22411/15205",90
"GO:0050767","GO:0050767","regulation of neurogenesis","122/3371","494/28891",3.83137903044546e-16,2.67089689300165e-13,1.582292322398e-13,"192119/13841/20356/24001/22601/214968/21844/16590/28000/74053/18186/69743/15251/12306/107503/20430/12385/18742/239667/216049/83431/13131/20585/12387/103743/66713/30948/242620/22326/13508/54214/12316/20616/18420/22422/14297/70083/245886/73191/140570/79362/98733/19645/17755/76089/17760/13047/15214/18844/17096/16885/22421/12361/16412/56381/13392/14056/74006/17190/225908/13555/13003/66993/22629/13169/15904/14634/13489/59041/20481/17356/58234/19712/17762/17869/14365/22418/18129/108100/17257/104015/330914/53605/22129/12561/15902/14375/50849/16542/22241/319583/73940/20358/70433/15182/18508/15213/20393/20360/18845/23999/18109/19876/20666/13838/20352/16975/14359/16800/665113/13649/170731/19697/216344/74117/382253/57810/56711/78748/15205/29869/19280",122
"GO:0043434","GO:0043434","response to peptide hormone","104/3371","396/28891",7.35391823993807e-16,4.61384830373714e-13,2.73333529528646e-13,"20525/21814/18751/66445/21906/56017/231070/23797/19267/20913/54721/210789/320528/105787/20430/19013/93759/83431/12333/18519/12387/16324/20662/18805/12445/68922/16956/53322/16367/12349/14678/102193/13033/19353/19645/64899/63873/50880/11747/16362/235344/26413/17918/216233/224045/18227/16337/13688/20850/329877/13667/12705/210973/12927/19877/56278/50915/229877/74142/213053/53610/384783/16150/18806/12675/14683/98496/17978/17973/320706/18799/233410/27273/67092/19325/18718/15461/56458/29815/14784/19255/20846/237542/15387/18795/11512/21406/20393/67749/20787/26569/18746/11545/20383/16332/19062/170731/19697/110355/22433/14600/228775/229709/110784",104
