"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1990778","GO:1990778","protein localization to cell periphery","55/1442","400/28891",1.047804830678e-11,5.90752363536257e-08,4.2375433257525e-08,"26422/13132/26425/18441/242274/14677/105504/234678/74053/12306/668212/56217/13822/19328/230500/76742/67451/11931/74998/213056/74105/16553/73340/18189/71648/54189/58998/19340/54214/53620/13866/80291/22319/18817/225049/107975/93835/12558/102193/19353/12296/20742/76089/23888/16795/217371/17918/226422/13837/260302/235574/72585/12520/12361/16412",55
"GO:0001822","GO:0001822","kidney development","47/1442","336/28891",1.84532885346962e-10,5.20198203793087e-07,3.73144918685805e-07,"11677/13841/16194/22601/16568/17128/15478/67703/18764/18186/12161/14787/17127/17130/13642/66333/242316/12387/21812/269152/75691/17300/74055/23948/20471/382985/235320/14048/16372/21808/231470/22422/242022/60595/21853/14183/74533/235041/13047/214133/19126/12879/26920/18595/21821/329628/54710",47
"GO:0072001","GO:0072001","renal system development","48/1442","352/28891",2.86502008827018e-10,5.38432775255576e-07,3.86224813302948e-07,"11677/13841/16194/22601/16568/17128/15478/67703/18764/18186/12161/14787/17127/17130/13642/66333/242316/12387/21812/269152/75691/17300/74055/23948/20471/382985/235320/14048/16372/21808/231470/22422/242022/60595/21853/14183/74533/235041/13797/13047/214133/19126/12879/26920/18595/21821/329628/54710",48
"GO:0072659","GO:0072659","protein localization to plasma membrane","44/1442","315/28891",7.3043410475321e-10,1.02954687064965e-06,7.38507323805745e-07,"13132/18441/242274/105504/234678/74053/12306/668212/56217/19328/76742/67451/11931/74998/213056/74105/16553/18189/71648/58998/19340/54214/53620/80291/22319/225049/107975/93835/12558/102193/19353/12296/20742/76089/16795/217371/17918/13837/260302/235574/72585/12520/12361/16412",44
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","44/1442","321/28891",1.33207730087767e-09,1.50205036446966e-06,1.07744020841516e-06,"12545/74493/224008/101540/16009/18861/106052/18752/20184/12428/217578/93759/12464/27214/12387/381760/22427/66713/17685/12461/22594/70238/14084/252838/11991/19076/225280/12534/107976/18950/14048/73747/19708/72836/21849/72544/21853/19353/21749/11692/67155/26413/252870/14051",44
"GO:0006892","GO:0006892","post-Golgi vesicle-mediated transport","22/1442","99/28891",2.78093349270496e-09,2.61315050531176e-06,1.87444675069692e-06,"26422/102058/105504/234678/99371/74105/16553/71648/54189/78287/54214/53620/22319/93835/107371/20742/320615/17918/16558/260302/235574/70829",22
"GO:0006893","GO:0006893","Golgi to plasma membrane transport","17/1442","60/28891",3.38402467937259e-09,2.7255901631861e-06,1.95510117566158e-06,"102058/105504/234678/99371/74105/16553/71648/54189/54214/53620/22319/93835/107371/20742/260302/235574/70829",17
"GO:0031346","GO:0031346","positive regulation of cell projection organization","54/1442","463/28891",7.04796196547537e-09,4.52513036070943e-06,3.24593469984609e-06,"16570/20356/260409/11881/242274/53860/24001/21844/16590/74053/18186/11491/101565/26564/20430/106298/93759/83431/18519/22240/68732/12396/319974/21812/50884/66713/18189/192167/74055/252838/13508/231225/54214/20616/14362/18442/14297/70083/245886/23965/140570/19353/98733/17755/76089/17760/13047/18844/13837/17096/16885/21821/12361/16412",54
"GO:0110053","GO:0110053","regulation of actin filament organization","39/1442","280/28891",7.22351423312963e-09,4.52513036070943e-06,3.24593469984609e-06,"230837/20356/260409/104027/19720/18186/16798/20430/11840/14787/11856/56363/17127/14489/18645/225288/12333/68732/13717/21812/50884/50768/236266/30948/50876/76707/224105/230101/320472/207495/19353/235041/245880/52428/20742/16885/19240/20741/320827",39
"GO:0032970","GO:0032970","regulation of actin filament-based process","49/1442","402/28891",8.41909887133969e-09,4.74668794366132e-06,3.40486082775654e-06,"230837/20356/260409/104027/17128/19720/18186/16798/20430/11840/68667/14787/11856/56363/17127/14489/109552/18645/225288/12333/68732/20271/67451/13717/21812/50884/100986/50768/236266/30948/50876/76707/230824/224105/21808/230101/320472/207495/19353/235041/245880/52428/20742/544963/13837/16885/19240/20741/320827",49
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","48/1442","393/28891",1.11736684642873e-08,5.72701298196832e-06,4.10806069280303e-06,"230837/20356/260409/104027/17128/19720/18186/16798/20430/11840/14787/11856/56363/17127/68041/14489/18645/225288/12333/68732/13717/21812/29877/50884/100986/50768/236266/30948/50876/76707/224105/230101/320472/207495/19353/19645/235041/245880/52428/63873/17755/20742/208158/83679/16885/19240/20741/320827",48
