"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006338","GO:0006338","chromatin remodeling","74/1134","489/28891",1.54228354936675e-23,8.25275927266147e-20,5.81197379656101e-20,"81898/227195/15078/268281/67933/53605/12566/216850/22059/18432/17913/52615/68729/74026/12189/20682/15081/30951/81703/22632/260423/319151/50709/18676/223499/51812/83797/12053/74112/224440/110749/13548/14312/73473/225888/81601/19708/64707/77683/140858/56086/107435/228536/68142/329559/14683/15191/67628/50927/231151/30841/77045/14056/214899/107932/243842/12611/56632/12055/233904/234069/244349/622675/20586/235134/12649/21761/20588/15185/70252/78878/20591/52808/245688",74
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","61/1134","449/28891",2.82459688449549e-17,6.95973965811723e-14,4.90136973434571e-14,"227292/20479/19130/12534/12696/12952/12905/17246/69917/12566/13649/68067/19052/22059/83560/12189/12192/219158/19357/83797/83383/13383/26416/53817/225160/225372/52004/19708/18761/74268/76464/68142/53317/67628/16600/12578/12579/18392/12795/107995/19891/11787/433938/77045/14056/22591/17193/68077/13871/20133/12055/234069/234736/76454/67177/20586/12649/20588/69274/19054/13205",61
"GO:0072594","GO:0072594","establishment of protein localization to organelle","61/1134","452/28891",3.90192841980036e-17,6.95973965811723e-14,4.90136973434571e-14,"19386/12534/12461/103468/69917/22433/20787/216853/22059/18015/68729/12189/17762/15239/93757/24067/18035/218210/218544/69089/70572/22631/68653/209018/16646/26416/12631/271564/16452/70769/18761/69482/56428/18633/12953/228607/67890/16649/54673/12578/16650/170731/73078/66169/66661/231430/75387/19384/320938/53421/170770/12028/18709/622675/212999/497652/17999/83946/104831/192176/245474",61
"GO:0034504","GO:0034504","protein localization to nucleus","50/1134","335/28891",4.70960619380688e-16,6.30027568576515e-13,4.43694478258648e-13,"59014/19386/12534/17246/103468/16886/22433/216805/216853/22059/18015/66612/12189/20682/18035/218210/19056/70572/22631/51812/16646/338467/224647/26416/12631/16452/70769/18761/69482/12953/228607/67890/13175/16649/53317/15191/12578/16451/16650/57320/19384/320938/68077/18709/212999/382030/107566/83946/192176/382253",50
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","50/1134","343/28891",1.2459891573837e-15,1.33345759623204e-12,9.39082354407084e-13,"227292/20479/12534/12905/17246/69917/12566/13649/68067/19052/22059/83560/12189/12192/19357/83797/83383/13383/52004/19708/18761/74268/76464/68142/53317/67628/16600/12578/12579/18392/12795/107995/19891/77045/14056/22591/17193/68077/13871/20133/12055/234069/234736/76454/20586/12649/20588/69274/19054/13205",50
"GO:0006260","GO:0006260","DNA replication","44/1134","276/28891",2.39895810736891e-15,2.13947080542184e-12,1.50671403936504e-12,"17215/227195/66262/98415/19714/12534/12566/18972/13649/26398/22059/12189/50776/97827/22632/26419/72960/51812/110749/13560/225160/26447/70024/68142/56045/16476/18027/18392/50927/19891/15903/71521/12447/18971/18975/20133/19647/319583/14182/234736/67177/235134/52808/245688",44
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","58/1134","454/28891",2.84894786110266e-15,2.17781714353719e-12,1.53371929966128e-12,"227292/20479/12534/12905/17246/69917/12566/13649/68067/19052/22059/83560/12189/12192/105513/27401/19357/83797/83383/13383/52004/19708/18761/67857/74268/76464/68142/53317/67628/16600/12578/12579/18027/18392/50927/12795/107995/100088/19891/12453/77045/14056/22591/17193/68077/13871/12447/20133/12055/234069/234736/76454/20586/12649/20588/69274/19054/13205",58
"GO:0045786","GO:0045786","negative regulation of cell cycle","52/1134","400/28891",3.91835946324542e-14,2.62089268597828e-11,1.84575353663402e-11,"227292/19130/52477/12534/12952/12905/12226/17246/69917/13649/68067/22059/216964/68729/83560/12189/12192/66854/219158/19357/15370/83383/13383/26416/53817/225160/225372/52004/225849/74268/76464/16600/12578/12579/18392/12795/107995/19891/170731/14184/11787/14056/22591/17193/68077/234069/234736/76454/67177/12649/69274/19054",52
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","40/1134","271/28891",5.89068044272611e-13,3.50233678322527e-10,2.4665071327438e-10,"227292/19130/12534/12952/12905/17246/69917/68067/22059/83560/12189/12192/219158/19357/13383/26416/53817/225160/225372/52004/74268/76464/16600/12579/18392/12795/107995/19891/11787/14056/22591/17193/68077/234069/234736/76454/67177/12649/69274/19054",40
"GO:0018205","GO:0018205","peptidyl-lysine modification","36/1134","227/28891",9.70993129045197e-13,5.19578423352085e-10,3.65911094945453e-10,"98403/81898/67099/13654/80886/18432/17913/52615/74026/66180/12189/12418/50709/20677/328365/51812/224440/13653/225888/81601/64707/77683/140858/107435/12578/57320/75387/26433/14056/66277/233904/244349/20586/21761/15185/237107",36
"GO:0010948","GO:0010948","negative regulation of cell cycle process","43/1134","314/28891",1.09065272851119e-12,5.3055297729667e-10,3.73639882111967e-10,"227292/19130/12534/12952/12905/17246/69917/68067/22059/68729/83560/12189/12192/219158/19357/13383/26416/53817/225160/225372/52004/225849/74268/76464/16600/12579/18392/12795/107995/19891/14184/11787/14056/22591/17193/68077/234069/234736/76454/67177/12649/69274/19054",43
"GO:0098727","GO:0098727","maintenance of cell number","35/1134","218/28891",1.39094228167961e-12,6.20244345772301e-10,4.36804681439738e-10,"19130/20682/69792/20677/26419/83797/15205/13388/21678/19708/225895/210529/16600/12578/230594/20481/14184/30841/77045/14056/243842/21676/12055/233904/319583/244329/244349/14182/20586/20588/26896/20843/24061/245688/170942",35
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","36/1134","233/28891",2.14520248628433e-12,8.82998346469803e-10,6.2184817011319e-10,"227292/12534/12905/17246/12566/13649/19052/22059/27401/83797/13383/52004/19708/67857/68142/53317/67628/16600/12578/12579/50927/12795/100088/19891/77045/14056/12447/20133/12055/234736/76454/20586/20588/69274/19054/13205",36
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","38/1134","260/28891",3.03432939171805e-12,1.15976404107738e-09,8.16759340026362e-10,"227292/12534/12696/12905/17246/12566/13649/19052/22059/27401/83797/13383/52004/19708/67857/68142/53317/67628/16600/12578/12579/50927/12795/100088/19891/433938/77045/14056/12447/20133/12055/234736/76454/20586/20588/69274/19054/13205",38
"GO:0019827","GO:0019827","stem cell population maintenance","34/1134","213/28891",3.43076677868365e-12,1.22386886884908e-09,8.619049170307e-10,"19130/20682/69792/20677/26419/83797/15205/13388/21678/19708/225895/210529/16600/12578/230594/20481/14184/30841/77045/243842/21676/12055/233904/319583/244329/244349/14182/20586/20588/26896/20843/24061/245688/170942",34
"GO:0006913","GO:0006913","nucleocytoplasmic transport","45/1134","359/28891",7.30372073151486e-12,2.2469404862074e-09,1.58239914637156e-09,"19250/19386/13654/12534/17246/103468/22433/22059/18015/12189/18035/218210/70572/19082/16646/26416/53817/225160/73473/72124/12631/16452/70769/18761/69482/12953/228607/67890/16649/67628/12578/17149/16650/57320/19384/320938/54563/70686/234069/18709/212999/11737/17999/83946/192176",45
