annotation,count,percentage
3' UTR,3,0.3194888178913738
5' UTR,1,0.10649627263045794
Distal Intergenic,22,2.3429179978700745
"Exon (ENSMUST00000006071.13/18423, exon 5 of 5)",1,0.10649627263045794
"Exon (ENSMUST00000051089.3/ENSMUST00000051089.3, exon 2 of 2)",1,0.10649627263045794
"Exon (ENSMUST00000130746.1/ENSMUST00000130746.1, exon 1 of 2)",1,0.10649627263045794
"Exon (ENSMUST00000147959.1/665635, exon 2 of 2)",1,0.10649627263045794
"Exon (ENSMUST00000156803.8/ENSMUST00000156803.8, exon 1 of 6)",1,0.10649627263045794
"Exon (ENSMUST00000193194.1/ENSMUST00000193194.1, exon 1 of 1)",1,0.10649627263045794
"Exon (ENSMUST00000211227.1/69217, exon 8 of 16)",1,0.10649627263045794
"Exon (ENSMUST00000220827.1/ENSMUST00000220827.1, exon 1 of 4)",1,0.10649627263045794
"Intron (ENSMUST00000000127.5/22415, intron 2 of 4)",1,0.10649627263045794
"Intron (ENSMUST00000105682.8/68703, intron 1 of 22)",1,0.10649627263045794
"Intron (ENSMUST00000180921.1/320614, intron 1 of 2)",1,0.10649627263045794
"Intron (ENSMUST00000181660.7/66297, intron 1 of 3)",1,0.10649627263045794
"Intron (ENSMUST00000203619.2/18488, intron 1 of 22)",1,0.10649627263045794
"Intron (ENSMUST00000210378.1/ENSMUST00000210378.1, intron 3 of 7)",1,0.10649627263045794
Promoter (1-2kb),1,0.10649627263045794
Promoter (2-3kb),2,0.21299254526091588
Promoter (<=1kb),896,95.42066027689032
