"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006338","GO:0006338","chromatin remodeling","72/1065","489/28891",8.37362992677432e-24,4.44807221710252e-20,3.19608232784039e-20,"81898/227195/18627/15078/268281/53605/12566/216850/22059/18432/17913/52615/68729/74026/20918/12189/20682/15081/30951/22632/319151/18676/223499/328572/51812/83797/15260/12053/74112/224440/110749/13548/14312/73473/14815/225888/81601/19708/64707/77683/140858/56086/107435/228536/68142/15191/67628/15441/231151/30841/14056/214899/107932/243842/20924/56632/13626/233904/234069/244349/622675/20586/235134/12649/21761/15185/15161/70252/78878/20591/52808/245688",72
"GO:0072594","GO:0072594","establishment of protein localization to organelle","59/1065","452/28891",3.54207260186208e-17,9.40774483054568e-14,6.75976592334311e-14,"19386/12534/103468/69917/22433/22059/18015/68729/12189/15239/93757/24067/18035/218544/72993/69089/70572/22631/328572/68653/16646/26416/12631/271564/16452/70769/69482/56428/18633/12953/228607/67145/13605/67890/16649/54673/433693/12578/16650/170731/73078/66169/66661/231430/19384/320938/53421/170770/12028/18709/622675/212999/64209/497652/17999/83946/104831/192176/245474",59
"GO:0006260","GO:0006260","DNA replication","41/1065","276/28891",3.12362857410819e-14,5.53090499522091e-11,3.97413235428642e-11,"17215/227195/66262/98415/19714/12534/12566/18972/68964/22059/12189/50776/97827/22632/26419/72960/51812/110749/13560/225160/26447/70024/68142/56045/18028/16476/18027/18392/19891/15903/71521/12447/18971/18975/20133/19647/234736/67177/235134/52808/245688",41
"GO:0034504","GO:0034504","protein localization to nucleus","45/1065","335/28891",7.30805823113112e-14,9.70510133094213e-11,6.97342609107406e-11,"19386/12534/103468/16886/22433/216805/22059/18015/66612/12189/20682/18035/19056/72993/70572/22631/328572/51812/16646/338467/224647/26416/12631/16452/70769/69482/12953/228607/13605/67890/16649/53317/15191/433693/12578/16451/16650/19384/320938/68077/18709/212999/382030/83946/192176",45
"GO:0016570","GO:0016570","histone modification","30/1065","164/28891",3.66741902353855e-13,3.89626597060736e-10,2.79959186933701e-10,"81898/22433/22210/216850/18432/17913/52615/74026/12189/217218/328572/51812/74112/225888/81601/64707/77683/140858/107435/81004/14056/13626/233904/244349/20586/21761/15185/15161/21372/245688",30
"GO:0051170","GO:0051170","import into nucleus","31/1065","187/28891",2.26833883779834e-12,2.00823598439747e-09,1.4429818641854e-09,"19386/12534/103468/22433/22059/18015/12189/18035/72993/70572/328572/19082/16646/26416/12631/16452/70769/69482/12953/228607/13605/67890/16649/433693/16650/19384/320938/18709/212999/83946/192176",31
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","50/1065","449/28891",4.29691195477221e-12,2.63287537991806e-09,1.89180527258697e-09,"20479/19130/12534/12696/12952/69917/12566/68067/19052/68964/22059/12189/12192/72993/219158/19357/83797/83383/26416/225160/225372/52004/19708/26427/68142/71878/53317/67628/12578/12579/18392/12795/107995/19891/433938/100683/14056/22591/17193/68077/13871/20133/234069/234736/67177/20586/12649/12530/69274/13205",50
"GO:0016236","GO:0016236","macroautophagy","37/1065","268/28891",5.3143330617302e-12,2.63287537991806e-09,1.89180527258697e-09,"20479/11793/12952/74302/22333/73158/22059/14387/217893/105513/223649/74374/50873/224647/54197/72238/225020/67064/100502841/76308/329015/209478/53611/68728/67890/54673/214063/170731/66169/11938/20924/73683/11739/56367/18475/15185/59026",37
"GO:0034248","GO:0034248","regulation of amide metabolic process","52/1065","482/28891",5.36238237018916e-12,2.63287537991806e-09,1.89180527258697e-09,"18627/66084/12696/104625/73158/22059/67493/66612/20918/15114/69674/217331/19878/12192/68581/20677/75420/218506/67630/75901/68036/53357/328572/207214/74112/56716/224907/70640/19045/66704/208922/70769/22352/53872/50911/210529/72201/17149/230594/22393/11991/56334/15467/21841/56632/27050/55992/214627/234734/24127/15983/13205",52
"GO:1901873","GO:1901873","regulation of post-translational protein modification","39/1065","295/28891",5.58480899249878e-12,2.63287537991806e-09,1.89180527258697e-09,"81898/18627/11793/12952/22433/22210/216805/22187/18432/17913/12189/217410/20677/12328/105171/26419/27401/328572/51812/50873/68767/18754/13653/77683/140858/21353/12578/107995/14184/22393/68077/13626/27050/64209/66855/93836/13205/15161/59026",39
"GO:0040029","GO:0040029","epigenetic regulation of gene expression","34/1065","230/28891",5.59966383068459e-12,2.63287537991806e-09,1.89180527258697e-09,"15078/12566/22059/52615/68729/74026/20918/12189/15081/30951/18676/223499/328572/51812/83797/12053/13548/14815/64707/77683/140858/107435/228536/14056/214899/56632/13626/233904/20586/12649/15185/15161/70252/78878",34
"GO:0006606","GO:0006606","protein import into nucleus","30/1065","182/28891",5.94776064740525e-12,2.63287537991806e-09,1.89180527258697e-09,"19386/12534/103468/22433/22059/18015/12189/18035/72993/70572/328572/16646/26416/12631/16452/70769/69482/12953/228607/13605/67890/16649/433693/16650/19384/320938/18709/212999/83946/192176",30
"GO:0006913","GO:0006913","nucleocytoplasmic transport","43/1065","359/28891",1.28452344823312e-11,4.87384896929597e-09,3.50201655886715e-09,"19386/13654/12534/103468/22433/22059/18015/12189/18035/72993/70572/328572/19082/16646/26416/225160/73473/72124/12631/16452/14296/70769/69482/12953/228607/13605/67890/16649/433693/67628/12578/17149/16650/19384/320938/54563/234069/18709/212999/11737/17999/83946/192176",43
"GO:0051169","GO:0051169","nuclear transport","43/1065","359/28891",1.28452344823312e-11,4.87384896929597e-09,3.50201655886715e-09,"19386/13654/12534/103468/22433/22059/18015/12189/18035/72993/70572/328572/19082/16646/26416/225160/73473/72124/12631/16452/14296/70769/69482/12953/228607/13605/67890/16649/433693/67628/12578/17149/16650/19384/320938/54563/234069/18709/212999/11737/17999/83946/192176",43
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","49/1065","451/28891",1.71690406151941e-11,6.08012958319406e-09,4.36876780846973e-09,"70247/26374/216150/70294/216440/100041286/22210/67128/20747/27419/72053/24086/217410/207304/74251/76577/12328/26419/19173/219158/27401/223499/74374/21762/50873/54197/93687/107035/81601/207521/226144/57443/81004/71492/433693/12795/107995/50762/22393/242960/22214/68077/23996/57296/55992/108159/64209/234684/21372",49
"GO:0098727","GO:0098727","maintenance of cell number","32/1065","218/28891",2.83434384084778e-11,9.41002155161461e-09,6.76140182033818e-09,"19130/20682/69792/20677/14088/26419/68036/83797/15205/13388/21678/19708/225895/210529/18028/12578/230594/20481/14184/30841/14056/243842/21676/233904/244329/244349/20586/26896/20843/24061/245688/170942",32
"GO:0009314","GO:0009314","response to radiation","47/1065","433/28891",4.60054390967123e-11,1.43753466165727e-08,1.03291468832618e-08,"56210/18627/98415/26374/22278/12696/12952/69917/60530/68067/22210/22059/18015/12189/24086/22632/26419/219158/328572/26416/13653/26447/19045/66704/81601/12369/72931/21353/56428/12953/68142/16328/13605/12795/12371/22591/17193/170770/13871/18971/12028/68048/446101/26400/234736/17999/12530",47
"GO:0065004","GO:0065004","protein-DNA complex assembly","28/1065","176/28891",7.12182723657128e-11,2.01231079976102e-08,1.44590974951122e-08,"268281/53605/22059/67279/20682/15081/69792/83602/319151/328572/15260/110749/21374/14312/225895/56086/107435/99730/67628/15441/75613/244349/70625/622675/67177/20586/26896/52808",28
"GO:0019827","GO:0019827","stem cell population maintenance","31/1065","213/28891",7.19764781541026e-11,2.01231079976102e-08,1.44590974951122e-08,"19130/20682/69792/20677/14088/26419/68036/83797/15205/13388/21678/19708/225895/210529/18028/12578/230594/20481/14184/30841/243842/21676/233904/244329/244349/20586/26896/20843/24061/245688/170942",31
"GO:0001558","GO:0001558","regulation of cell growth","48/1065","459/28891",1.04438227996403e-10,2.77387933558446e-08,1.99312113007872e-08,"12168/66262/110648/12696/72843/216344/78926/22433/14566/22059/18472/12928/12189/22632/22418/219158/328572/77980/12929/12053/50873/56716/22339/14815/240514/12631/107250/68142/214968/50911/229227/11490/54673/12578/30841/68465/170770/629378/56632/23991/22411/21676/11739/235036/20586/13205/52808/245688",48
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","44/1065","402/28891",1.46355623010956e-10,3.70210033063904e-08,2.66007763928685e-08,"20479/226562/19130/110816/12696/12566/100041286/104625/216846/54141/68729/19084/11465/26419/105513/223499/328572/16580/68767/67064/14109/53872/68142/66296/99100/13589/74383/107995/100088/170731/23881/21841/68077/27050/234094/235036/22003/22437/16785/13205/20843/192176/279561/24061",44
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","47/1065","454/28891",2.29696388081184e-10,5.54612369766931e-08,3.98506747934149e-08,"20479/12534/69917/12566/68067/19052/68964/22059/12189/12192/72993/105513/27401/19357/83797/83383/52004/19708/67857/26427/68142/53317/67628/18028/12578/12579/18027/18392/12795/107995/100088/19891/12453/14056/22591/17193/68077/13871/12447/20133/234069/234736/20586/12649/12530/69274/13205",47
"GO:0042063","GO:0042063","gliogenesis","43/1065","397/28891",3.29323484423772e-10,7.60594064895252e-08,5.46511192000274e-08,"13167/226646/13654/17172/22059/18472/18015/52615/12569/192157/217166/27419/20682/20677/71918/12929/15205/104015/13388/70083/14815/22352/12032/236539/210529/51886/18028/12579/18027/16975/170731/20481/14184/18438/14056/66277/13871/269951/13626/66922/234094/20586/29873",43
"GO:0018205","GO:0018205","peptidyl-lysine modification","31/1065","227/28891",3.66766943730103e-10,8.11777502122628e-08,5.83288130686558e-08,"81898/67099/13654/18432/17913/52615/74026/12189/12418/20677/328572/51812/224440/13653/225888/81601/64707/77683/140858/107435/12578/26433/14056/66277/13626/233904/244349/20586/21761/15185/15161",31
"GO:1901875","GO:1901875","positive regulation of post-translational protein modification","27/1065","178/28891",4.6736802113283e-10,9.93063571303037e-08,7.13547976685323e-08,"81898/12952/22433/22187/18432/17913/12189/217410/105171/26419/27401/328572/51812/50873/13653/140858/21353/12578/107995/14184/22393/68077/13626/93836/13205/15161/59026",27
"GO:0006417","GO:0006417","regulation of translation","44/1065","418/28891",5.1024891572578e-10,1.04247778474436e-07,7.49053671425781e-08,"18627/66084/12696/104625/73158/67493/20918/69674/217331/19878/12192/20677/75420/218506/75901/68036/328572/207214/74112/224907/70640/19045/66704/208922/70769/22352/53872/50911/210529/72201/17149/230594/22393/11991/56334/15467/21841/27050/55992/214627/234734/24127/15983/13205",44
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","39/1065","343/28891",5.37319662767315e-10,1.05712668467407e-07,7.59579375124477e-08,"20479/12534/69917/12566/68067/19052/68964/22059/12189/12192/72993/19357/83797/83383/52004/19708/26427/68142/53317/67628/12578/12579/18392/12795/107995/19891/14056/22591/17193/68077/13871/20133/234069/234736/20586/12649/12530/69274/13205",39
"GO:0032386","GO:0032386","regulation of intracellular transport","39/1065","346/28891",6.92637390845581e-10,1.31403207863276e-07,9.44174127521081e-08,"12534/216344/216440/22433/17913/54141/18015/12569/15114/12189/26419/70572/68889/328572/26416/73473/67180/13660/16452/14296/70769/228359/228607/13605/67890/54673/67628/12578/12795/66169/19384/170770/23991/18709/67023/17999/69981/104831/192176",39
"GO:0045786","GO:0045786","negative regulation of cell cycle","42/1065","400/28891",1.36031500851823e-09,2.4917218362927e-07,1.79038193135648e-07,"19130/52477/12534/12952/69917/68067/22059/216964/68729/12189/192231/12192/66854/219158/19357/15370/83383/26416/225160/225372/52004/225849/26427/12578/12579/18392/12795/107995/19891/170731/14184/100683/14056/22591/17193/68077/11819/234069/234736/67177/12649/69274",42
"GO:0033500","GO:0033500","carbohydrate homeostasis","35/1065","299/28891",1.90262567061054e-09,3.36891585409439e-07,2.42067392338028e-07,"26921/98415/12952/22433/70310/19376/20747/217166/20677/19056/53357/223775/20462/50873/18754/81601/213993/12953/69227/68441/12578/22393/170756/66277/68465/20909/18709/214627/20586/71764/14385/214597/94353/266690/15161",35
"GO:0051222","GO:0051222","positive regulation of protein transport","38/1065","346/28891",2.37760381935057e-09,4.07413918980329e-07,2.92739947333282e-07,"12534/12215/22433/17913/19376/12569/12189/19084/68581/20677/19056/70572/53357/328572/50873/26416/17929/18754/225372/16452/228607/13605/54673/67628/12795/66169/109305/67151/19384/170770/23991/20909/18709/71764/69981/104831/15161/192176",38
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","39/1065","362/28891",2.54158962462562e-09,4.21903877687854e-07,3.03151446674096e-07,"12534/12215/22433/17913/19376/12569/12189/19084/68581/20677/19056/70572/53357/328572/50873/26416/17929/18754/225372/16452/228607/13605/54673/67628/12795/66169/109305/67151/19384/170770/23991/20909/18709/71764/69981/104831/15161/192176/245474",39
"GO:0042593","GO:0042593","glucose homeostasis","34/1065","298/28891",6.24351880876587e-09,1.00501733067165e-06,7.2213713558485e-07,"26921/98415/12952/22433/70310/19376/20747/217166/20677/19056/53357/223775/20462/50873/18754/81601/213993/12953/69227/68441/12578/22393/170756/66277/68465/20909/18709/20586/71764/14385/214597/94353/266690/15161",34
"GO:0007623","GO:0007623","circadian rhythm","29/1065","228/28891",7.04754201281297e-09,1.10107479917831e-06,7.91157502738694e-07,"18627/19130/12534/12952/22059/18432/69376/217166/27419/19878/217732/26419/219158/11911/328572/13548/224671/13653/19045/66704/81601/64707/12953/15903/11991/14056/214899/59026/20591",29
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","24/1065","165/28891",9.99098989117981e-09,1.51634680862706e-06,1.08954373971182e-06,"12534/16886/22433/216805/18015/66612/12189/19056/70572/22631/328572/51812/224647/26416/16452/70769/228607/13605/67890/12578/16451/19384/18709/192176",24
"GO:0032388","GO:0032388","positive regulation of intracellular transport","26/1065","192/28891",1.13400975365541e-08,1.67329439206043e-06,1.20231560431419e-06,"12534/216344/22433/17913/54141/12569/12189/70572/328572/26416/13660/16452/228607/13605/54673/67628/12795/66169/19384/170770/23991/18709/17999/69981/104831/192176",26
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","20/1065","118/28891",1.19669039834974e-08,1.71805929622535e-06,1.23448062145552e-06,"15078/12566/52615/68729/12189/15081/30951/18676/12053/13548/64707/77683/107435/228536/14056/214899/13626/20586/12649/15185",20
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","45/1065","484/28891",1.56888764862315e-08,2.19313978670688e-06,1.57584116728741e-06,"18627/226646/71804/12534/66043/75406/11947/19052/216805/22059/18432/217166/50776/14387/93757/78920/18115/69089/66218/13350/328572/11429/74185/28080/56716/68342/17995/19045/12868/56428/11950/66592/170731/14004/68077/12028/56632/269951/66916/59016/14385/266690/11666/15929/18655",45
"GO:0006979","GO:0006979","response to oxidative stress","39/1065","389/28891",1.88677521665267e-08,2.56988460278435e-06,1.84654438207357e-06,"226646/68031/625249/22433/11927/216850/22059/12928/27419/53618/14281/19766/14088/26419/19173/170719/11911/328572/18174/50873/12631/16452/13605/16649/14630/12578/16476/18477/12795/17764/11938/13852/14004/14056/13871/27050/20909/15185/11666",39
"GO:0062197","GO:0062197","cellular response to chemical stress","34/1065","316/28891",2.72935620989127e-08,3.62458504673561e-06,2.60438042554362e-06,"68031/11793/22433/216850/22059/27419/53618/12192/14281/19766/14088/26419/170719/11911/328572/18174/50873/56716/12631/13605/12578/16476/18477/11938/13852/14004/14056/27050/20909/26400/15185/13205/11666/279561",34
"GO:0048511","GO:0048511","rhythmic process","34/1065","317/28891",2.95136320727398e-08,3.82381496513156e-06,2.74753350181655e-06,"18627/19130/20397/12534/12952/14566/22059/18432/12569/69376/217166/27419/19878/217732/26419/219158/11911/328572/13548/224671/13653/19045/66704/81601/64707/12953/30953/15903/170731/11991/14056/214899/59026/20591",34
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","36/1065","350/28891",3.4423011136726e-08,4.32337379064675e-06,3.10648251523564e-06,"18627/226646/71804/12534/66043/75406/11947/216805/22059/18432/217166/50776/14387/93757/78920/69089/66218/11429/74185/28080/68342/17995/19045/12868/56428/11950/66592/170731/14004/68077/12028/269951/66916/14385/11666/15929",36
"GO:0032200","GO:0032200","telomere organization","22/1065","150/28891",3.4997189946877e-08,4.32337379064675e-06,3.10648251523564e-06,"227195/15078/69917/68964/15081/22632/51812/71718/70640/107435/68142/19891/11991/14056/12447/26400/622675/214627/497652/235134/24127/245474",22
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","18/1065","103/28891",3.90374933190149e-08,4.64576303191026e-06,3.33812950889874e-06,"12534/16886/22433/66612/12189/19056/70572/328572/51812/26416/16452/228607/13605/12578/16451/19384/18709/192176",18
"GO:0007059","GO:0007059","chromosome segregation","40/1065","416/28891",3.94861351038139e-08,4.64576303191026e-06,3.33812950889874e-06,"68549/20479/12534/100041286/22210/54141/12189/24086/105513/223499/19357/83797/16580/68767/78798/67064/72124/81601/19708/68142/66296/13589/71878/13605/67037/14211/107995/100088/19384/13871/12447/27050/234069/234094/67177/20586/13205/20843/192176/24061",40
"GO:0033157","GO:0033157","regulation of intracellular protein transport","28/1065","232/28891",4.02306286648856e-08,4.64576303191026e-06,3.33812950889874e-06,"12534/216440/22433/17913/18015/12569/12189/70572/68889/328572/26416/16452/14296/70769/228607/13605/67890/54673/67628/12578/12795/66169/19384/170770/23991/18709/69981/192176",28
"GO:0032259","GO:0032259","methylation","31/1065","277/28891",4.51364936425021e-08,5.1013841325313e-06,3.66550785997117e-06,"67099/72843/216292/22433/67493/52615/328162/67011/51812/224440/57773/240174/225888/64707/77683/140858/227695/210529/230027/231051/14056/17193/13626/19346/233904/70359/234728/20586/382137/15161/78878",31
"GO:1901985","GO:1901985","positive regulation of protein acetylation","10/1065","29/28891",4.69696958735183e-08,5.19797967666936e-06,3.73491485169687e-06,"214855/81898/22433/18432/17913/12189/20677/328572/81601/13205",10
"GO:0045926","GO:0045926","negative regulation of growth","30/1065","263/28891",4.83200221462317e-08,5.23828484981189e-06,3.76387540928542e-06,"12168/66262/12696/72843/78926/14566/22059/12189/19141/22632/22418/219158/12053/240514/12631/214968/11490/12578/14184/68465/170770/629378/56632/22411/23886/20586/13205/15929/52808/245688",30
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","33/1065","310/28891",5.62604365943357e-08,5.97710878378223e-06,4.29474406507498e-06,"216150/17172/22187/22059/18015/12569/19141/19766/26419/170719/19357/223649/11911/74185/50873/22339/13653/14815/16452/56086/15191/14630/16476/12371/14184/22393/30841/170770/12028/26400/17748/59016/234734",33
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","30/1065","266/28891",6.23486168062192e-08,6.49403632303209e-06,4.66617305550776e-06,"216440/22433/22059/20747/72053/71853/76577/59007/68889/53357/11911/50873/54197/226144/70231/26427/69065/67890/16476/12371/50762/22393/56334/170770/12028/108159/18709/64209/67287/13205",30
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","12/1065","46/28891",7.22971261574172e-08,7.38542950285001e-06,5.30666760013755e-06,"81898/216443/18432/17913/21429/217995/11911/68895/68077/20586/50996/192176",12
"GO:0010948","GO:0010948","negative regulation of cell cycle process","33/1065","314/28891",7.63620610519305e-08,7.6534956284501e-06,5.49928169561669e-06,"19130/12534/12952/69917/68067/22059/68729/12189/12192/219158/19357/26416/225160/225372/52004/225849/26427/12579/18392/12795/107995/19891/14184/100683/14056/22591/17193/68077/234069/234736/67177/12649/69274",33
"GO:0045333","GO:0045333","cellular respiration","29/1065","254/28891",7.88873420042281e-08,7.76017705048999e-06,5.5759357135932e-06,"226646/71804/12534/66043/75406/11947/216805/18432/50776/93757/78920/69089/66218/11429/28080/68342/17995/12868/56428/11950/66592/170731/14004/68077/12028/269951/66916/11666/15929",29
"GO:0010212","GO:0010212","response to ionizing radiation","20/1065","132/28891",8.37354841371938e-08,8.08732530430498e-06,5.81100221017158e-06,"98415/26374/69917/60530/68067/22059/12189/24086/26416/13653/81601/72931/21353/68142/13605/170770/12028/68048/446101/234736",20
"GO:0043010","GO:0043010","camera-type eye development","37/1065","380/28891",9.21153942503852e-08,8.73780311175083e-06,6.27839134496047e-06,"12168/18986/19130/544696/12215/327826/16886/17268/18015/27419/20682/22632/50933/11911/15205/13388/22339/22352/114715/20482/18028/16476/18027/170731/20481/214301/231051/67661/14184/71521/30841/100710/269831/12028/244152/14107/20586",37
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","30/1065","271/28891",9.44547796011384e-08,8.80252261826749e-06,6.32489438289433e-06,"19130/12534/12952/69917/68067/22059/12189/12192/219158/19357/26416/225160/225372/52004/26427/12579/18392/12795/107995/19891/100683/14056/22591/17193/68077/234069/234736/67177/12649/69274",30
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","24/1065","186/28891",1.04488428366522e-07,9.56969881867177e-06,6.87613505003643e-06,"52477/12696/21379/104625/73158/67493/19878/12192/75420/77134/75901/22339/70640/208922/22352/22030/53872/50911/210529/17149/230594/11991/234069/214627",24
"GO:0034599","GO:0034599","cellular response to oxidative stress","28/1065","243/28891",1.08335642989294e-07,9.75388026371405e-06,7.00847531631007e-06,"68031/22433/216850/22059/27419/53618/14281/19766/14088/26419/170719/11911/328572/18174/50873/12631/13605/12578/16476/18477/11938/13852/14004/14056/27050/20909/15185/11666",28
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","32/1065","304/28891",1.15470256364634e-07,1.00797315324408e-05,7.24260988756944e-06,"52477/12696/70248/21379/104625/73158/67493/19878/12192/75420/77134/75901/20462/13548/19826/22339/225027/73473/70640/208922/22352/22030/53872/50911/210529/230257/17149/230594/11991/21841/234069/214627",32
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","24/1065","187/28891",1.15749929118767e-07,1.00797315324408e-05,7.24260988756944e-06,"12534/12952/68067/22059/15248/12189/20677/66143/219158/83383/13548/26416/225160/81601/26427/114715/12578/19891/12371/22591/17193/68077/234736/12649",24
"GO:0070828","GO:0070828","heterochromatin organization","17/1065","99/28891",1.20932069228828e-07,1.01679122112265e-05,7.30597052907171e-06,"15078/12566/52615/15081/30951/18676/12053/13548/77683/107435/228536/15441/14056/214899/13626/234069/20586",17
"GO:0007098","GO:0007098","centrosome cycle","20/1065","135/28891",1.2250496640032e-07,1.01679122112265e-05,7.30597052907171e-06,"20479/12566/216543/216846/68729/12189/19878/26419/67064/18286/66296/99100/16328/58220/56706/234094/244329/12649/12175/22294",20
