annotation,count,Both,Endo Only,Exo Only
Promoter (<=1kb),2482,95.35151747983096,NA,NA
Distal Intergenic,50,1.920860545524395,NA,NA
Promoter (1-2kb),16,0.6146753745678064,NA,NA
Promoter (2-3kb),14,0.5378409527468306,NA,NA
5' UTR,2,0.0768344218209758,0.17683465959328026,NA
"Exon (ENSMUST00000036155.9/446101, exon 19 of 19)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000057090.11/68760, exon 4 of 4)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000069520.10/20977, exon 6 of 7)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000071101.7/ENSMUST00000071101.7, exon 1 of 2)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000080795.8/434280, exon 7 of 9)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000090147.6/26363, exon 2 of 4)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000105778.7/110593, exon 6 of 10)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000108362.7/80297, exon 15 of 18)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000127010.1/ENSMUST00000127010.1, exon 1 of 2)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000132564.1/ENSMUST00000132564.1, exon 1 of 2)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000142511.1/ENSMUST00000142511.1, exon 1 of 2)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000147013.2/ENSMUST00000147013.2, exon 1 of 4)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000181337.1/ENSMUST00000181337.1, exon 1 of 2)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000181490.3/ENSMUST00000181490.3, exon 1 of 2)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000181554.1/ENSMUST00000181554.1, exon 1 of 3)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000188033.1/ENSMUST00000188033.1, exon 1 of 1)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000188763.1/ENSMUST00000188763.1, exon 1 of 1)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000189334.1/ENSMUST00000189334.1, exon 1 of 1)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000190789.2/ENSMUST00000190789.2, exon 1 of 2)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000191302.1/ENSMUST00000191302.1, exon 1 of 2)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000193885.1/ENSMUST00000193885.1, exon 1 of 1)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000202098.1/ENSMUST00000202098.1, exon 1 of 1)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000204407.1/ENSMUST00000204407.1, exon 1 of 1)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000206829.1/ENSMUST00000206829.1, exon 1 of 2)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000217258.1/ENSMUST00000217258.1, exon 1 of 3)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000223620.1/ENSMUST00000223620.1, exon 1 of 4)",1,0.0384172109104879,NA,NA
"Exon (ENSMUST00000225374.1/ENSMUST00000225374.1, exon 1 of 1)",1,0.0384172109104879,NA,NA
"Intron (ENSMUST00000028663.4/26427, intron 1 of 11)",1,0.0384172109104879,NA,NA
"Intron (ENSMUST00000069799.2/16367, intron 1 of 1)",1,0.0384172109104879,NA,NA
"Intron (ENSMUST00000091291.4/16337, intron 2 of 20)",1,0.0384172109104879,NA,NA
"Intron (ENSMUST00000092723.10/239985, intron 4 of 18)",1,0.0384172109104879,NA,NA
"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",1,0.0384172109104879,0.08841732979664013,NA
"Intron (ENSMUST00000185281.6/320203, intron 3 of 3)",1,0.0384172109104879,NA,NA
"Intron (ENSMUST00000192949.5/170768, intron 1 of 14)",1,0.0384172109104879,NA,NA
"Intron (ENSMUST00000207474.1/ENSMUST00000207474.1, intron 1 of 2)",1,0.0384172109104879,NA,NA
"Intron (ENSMUST00000225654.1/ENSMUST00000225654.1, intron 3 of 5)",1,0.0384172109104879,NA,NA
"Intron (ENSMUST00000230913.1/102800312, intron 1 of 6)",1,0.0384172109104879,NA,NA
"Intron (ENSMUST00000231068.1/ENSMUST00000231068.1, intron 1 of 1)",1,0.0384172109104879,NA,NA
"Intron (ENSMUST00000234950.1/ENSMUST00000234950.1, intron 1 of 1)",1,0.0384172109104879,NA,NA
3' UTR,2,NA,0.17683465959328026,0.24509803921568626
5' UTR,1,NA,NA,0.12254901960784313
Distal Intergenic,18,NA,NA,2.2058823529411766
Distal Intergenic,34,NA,3.0061892130857646,NA
"Exon (ENSMUST00000006071.13/18423, exon 5 of 5)",1,NA,NA,0.12254901960784313
"Exon (ENSMUST00000049927.5/ENSMUST00000049927.5, exon 1 of 3)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000051089.3/ENSMUST00000051089.3, exon 2 of 2)",1,NA,NA,0.12254901960784313
"Exon (ENSMUST00000052125.6/58220, exon 3 of 3)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000078886.9/56381, exon 11 of 15)",2,NA,0.17683465959328026,NA
"Exon (ENSMUST00000123840.1/ENSMUST00000123840.1, exon 2 of 2)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000130684.7/ENSMUST00000130684.7, exon 4 of 4)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000130746.1/ENSMUST00000130746.1, exon 1 of 2)",1,NA,NA,0.12254901960784313
"Exon (ENSMUST00000147959.1/665635, exon 2 of 2)",1,NA,NA,0.12254901960784313
"Exon (ENSMUST00000151778.1/ENSMUST00000151778.1, exon 1 of 2)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000156803.8/ENSMUST00000156803.8, exon 1 of 6)",1,NA,NA,0.12254901960784313
"Exon (ENSMUST00000180988.1/ENSMUST00000180988.1, exon 1 of 2)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000181476.2/328646, exon 5 of 5)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000188614.1/ENSMUST00000188614.1, exon 1 of 3)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000193194.1/ENSMUST00000193194.1, exon 1 of 1)",1,NA,NA,0.12254901960784313
"Exon (ENSMUST00000195528.1/ENSMUST00000195528.1, exon 1 of 1)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000210653.1/ENSMUST00000210653.1, exon 1 of 3)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000211227.1/69217, exon 8 of 16)",1,NA,NA,0.12254901960784313
"Exon (ENSMUST00000215481.1/ENSMUST00000215481.1, exon 2 of 2)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000220827.1/ENSMUST00000220827.1, exon 1 of 4)",1,NA,NA,0.12254901960784313
"Exon (ENSMUST00000221461.1/ENSMUST00000221461.1, exon 1 of 1)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000227227.1/ENSMUST00000227227.1, exon 1 of 3)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000230234.1/ENSMUST00000230234.1, exon 1 of 2)",1,NA,0.08841732979664013,NA
"Exon (ENSMUST00000232356.1/ENSMUST00000232356.1, exon 1 of 1)",1,NA,0.08841732979664013,NA
"Intron (ENSMUST00000030439.14/66743, intron 2 of 14)",1,NA,0.08841732979664013,NA
"Intron (ENSMUST00000075164.10/16565, intron 1 of 34)",1,NA,0.08841732979664013,NA
"Intron (ENSMUST00000102656.3/329934, intron 1 of 1)",1,NA,0.08841732979664013,NA
