"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034248","GO:0034248","regulation of amide metabolic process","119/2431","482/28891",2.32491182376844e-27,1.38773986760738e-23,9.05002518346917e-24,"226982/17975/108954/12227/19735/108989/381305/15979/19205/12696/17347/13144/12567/103135/18813/66118/68585/67579/18148/69125/18626/23879/276770/72508/22057/78943/217351/80913/66912/13665/217980/56541/105083/56335/68966/100037258/18458/68036/55944/213988/73826/140570/20683/21357/106338/53817/224742/16549/12193/72416/19877/16210/225363/14151/19653/20168/225929/52874/64930/227715/228019/228026/18024/27103/229096/18805/12457/212114/229317/229663/13684/11428/72181/22608/20218/74326/56717/230908/231207/17855/17690/27979/66870/13666/69956/232164/243574/232560/232791/606496/27998/11652/233033/73830/15469/22121/17872/233489/13690/13631/15568/67031/12367/234384/12317/270086/234594/58994/23988/16201/20660/64602/18746/214424/67941/56403/17973/17350/110954",119
"GO:0006417","GO:0006417","regulation of translation","107/2431","418/28891",4.33016949502142e-26,1.29233908578914e-22,8.42787725925747e-23,"226982/17975/108954/12227/19735/108989/381305/19205/12696/17347/13144/12567/103135/18813/66118/67579/18148/69125/18626/23879/276770/72508/22057/78943/217351/80913/66912/13665/217980/56541/105083/56335/68966/100037258/18458/68036/55944/213988/73826/140570/21357/106338/53817/224742/16549/12193/72416/19877/16210/225363/14151/19653/225929/52874/64930/227715/228019/27103/229096/18805/12457/212114/229317/229663/13684/11428/72181/22608/20218/74326/56717/230908/231207/17855/17690/27979/66870/13666/69956/232164/243574/232560/232791/27998/11652/233033/73830/15469/22121/17872/13690/13631/15568/67031/234384/12317/270086/234594/16201/64602/18746/214424/67941/56403/17973/17350/110954",107
"GO:0006338","GO:0006338","chromatin remodeling","111/2431","489/28891",2.02530879191386e-22,4.02968939297795e-19,2.62792698684121e-19,"208727/108989/19821/15182/66403/17192/21423/16969/15353/21665/64050/18148/70802/319162/18626/216850/20926/53892/217127/83796/20682/22378/107817/30951/238247/70127/19720/80838/16468/218214/110052/66336/18193/170936/54169/11546/67772/56335/75339/17869/93696/69612/56637/106143/67768/66578/239985/12005/13163/224826/15193/193796/74355/13831/225280/225876/17283/23942/13194/67155/53893/140858/11909/18508/50518/228829/21969/71389/18706/56456/229542/321000/229700/320790/109331/67733/19646/17769/68703/66993/55982/22385/11461/15289/12417/78783/330409/54343/606496/68845/101685/244059/233532/75565/233875/17955/69260/234366/93762/66929/214572/23837/244694/13433/214162/20466/235441/77853/235626/20937/22289",111
"GO:0008380","GO:0008380","RNA splicing","104/2431","449/28891",8.74693472848808e-22,1.30526133485863e-18,8.51214858577603e-19,"17975/27878/56009/208768/66125/432467/67332/19205/12696/16969/70312/103284/18148/59013/216825/23879/20020/20926/70439/78943/13207/107817/20382/664883/18949/67039/69562/19134/15387/56541/18708/15381/56335/27374/56215/18458/223527/93686/67040/72193/67760/54614/110213/67367/75956/53817/224836/16549/72692/76781/56070/19653/319322/22668/70567/76479/269254/227707/56194/229279/80744/69408/66877/19383/170791/22722/56706/74200/74044/229700/67225/28036/66185/70052/22608/230753/20218/51796/230908/269623/70650/76522/192196/101206/66078/22185/107686/19153/11652/15388/15469/233208/20637/68052/75565/56844/50783/68278/101985/214572/234723/15481/76183/56403",104
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","103/2431","454/28891",7.09257533712282e-21,8.46711643745722e-18,5.52175654666951e-18,"109019/319651/76707/108989/208768/76843/67141/52696/21423/56371/216190/237459/52468/12567/15574/12450/22680/53892/72508/83796/209334/194655/15902/15512/70127/71375/26931/13557/15904/20620/218630/382985/17869/11504/239985/67045/12449/18763/67052/12193/12314/67974/67655/17283/16319/13194/67155/19211/68431/67121/67991/66442/26427/68612/13559/56456/12428/54124/229543/229776/108058/28036/19055/13684/16600/214444/18028/20104/20460/28010/12568/66993/21335/52206/12452/18973/330177/56317/59008/231803/11461/12366/56150/24100/12576/77891/12315/12447/75430/233805/30949/12237/16412/17535/12581/102423/11920/20466/67941/22137/270201/69274/19054",103
"GO:0006397","GO:0006397","mRNA processing","106/2431","496/28891",2.14711890681375e-19,2.13602545912854e-16,1.39299047673636e-16,"17975/56009/208768/66125/67332/19205/12696/16969/70312/103135/18148/59013/268420/23879/20926/78943/13207/107817/20382/664883/18949/67039/69562/19134/15387/56541/15381/67772/56335/27374/56215/54196/219249/18458/93686/67040/72193/54614/224432/67367/106583/75956/54194/53817/224836/16549/72692/56070/19653/319322/22668/70044/83410/70567/76479/269254/227707/56194/229279/80744/228410/69408/66877/24128/19383/170791/22722/67337/74200/75137/74044/229700/229709/67225/28036/66185/70052/22608/230753/20218/51796/230908/269623/20492/70650/76522/192196/66078/22185/107686/54624/15388/233208/20637/74737/56844/50783/68278/18747/68219/214572/234723/15481/76183/235497/56403",106
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","97/2431","451/28891",4.69554672253383e-18,4.00395976954349e-15,2.61114763607971e-15,"66967/76843/56371/93765/13198/319701/67245/17846/103573/103583/26420/12330/56486/216869/116891/21927/67163/12006/70611/66244/94090/104771/26931/71991/20620/268721/67089/28199/211255/67819/211770/106025/56438/22230/56637/76302/12449/56424/12005/224727/224826/14154/224938/56468/71745/240263/225896/13194/12234/68431/14828/18024/77006/56407/68612/212114/97064/94232/229644/329795/269514/67490/269523/19359/230815/230903/63958/74646/53312/19822/52206/59008/80751/14673/76788/13666/68477/22644/14794/77891/606496/15204/22215/109815/11865/233902/244373/68867/74841/12317/11797/23806/74165/71538/68292/54644/20438",97
"GO:1901873","GO:1901873","regulation of post-translational protein modification","74/2431","295/28891",6.40710266391292e-18,4.78049947511202e-15,3.11756126988815e-15,"208727/67141/70097/14360/108705/59004/15353/56371/93765/67245/17846/18148/26420/57783/56486/78246/216869/70611/15251/110052/24064/67819/211770/56438/69612/56637/208650/224619/22196/56424/12005/13163/18754/13819/13653/225896/19211/12234/67121/140858/14828/228829/11863/12042/192656/67490/15502/269523/21812/18046/56717/12568/55982/24116/100737/16885/22385/56150/232341/77891/22185/606496/22215/66412/233805/233900/102323/73945/93762/11797/23988/28135/56289/20937",74
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","75/2431","304/28891",1.0502865470514e-17,6.96573377705533e-15,4.54264286666207e-15,"17975/12227/381305/22033/19205/12696/16969/103135/18148/69125/268420/23879/20926/70439/22057/13207/12006/107817/20382/217351/80913/664883/67039/72308/217980/15387/15381/56335/27374/56215/54196/18458/93686/67040/14904/213988/16549/12193/19877/19653/22668/225929/227715/170791/22722/229096/12457/229663/229700/229709/28036/22608/230753/20218/51796/74326/56717/230908/232791/22185/27998/54624/233033/15388/20637/15568/67031/234594/117149/15481/76183/235497/212943/56403/17350",75
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","65/2431","249/28891",7.72897385520106e-17,4.61342449416951e-14,3.00860477016142e-14,"208727/67141/70097/14360/108705/59004/15353/56371/93765/67245/17846/18148/26420/57783/56486/78246/216869/70611/15251/24064/67819/211770/56438/56637/208650/224619/22196/56424/12005/13163/18754/13819/13653/225896/19211/12234/67121/14828/11863/12042/192656/67490/15502/269523/21812/56717/12568/55982/100737/16885/56150/232341/77891/22185/606496/22215/66412/233805/233900/102323/73945/11797/23988/28135/56289",65
