"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072001","GO:0072001","renal system development","30/771","352/28891",2.80552458365595e-08,0.000133066031002802,0.000107348230121994,"13838/12043/21808/16568/14634/17129/21821/14042/14787/106042/19876/18552/13797/14118/16449/74533/329628/242022/75691/15903/18595/231470/11677/14183/13642/17125/58198/73230/67703/17130",30
"GO:0001822","GO:0001822","kidney development","28/771","336/28891",1.29521940414251e-07,0.000307161281692397,0.00024779592284516,"13838/12043/21808/16568/14634/17129/21821/14042/14787/19876/18552/14118/16449/74533/329628/242022/75691/15903/18595/231470/11677/14183/13642/17125/58198/73230/67703/17130",28
"GO:0030900","GO:0030900","forebrain development","31/771","425/28891",5.35456360344666e-07,0.000680522502706788,0.000548997258528175,"226407/18423/16568/207615/14634/15904/328365/21821/65100/14042/19876/74762/19091/21416/13797/329628/76089/18991/93760/231380/18223/14183/50768/16795/58198/67703/57810/17967/235439/22773/94190",31
"GO:0016358","GO:0016358","dendrite development","26/771","327/28891",8.85847754846964e-07,0.000680522502706788,0.000548997258528175,"17756/13838/170728/216049/213084/50932/18163/15529/106042/74006/19876/21844/14815/83814/22359/19091/192167/665113/76089/68703/231380/14056/18223/17258/270190/12361",26
"GO:0005996","GO:0005996","monosaccharide metabolic process","24/771","287/28891",9.50081949783323e-07,0.000680522502706788,0.000548997258528175,"16367/18640/72674/80915/18604/213053/54128/18519/14815/20411/68214/21416/14571/72136/20322/14118/16592/74343/110208/100198/66681/11677/19883/14629",24
"GO:0007059","GO:0007059","chromosome segregation","30/771","416/28891",1.03062694376755e-06,0.000680522502706788,0.000548997258528175,"21749/20587/70385/21975/70218/80913/219103/239122/52023/66570/106042/212514/68942/15511/17687/18519/72415/225745/66406/228421/215387/69737/213582/93760/67070/68523/73420/26951/22038/20588",30
"GO:0048813","GO:0048813","dendrite morphogenesis","19/771","192/28891",1.06403998002145e-06,0.000680522502706788,0.000548997258528175,"13838/216049/213084/50932/18163/15529/74006/19876/21844/83814/22359/192167/665113/76089/68703/18223/17258/270190/12361",19
"GO:0048588","GO:0048588","developmental cell growth","24/771","291/28891",1.21519545200736e-06,0.000680522502706788,0.000548997258528175,"17756/213084/80913/217715/22632/68404/14042/106042/20357/19876/21844/22129/106628/14815/83814/19091/11554/16401/69737/73205/108151/74132/244058/23999",24
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","24/771","292/28891",1.29131404688195e-06,0.000680522502706788,0.000548997258528175,"17756/75605/213084/80913/217715/68404/14042/106042/20357/19876/21844/22129/83814/19091/16401/69737/73205/108151/74132/244058/14183/93960/58198/23999",24
"GO:0060485","GO:0060485","mesenchyme development","25/771","316/28891",1.56663835193099e-06,0.000685880280231651,0.00055331953319397,"13838/12043/72674/21808/21859/114716/18570/65100/14042/106042/20357/19876/21844/106628/21416/16401/16449/67898/71890/108151/14056/14183/102693/17967/22773",25
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","20/771","216/28891",1.59069852046134e-06,0.000685880280231651,0.00055331953319397,"16367/58250/18604/213053/19219/14042/18519/14815/20411/21416/14571/72136/20322/18441/74343/110208/66681/11677/14583/234356",20
"GO:0048638","GO:0048638","regulation of developmental growth","29/771","405/28891",1.79104177430698e-06,0.000707909261294834,0.000571090951719814,"17756/12043/213084/19377/80913/217715/22632/105689/19219/20357/22129/18712/106628/14815/83814/74493/21416/11554/69737/11990/108151/74132/20751/244058/14183/20437/93960/17967/23999",29
"GO:0032984","GO:0032984","protein-containing complex disassembly","21/771","248/28891",3.67858052631209e-06,0.00134211595663833,0.00108272390389834,"17756/20587/20742/216965/70218/68732/56085/380969/68942/20833/228421/12340/93760/320827/63873/70381/20947/94178/73420/23999/20588",21
"GO:0007411","GO:0007411","axon guidance","21/771","252/28891",4.72635478440849e-06,0.00149447338282996,0.00120563506254911,"13838/21808/107449/13637/53625/18612/11491/319504/399558/14634/105689/14042/20357/19876/19274/12167/108151/13642/17967/18007/270190",21
"GO:0097485","GO:0097485","neuron projection guidance","21/771","252/28891",4.72635478440849e-06,0.00149447338282996,0.00120563506254911,"13838/21808/107449/13637/53625/18612/11491/319504/399558/14634/105689/14042/20357/19876/19274/12167/108151/13642/17967/18007/270190",21
"GO:0048762","GO:0048762","mesenchymal cell differentiation","21/771","254/28891",5.34578797344706e-06,0.00149831278959535,0.00120873242344488,"13838/12043/72674/21808/21859/114716/18570/65100/14042/20357/21844/106628/21416/16449/67898/71890/108151/14056/14183/102693/17967",21
"GO:0048511","GO:0048511","rhythmic process","24/771","317/28891",5.37029673690091e-06,0.00149831278959535,0.00120873242344488,"75605/19377/15904/105689/19219/74006/268903/12394/18519/11554/12995/269378/192167/16490/12167/15903/269604/18595/14056/14583/272322/14402/19883/211949",24
"GO:0022411","GO:0022411","cellular component disassembly","30/771","462/28891",8.42177940284291e-06,0.00211984381873349,0.00171013954772046,"17756/13838/21808/77987/20587/20742/216965/70218/22367/68732/56085/106042/380969/74006/68942/12660/107338/20833/228421/12340/93760/320827/63873/70381/20947/94178/73420/23871/23999/20588",30
"GO:0031345","GO:0031345","negative regulation of cell projection organization","19/771","221/28891",8.4918896386119e-06,0.00211984381873349,0.00171013954772046,"17756/13838/216049/213084/11491/67046/19270/20357/22129/13427/192167/76089/108151/63873/74132/244058/13642/18007/72404",19
"GO:0060562","GO:0060562","epithelial tube morphogenesis","27/771","395/28891",9.43840788465972e-06,0.00217257536167071,0.00175267961420665,"13838/12043/75605/21808/69718/16568/18612/14634/105278/65100/14042/18141/106042/19876/14815/240641/74533/329628/93760/18595/170823/244058/14183/13642/50768/58198/22773",27
"GO:0010977","GO:0010977","negative regulation of neuron projection development","16/771","165/28891",9.6192457505977e-06,0.00217257536167071,0.00175267961420665,"17756/13838/216049/213084/11491/19270/20357/22129/13427/192167/108151/63873/74132/244058/13642/18007",16
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process","16/771","168/28891",1.20857034774549e-05,0.00260556779970765,0.0021019871837583,"269180/67292/56077/19210/380921/12703/225049/114663/12660/228812/16592/329777/232086/214932/26457/22038",16
"GO:0019318","GO:0019318","hexose metabolic process","20/771","259/28891",2.40755639541077e-05,0.00449567132027858,0.00362678856358127,"16367/18640/72674/80915/18604/213053/54128/18519/14815/20411/21416/14571/20322/14118/16592/74343/100198/66681/11677/19883",20
"GO:0035107","GO:0035107","appendage morphogenesis","16/771","178/28891",2.48708350847698e-05,0.00449567132027858,0.00362678856358127,"21808/58250/14634/21821/14042/106042/12824/18552/69605/242022/231470/14183/16795/58198/234740/22773",16
"GO:0035108","GO:0035108","limb morphogenesis","16/771","178/28891",2.48708350847698e-05,0.00449567132027858,0.00362678856358127,"21808/58250/14634/21821/14042/106042/12824/18552/69605/242022/231470/14183/16795/58198/234740/22773",16
"GO:0021915","GO:0021915","neural tube development","17/771","198/28891",2.53967953583228e-05,0.00449567132027858,0.00362678856358127,"21808/69718/16568/14634/105278/65100/18141/106042/240641/21416/93760/170823/244058/50768/58198/72507/70495",17
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","19/771","239/28891",2.55920568516807e-05,0.00449567132027858,0.00362678856358127,"13518/17756/338362/70385/16568/170736/106042/78885/68617/240641/107338/74998/12615/14107/83964/26951/270190/56332/94190",19
"GO:0030902","GO:0030902","hindbrain development","16/771","179/28891",2.664846845401e-05,0.00451406020990605,0.00364162341467393,"12043/71365/216049/18423/218756/11990/68703/14056/14402/50768/17125/26395/235439/19883/270190/94190",16
"GO:0050773","GO:0050773","regulation of dendrite development","14/771","145/28891",3.58710208060477e-05,0.00543356101356433,0.004383411406129,"13838/170728/213084/15529/74006/19876/21844/83814/22359/665113/76089/14056/18223/12361",14
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","15/771","164/28891",3.6114683455851e-05,0.00543356101356433,0.004383411406129,"13838/72674/21808/114716/18570/21844/106628/21416/16449/67898/71890/14056/14183/102693/17967",15
"GO:0009266","GO:0009266","response to temperature stimulus","15/771","164/28891",3.6114683455851e-05,0.00543356101356433,0.004383411406129,"217715/110616/18570/83945/15511/74011/11554/17035/329910/63873/20449/26457/68196/14629/270190",15
