annotation,count,percentage
3' UTR,20,0.874508089199825
5' UTR,6,0.2623524267599475
Distal Intergenic,43,1.880192391779624
"Exon (ENSMUST00000000808.7/16161, exon 12 of 16)",1,0.043725404459991256
"Exon (ENSMUST00000003762.7/15116, exon 5 of 5)",1,0.043725404459991256
"Exon (ENSMUST00000006071.13/18423, exon 5 of 5)",1,0.043725404459991256
"Exon (ENSMUST00000010298.6/234857, exon 3 of 15)",1,0.043725404459991256
"Exon (ENSMUST00000016670.8/226419, exon 3 of 3)",1,0.043725404459991256
"Exon (ENSMUST00000019616.5/15898, exon 10 of 11)",1,0.043725404459991256
"Exon (ENSMUST00000019616.5/15898, exon 8 of 11)",1,0.043725404459991256
"Exon (ENSMUST00000021056.7/110880, exon 24 of 24)",1,0.043725404459991256
"Exon (ENSMUST00000022744.4/14573, exon 2 of 3)",1,0.043725404459991256
"Exon (ENSMUST00000024944.8/20532, exon 8 of 10)",1,0.043725404459991256
"Exon (ENSMUST00000029711.8/23920, exon 9 of 22)",1,0.043725404459991256
"Exon (ENSMUST00000030510.13/83770, exon 6 of 6)",1,0.043725404459991256
"Exon (ENSMUST00000033300.3/11870, exon 3 of 5)",1,0.043725404459991256
"Exon (ENSMUST00000037099.8/29876, exon 5 of 6)",1,0.043725404459991256
"Exon (ENSMUST00000037235.6/228787, exon 3 of 3)",1,0.043725404459991256
"Exon (ENSMUST00000038332.8/233189, exon 3 of 3)",1,0.043725404459991256
"Exon (ENSMUST00000039484.5/237256, exon 6 of 6)",1,0.043725404459991256
"Exon (ENSMUST00000039775.8/243914, exon 8 of 9)",1,0.043725404459991256
"Exon (ENSMUST00000040110.7/58250, exon 3 of 3)",1,0.043725404459991256
"Exon (ENSMUST00000041029.5/17130, exon 4 of 4)",1,0.043725404459991256
"Exon (ENSMUST00000044533.8/69453, exon 9 of 13)",1,0.043725404459991256
"Exon (ENSMUST00000047393.6/13019, exon 3 of 3)",1,0.043725404459991256
"Exon (ENSMUST00000058418.7/243328, exon 8 of 11)",1,0.043725404459991256
"Exon (ENSMUST00000059667.8/170638, exon 4 of 5)",1,0.043725404459991256
"Exon (ENSMUST00000061030.9/224055, exon 2 of 2)",1,0.043725404459991256
"Exon (ENSMUST00000062241.10/81897, exon 2 of 2)",1,0.043725404459991256
"Exon (ENSMUST00000069098.6/320706, exon 14 of 15)",1,0.043725404459991256
"Exon (ENSMUST00000073124.8/69228, exon 7 of 7)",1,0.043725404459991256
"Exon (ENSMUST00000084207.11/234094, exon 17 of 29)",1,0.043725404459991256
"Exon (ENSMUST00000084593.2/ENSMUST00000084593.2, exon 1 of 1)",1,0.043725404459991256
"Exon (ENSMUST00000091420.5/ENSMUST00000091420.5, exon 2 of 2)",1,0.043725404459991256
"Exon (ENSMUST00000091704.6/319179, exon 2 of 2)",1,0.043725404459991256
"Exon (ENSMUST00000092723.10/239985, exon 19 of 19)",1,0.043725404459991256
"Exon (ENSMUST00000097566.9/104027, exon 3 of 3)",1,0.043725404459991256
"Exon (ENSMUST00000102694.3/19221, exon 6 of 9)",1,0.043725404459991256
"Exon (ENSMUST00000105359.7/23805, exon 9 of 15)",1,0.043725404459991256
"Exon (ENSMUST00000108287.9/237868, exon 2 of 9)",1,0.043725404459991256
"Exon (ENSMUST00000111416.6/100039795, exon 9 of 10)",1,0.043725404459991256
"Exon (ENSMUST00000117103.1/ENSMUST00000117103.1, exon 1 of 1)",1,0.043725404459991256
"Exon (ENSMUST00000117888.1/ENSMUST00000117888.1, exon 1 of 1)",1,0.043725404459991256
"Exon (ENSMUST00000118022.7/14463, exon 2 of 7)",1,0.043725404459991256
"Exon (ENSMUST00000118127.1/ENSMUST00000118127.1, exon 1 of 1)",1,0.043725404459991256
"Exon (ENSMUST00000119571.1/ENSMUST00000119571.1, exon 1 of 1)",1,0.043725404459991256
"Exon (ENSMUST00000120360.1/ENSMUST00000120360.1, exon 1 of 1)",1,0.043725404459991256
"Exon (ENSMUST00000121020.1/ENSMUST00000121020.1, exon 1 of 2)",1,0.043725404459991256
"Exon (ENSMUST00000121927.7/268903, exon 4 of 4)",1,0.043725404459991256
"Exon (ENSMUST00000127527.1/ENSMUST00000127527.1, exon 1 of 5)",1,0.043725404459991256
"Exon (ENSMUST00000127554.1/ENSMUST00000127554.1, exon 1 of 2)",1,0.043725404459991256
"Exon (ENSMUST00000128996.1/ENSMUST00000128996.1, exon 1 of 2)",1,0.043725404459991256
"Exon (ENSMUST00000130235.7/26564, exon 6 of 9)",1,0.043725404459991256
"Exon (ENSMUST00000130746.1/ENSMUST00000130746.1, exon 1 of 2)",1,0.043725404459991256
"Exon (ENSMUST00000132564.1/ENSMUST00000132564.1, exon 1 of 2)",1,0.043725404459991256
"Exon (ENSMUST00000133190.1/216033, exon 3 of 3)",1,0.043725404459991256
"Exon (ENSMUST00000135343.1/26913, exon 2 of 2)",1,0.043725404459991256
"Exon (ENSMUST00000137714.1/ENSMUST00000137714.1, exon 1 of 2)",1,0.043725404459991256
"Exon (ENSMUST00000150255.1/ENSMUST00000150255.1, exon 2 of 2)",1,0.043725404459991256
