"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050767","GO:0050767","regulation of neurogenesis","309/8338","494/28891",2.54764764538274e-55,1.65036614467894e-51,5.93199641219644e-52,"15206/22341/18096/20665/17863/20194/20349/192119/18049/14025/13841/235402/71653/14083/20356/20315/118454/19699/24001/22601/13138/18080/214968/242620/23966/22062/21844/16590/12550/28000/74053/18186/22326/69743/15251/12306/56320/16870/107503/20430/11921/20355/12385/18742/239667/216049/83431/19280/13131/14173/20585/12387/29819/17919/103743/66713/30948/20429/22416/65079/22421/15410/13508/228357/244058/54214/17756/12316/228550/20616/18420/22422/11423/16835/14297/70083/245886/73191/140570/79362/98733/19645/18128/17755/76089/17760/13047/16842/15214/18844/17096/70237/16885/14254/12361/16412/21907/56381/13392/12579/14056/20563/12323/74006/16542/17190/225908/13555/13003/18011/66993/22629/13169/15904/14634/13489/18109/14168/59041/20481/17356/58234/56198/19712/15901/17762/17869/14365/22418/18129/108100/17257/12677/104015/330914/53605/24136/22129/12561/13640/15902/14375/54485/17295/50849/22241/330790/319583/17196/18039/73940/20393/20358/18508/70433/15182/15213/234219/20359/20360/18845/18088/23999/19876/13643/20666/13838/20352/16975/14359/16800/665113/13649/170731/19697/216344/74117/382253/545156/57810/14461/56711/78748/15205/29869/16971/319740/19055/53872/21803/13690/76893/97165/94091/14366/20681/17172/20353/18536/24088/18846/20720/67838/230598/18212/14912/11858/50913/19164/12724/18606/67095/329559/54712/12484/75788/224617/19211/19268/108138/20348/19262/217715/12064/67299/11538/18223/12166/12767/54713/27279/67784/216858/20361/217166/12017/14061/18759/18016/18121/71918/17242/22339/20357/232560/320191/229715/213084/387216/320790/21909/73181/19130/56717/26456/13844/83701/19047/14184/269878/723951/108151/23873/235611/14265/52822/13654/69807/12168/11865/13048/12568/19283/18627/13631/66515/233489/26395/74132/22415/20320/18222/20482/15364/18208/18015/20732/210108/67490/433759/72162/269951/68585/67287/17158/100313531/20238/20354/20562/27374/109880/238276/63953/26396/20869/20660/67414/216190/22068",309
"GO:0030900","GO:0030900","forebrain development","272/8338","425/28891",1.16661433687496e-51,3.77866383713798e-48,1.35818469114074e-48,"13395/16869/18741/18072/18423/13869/75409/231580/20349/192119/14836/22255/72832/13796/22408/14633/211612/20356/20315/19699/18080/15572/16568/242620/22414/67703/22062/11682/13046/18186/15251/381293/20675/11819/16870/21350/18032/107503/11921/56217/11444/18507/12667/244152/18227/20473/83431/19280/13865/13131/269295/16873/14173/16874/18991/12387/235439/18740/15531/50768/77630/22773/14472/22594/22416/65079/21375/22421/15565/246179/58208/18012/252838/11803/11925/65960/12316/13813/268882/15452/18420/22422/19091/12558/16485/73191/14183/19353/18128/18131/13797/67269/22417/76089/16795/16842/16777/18844/57752/13488/21821/329628/319565/21907/19378/30928/13392/20563/13555/20185/77579/18994/93760/102774/328365/15904/11783/14634/110350/13489/71877/226407/14168/170758/17701/20481/17356/668303/58234/65100/14013/22418/24136/17967/218772/72129/11924/15902/209012/14842/13175/59058/327826/21420/15387/18795/18187/21416/77582/18508/22174/70433/15182/12569/11820/233552/20359/67749/67378/30957/239719/15495/19876/16565/14682/75717/14360/218194/16975/232906/14359/13649/16974/81907/20689/20460/57810/19823/22771/14461/237847/15205/16536/58198/70762/94190/72338/13839/69601/231380/21418/17172/207615/18536/235380/18846/18293/19165/16875/223701/18212/20602/241062/14810/50913/19164/20466/18541/329559/19211/67299/18223/320165/21974/12166/12767/54713/15194/20361/12929/18016/18121/17242/64930/238057/100182/11878/12928/73710/320191/71137/320790/19130/74762/22627/77040/13844/14184/433693/22589/18992/68146/19305/30841/14042/12568/100609/668158/114142/19664/18424/244329/244585/192157/213326/68169/18222/73242/15364/18015/18124/433759/20664/68585/14534/56335/20562/18993/73668/20462/16560/76510",272
"GO:0007411","GO:0007411","axon guidance","182/8338","252/28891",2.93008559102596e-46,4.74527361466655e-43,1.70561824403932e-43,"13395/18211/16869/228994/107934/353237/18053/231044/20349/17181/13841/75847/210801/14633/13840/20356/20315/105689/19699/13138/399558/214968/12167/17128/107448/13723/58235/23964/18186/22326/108655/11491/14009/16870/13542/20430/11921/20355/19274/13642/12399/13848/14472/230857/22416/65079/21375/13636/104360/11876/58208/13508/11658/13866/21808/18007/22422/13639/73191/114873/140570/19353/18128/18131/18844/13837/22253/20563/19206/319504/14028/225743/77579/230316/13641/22323/16911/11735/14634/170758/52666/20266/14365/22418/18612/17967/12561/16573/13640/11924/18209/11787/53625/18187/20358/18508/16872/70433/93840/12569/11820/20359/20360/18845/30957/16572/14573/19876/13637/13643/108902/14462/13838/19277/13800/20352/232906/545156/237847/68193/16971/13839/22152/20353/223435/18846/270190/107515/21367/15229/54712/384569/20348/12064/13638/12767/54713/67784/20361/18121/22339/238057/11878/20357/73710/107751/26456/13844/269878/108151/235611/13654/12168/14042/16574/12568/22772/76884/13842/12215/11785/107449/18424/12661/22415/20320/14451/211187/11603/19649/18208/18124/53404/230735/226251/20354/20562/117606/68810/14026/17260/170822",182
"GO:0097485","GO:0097485","neuron projection guidance","182/8338","252/28891",2.93008559102596e-46,4.74527361466655e-43,1.70561824403932e-43,"13395/18211/16869/228994/107934/353237/18053/231044/20349/17181/13841/75847/210801/14633/13840/20356/20315/105689/19699/13138/399558/214968/12167/17128/107448/13723/58235/23964/18186/22326/108655/11491/14009/16870/13542/20430/11921/20355/19274/13642/12399/13848/14472/230857/22416/65079/21375/13636/104360/11876/58208/13508/11658/13866/21808/18007/22422/13639/73191/114873/140570/19353/18128/18131/18844/13837/22253/20563/19206/319504/14028/225743/77579/230316/13641/22323/16911/11735/14634/170758/52666/20266/14365/22418/18612/17967/12561/16573/13640/11924/18209/11787/53625/18187/20358/18508/16872/70433/93840/12569/11820/20359/20360/18845/30957/16572/14573/19876/13637/13643/108902/14462/13838/19277/13800/20352/232906/545156/237847/68193/16971/13839/22152/20353/223435/18846/270190/107515/21367/15229/54712/384569/20348/12064/13638/12767/54713/67784/20361/18121/22339/238057/11878/20357/73710/107751/26456/13844/269878/108151/235611/13654/12168/14042/16574/12568/22772/76884/13842/12215/11785/107449/18424/12661/22415/20320/14451/211187/11603/19649/18208/18124/53404/230735/226251/20354/20562/117606/68810/14026/17260/170822",182
"GO:0031346","GO:0031346","positive regulation of cell projection organization","280/8338","463/28891",4.62390810203424e-46,5.99073533699556e-43,2.15328099404205e-43,"18211/23965/14063/18053/68750/100310872/18049/16570/14025/22408/71653/17005/20356/101513/260409/11881/242274/20315/53860/19699/24001/18080/15572/11682/19713/21844/16590/74053/18186/234776/11491/56320/101565/26564/13542/20430/216739/216166/106298/93759/83431/18519/22240/68732/12396/319974/21812/29819/17919/50884/66713/20429/22416/75974/18189/192167/74055/252838/13508/231225/244058/54214/76709/228550/20616/14362/11423/18442/56226/14297/70083/245886/140570/19353/98733/17755/76089/17760/13047/18844/13837/17096/70237/16885/21821/12361/16412/69981/19735/14056/12323/74006/52513/18011/102774/13169/382056/59041/17356/20266/17762/50769/16150/320840/18643/214459/69871/22418/23854/108100/330914/17973/11352/24136/16400/12561/230872/13640/16001/223255/13803/15461/17295/228880/103199/18039/23969/15387/20393/13660/72844/73178/18845/14086/14348/23999/15507/19876/235072/13838/14360/71900/16975/232906/665113/75769/16974/11908/80913/170731/216344/74117/382253/80987/545156/20698/100294583/108686/22359/54198/16971/56699/319740/101314/69601/53872/14226/13857/23789/13690/15566/14366/12801/71461/241514/18846/18003/20720/12877/18708/230598/18212/50791/12305/52906/56430/11858/14810/20222/104445/18606/67095/54712/219103/12484/75788/18760/108672/224617/19268/217715/12064/11538/18223/21809/232944/27279/15194/67784/20361/14828/18759/68743/17242/22339/107746/73710/232560/229715/213084/72722/56717/13844/104215/269878/19205/723951/235611/14265/52822/26563/12168/13048/19283/13631/330863/66515/66573/233489/11785/26395/329165/29875/22415/68169/20320/18222/59002/11603/19649/234695/69710/20482/18208/18015/329795/11504/53404/381644/72162/19230/208727/18761/67287/14534/20354/13430/109880/192176/242687/208647/238276/26396/20869/353047/223593/67414/109905/12492/269254",280
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","275/8338","454/28891",1.90609398740272e-45,2.05794614173247e-42,7.39698228093826e-43,"110957/12577/20587/71276/17863/105837/12545/18671/118454/12914/70891/104394/70385/380694/18764/381293/83766/11491/16798/18032/11792/269424/20184/12428/67974/216166/244281/16600/448987/15468/107771/27214/18767/26951/75770/226026/106795/21987/66197/19650/76707/12445/70799/66671/59126/382985/12534/107976/19708/59036/18817/56190/18973/26931/78832/12447/19645/235041/12448/72772/12571/14841/18018/67155/69754/29861/20133/100088/16412/231600/50496/79263/12579/30949/14056/330177/12323/14235/72400/13555/68431/57261/66993/20135/93760/229776/18854/74370/15904/225182/72611/74996/19360/68592/24075/71375/77011/12572/17869/13871/12021/12443/54394/17257/70127/68067/69274/12298/15902/56469/53892/12366/320595/268697/108058/228714/15574/66209/12237/18795/12122/209334/11820/22137/50850/27354/68953/59046/218630/216021/22591/216965/13649/16906/67849/11651/218793/238271/19651/76843/17120/12043/12578/20460/23834/67991/13872/20620/237459/116733/229543/12144/68193/56317/18647/19055/28010/319651/235559/17222/52206/21803/105513/12193/27401/214498/26427/72290/12034/227331/19186/54601/50523/56453/228361/67045/12054/12649/77891/239985/26380/18027/75608/20466/12055/19357/70681/214444/67121/13559/219103/19211/18514/235661/20588/52679/17535/109019/81702/234736/269582/83383/68612/13383/19192/12444/67655/52563/50875/22687/12313/56150/13194/327799/19052/229841/57376/11920/68142/19891/723951/18555/20479/52468/67153/107995/194655/17283/18715/12568/66442/108989/12905/19054/114714/11479/330216/12236/13205/30963/69957/54124/83796/12575/13557/68251/72584/72508/11461/19684/11504/50927/14199/218294/102423/18761/11799/234069/12314/381921/12581/22410/107047/12449/12795/67941/237877/28036/12450/77044/67141/16319/216190/12452/83797",275
"GO:0016055","GO:0016055","Wnt signaling pathway","275/8338","460/28891",6.47352765742026e-44,5.99078745210978e-41,2.15329972604716e-41,"14180/13395/21414/18741/110957/666048/494504/107934/106042/56805/72780/20665/108079/83675/16973/13132/14836/22411/74493/22408/20356/20378/30838/66743/22601/12560/22414/59004/21844/22409/12550/18764/18033/18163/16798/105787/76365/26564/13542/71268/68667/269424/380702/17191/17127/14368/14773/67974/244152/14370/16600/20473/75723/14173/12387/103236/22416/21929/330096/27412/218581/319478/22421/19273/80288/233328/228357/66787/230824/20319/14367/100503386/12316/67122/12006/59036/22422/14362/104318/12558/75607/53614/11798/14183/19353/12447/18128/53883/239405/22417/192199/14783/16842/24117/77578/20729/22083/140577/56297/13726/319998/20437/12022/11984/328949/56274/67916/22420/216795/621976/56515/74996/98170/14634/13489/235497/170758/17869/56332/16825/68010/14365/22418/97064/12443/11352/24136/16400/114604/240756/56458/16348/219134/103583/14735/77938/72357/21416/20583/93687/70433/21951/15182/93840/67772/11820/381259/26941/14682/353310/15248/14462/19277/20668/665113/232341/13649/71890/16974/58231/20969/26401/20042/67457/195208/72043/68339/70122/54198/69217/58198/16646/18647/16971/14371/69601/20677/21803/14734/70790/68031/23802/214498/78560/21833/14366/50523/71461/24088/20439/12054/107515/20682/19164/242939/407821/15229/19211/232334/57265/93960/11538/18230/67943/18121/269523/21983/212398/20377/20379/17242/107746/232560/56736/53627/13194/12995/320587/58799/74775/73181/100201/80707/20680/14184/13393/21885/229473/360216/20479/380718/26563/14042/11865/107351/235542/21888/84092/227210/67087/19664/13205/17847/19042/219158/213326/226154/72114/22415/54624/12234/15364/329795/14296/70495/433759/14369/72345/21887/56484/72125/13144/22419/68889/14160/268980/22410/16469/73668/20869/67020/74256/68775/29811/12614",275
"GO:0198738","GO:0198738","cell-cell signaling by wnt","275/8338","462/28891",2.0423888066115e-43,1.65382433615366e-40,5.94442636871663e-41,"14180/13395/21414/18741/110957/666048/494504/107934/106042/56805/72780/20665/108079/83675/16973/13132/14836/22411/74493/22408/20356/20378/30838/66743/22601/12560/22414/59004/21844/22409/12550/18764/18033/18163/16798/105787/76365/26564/13542/71268/68667/269424/380702/17191/17127/14368/14773/67974/244152/14370/16600/20473/75723/14173/12387/103236/22416/21929/330096/27412/218581/319478/22421/19273/80288/233328/228357/66787/230824/20319/14367/100503386/12316/67122/12006/59036/22422/14362/104318/12558/75607/53614/11798/14183/19353/12447/18128/53883/239405/22417/192199/14783/16842/24117/77578/20729/22083/140577/56297/13726/319998/20437/12022/11984/328949/56274/67916/22420/216795/621976/56515/74996/98170/14634/13489/235497/170758/17869/56332/16825/68010/14365/22418/97064/12443/11352/24136/16400/114604/240756/56458/16348/219134/103583/14735/77938/72357/21416/20583/93687/70433/21951/15182/93840/67772/11820/381259/26941/14682/353310/15248/14462/19277/20668/665113/232341/13649/71890/16974/58231/20969/26401/20042/67457/195208/72043/68339/70122/54198/69217/58198/16646/18647/16971/14371/69601/20677/21803/14734/70790/68031/23802/214498/78560/21833/14366/50523/71461/24088/20439/12054/107515/20682/19164/242939/407821/15229/19211/232334/57265/93960/11538/18230/67943/18121/269523/21983/212398/20377/20379/17242/107746/232560/56736/53627/13194/12995/320587/58799/74775/73181/100201/80707/20680/14184/13393/21885/229473/360216/20479/380718/26563/14042/11865/107351/235542/21888/84092/227210/67087/19664/13205/17847/19042/219158/213326/226154/72114/22415/54624/12234/15364/329795/14296/70495/433759/14369/72345/21887/56484/72125/13144/22419/68889/14160/268980/22410/16469/73668/20869/67020/74256/68775/29811/12614",275
"GO:0060562","GO:0060562","epithelial tube morphogenesis","245/8338","395/28891",3.88006535764385e-43,2.79278482075743e-40,1.00382509603605e-40,"16869/18741/57246/18667/20472/106042/18141/18505/14463/16973/15227/20349/192119/64138/13841/22408/14633/20356/94275/20315/22601/13138/16568/17128/18504/15478/22414/19713/18764/18186/15251/15376/108655/19058/14048/16870/13982/13542/16814/20474/29876/11622/21393/17127/14368/13642/19227/14173/12387/50884/269152/50768/22160/22773/14472/22416/19335/73916/20471/233651/230824/244058/20319/94109/99377/67122/16372/21808/69718/14362/269593/21853/14183/140570/74533/18128/239405/107586/22417/18018/16842/18595/75605/329628/54710/14254/15110/21677/19378/20563/19206/17684/20496/16542/20191/20971/56274/24063/93760/18854/17769/22323/16911/102774/170823/22420/11783/14634/18109/105278/22431/20481/18510/58234/21385/17869/65100/18643/225164/14365/22418/18129/18612/19143/74392/18132/11352/24136/252973/11684/15431/54485/17295/19411/21420/21380/22034/17387/93840/15184/15213/234366/15402/14573/12370/270685/12977/19876/14462/13838/216021/13800/232906/21815/16974/216527/105782/58231/12043/20460/12367/15205/19401/58198/216285/22289/21803/14734/21418/12034/20681/20353/19014/71461/18747/98711/67937/225876/65256/107515/12305/71228/20682/19164/330409/15229/27428/243362/57265/18514/12767/67784/240641/18121/20377/17242/13383/22339/64930/238057/108156/11852/22158/13836/12826/73181/269878/69847/68146/114249/380718/211401/30841/14042/16373/68270/22772/76779/14260/19878/67661/12215/245866/207304/67087/15396/19664/226154/23908/12234/15364/18208/329795/18654/20732/11839/14534/56753/14160/18749/14312/17260/54006/26409/12614",245
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","258/8338","428/28891",3.60557075753854e-42,2.33568873673347e-39,8.39528685860554e-40,"233877/18211/27281/71966/14063/19395/18053/72065/319899/110596/100310872/245666/19419/17925/236915/11548/18049/210293/68813/236920/71653/260409/19699/24001/227801/22325/21844/18186/381293/14121/20401/18032/232227/19731/20430/215632/74194/99326/67790/19328/110351/74206/208869/13131/229541/99371/319974/50884/50768/66863/12549/65079/75974/19053/20662/56784/71704/74055/14062/11853/54153/13866/21808/74002/53322/69159/319939/268480/12558/105445/19353/214804/18128/235041/244418/109689/76089/12554/66922/19418/16412/77446/114713/54366/329877/56297/234353/20563/98710/214952/71544/432879/14235/57874/19877/24063/13169/26431/56382/56486/212307/11554/170758/117600/380711/233103/223881/16706/233071/110279/21927/18129/108100/12675/75687/330914/14570/11352/227377/16400/228359/99167/320484/19730/15461/19159/29815/14784/19769/68760/17295/108058/75547/22241/11517/14569/228355/93840/70727/228998/217692/19765/213498/12977/19876/74769/67657/64652/75415/232906/19414/23921/16800/170731/216344/70497/56350/57810/68178/13448/20620/108686/68339/57295/227743/104886/57257/56699/94190/21858/19415/101314/69601/270160/74563/330662/20166/105841/623279/19342/11845/14673/238130/78255/211255/11858/17532/76123/104445/19417/243362/26934/67299/56508/72729/216805/22630/23912/16211/12402/223601/64143/56289/320292/107746/12928/20163/11852/211673/13844/17311/104215/71746/26921/16410/11303/56349/107351/71085/241308/17165/216963/320404/16765/84092/19878/74012/330863/23881/18220/69632/26395/329165/12053/75104/20663/19157/18208/18015/19684/56041/12488/56715/68585/13430/59040/215449/242687/14745/11855/228850/24066/260299/246710/109905/74754/244668/12614",258
