"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034248","GO:0034248","regulation of amide metabolic process","140/3260","482/28891",7.85196769123103e-27,4.93967287455344e-23,2.91266675198928e-23,"56403/16418/13211/239528/234594/207214/12227/11816/14694/104382/100342/18753/56040/70207/224907/73826/18458/100037258/52874/11991/210529/236900/13685/19653/12696/22352/104001/15473/67630/73158/13665/319801/18024/213988/106338/66362/67579/78428/70354/244551/56334/18148/140488/17149/69956/234384/16341/234734/24127/213541/17690/72068/27373/56632/276770/72416/27050/229663/66118/56716/18755/104625/16549/75420/83485/19401/208643/50911/105193/21357/20677/64436/13144/23988/22059/18626/22695/19045/20660/67207/225363/53357/19317/17855/70769/140570/75901/27998/67031/328572/12567/192170/22171/52856/13684/15114/66612/27058/16201/212114/20683/13629/67267/20918/71787/22121/74112/13631/213753/15469/103135/13078/606496/75422/23879/226982/12051/378430/26987/11789/53817/12192/21453/66892/101543/110954/68966/22431/20167/140486/16210/217331/75388/22057/51810/27103/68581/69125/22226/382035",140
"GO:0006338","GO:0006338","chromatin remodeling","140/3260","489/28891",3.78474966248431e-26,1.19049300633444e-22,7.01971463715511e-23,"218214/20591/71148/109095/67628/22658/12566/16905/67210/99982/243842/97122/225131/16969/71041/66336/15375/110749/12005/208146/50721/76073/81898/18706/216850/66403/75339/17769/14683/15364/320790/224826/12053/244059/20586/66993/20926/50912/18508/52808/20230/19646/14815/18148/622675/50518/108671/381022/54343/56637/70252/241764/64707/13548/23837/319154/218973/77045/260423/56632/74026/56505/13990/13831/64050/223499/13619/30951/73473/268281/102991/319150/101631/22059/66511/18626/15078/12417/11461/235626/229700/218850/238247/15353/66233/18193/14897/51812/68845/30841/319151/19820/328572/116871/22632/22378/23808/210982/78783/78878/15161/20588/54169/217127/114741/15081/20918/214899/74112/319148/56456/50709/239364/17216/20924/606496/229542/15193/17192/15191/22715/21423/70802/12648/18676/27221/12189/68094/51810/18673/26992/328440/269610/107951/14462/72057/331623/18509/73884/14013",140
"GO:0007389","GO:0007389","pattern specification process","137/3260","498/28891",8.34787186299123e-24,1.75054872966926e-20,1.03220703316425e-20,"59024/21385/17130/22658/12227/19719/22773/16776/24069/75826/16917/12022/18424/19434/15229/15375/14174/12005/26407/66910/21407/81898/16848/20893/13641/18014/74025/319757/15208/72475/15205/15257/66993/18508/55927/18553/56334/269941/214575/544696/54713/22422/497652/20807/84653/224143/74019/14561/20465/24136/21813/106042/110796/11819/20997/20664/21415/13389/21380/20671/18128/13543/17240/20350/14843/71521/12151/16371/233651/18121/26419/15258/14182/23892/22059/15405/13390/15417/218850/15207/230824/13388/68897/15410/30841/328572/240590/22632/17292/70300/17427/18091/20472/14232/17701/15245/14573/14179/15376/14106/70028/16814/11789/27428/18119/18530/21869/14472/13198/15395/433809/12591/23863/17293/22255/14186/20473/22431/13590/21815/16373/15285/18504/11695/16842/13797/15110/12020/53883/109663/15111/15412/320145/18509/15433/18505/209448",137
"GO:0003002","GO:0003002","regionalization","128/3260","455/28891",2.91249517407757e-23,4.5806267850305e-20,2.70095605090773e-20,"59024/21385/17130/22658/12227/22773/16776/24069/75826/16917/12022/18424/15229/15375/14174/12005/26407/66910/21407/81898/16848/20893/18014/74025/319757/15208/72475/15205/15257/66993/18508/55927/18553/56334/269941/214575/544696/54713/22422/497652/20807/84653/224143/74019/14561/24136/21813/106042/110796/11819/20997/20664/21415/13389/21380/20671/18128/13543/17240/20350/14843/71521/12151/16371/18121/26419/15258/14182/23892/22059/15405/13390/15417/218850/15207/13388/68897/15410/30841/328572/240590/22632/17292/70300/17427/18091/20472/14232/17701/15245/14573/14179/15376/14106/16814/11789/18119/18530/21869/14472/13198/15395/433809/12591/23863/17293/14186/20473/22431/13590/21815/16373/15285/18504/11695/16842/13797/15110/12020/53883/109663/15111/15412/320145/18509/15433/18505/209448",128
"GO:0006417","GO:0006417","regulation of translation","119/3260","418/28891",3.44926862157717e-22,4.33986977966839e-19,2.55899423630272e-19,"56403/16418/13211/239528/234594/207214/12227/14694/104382/100342/56040/70207/224907/73826/18458/100037258/52874/11991/210529/13685/19653/12696/22352/15473/73158/13665/213988/106338/66362/67579/78428/70354/244551/56334/18148/140488/17149/69956/234384/16341/234734/24127/213541/17690/72068/276770/72416/27050/229663/66118/18755/104625/16549/75420/83485/19401/208643/50911/105193/21357/20677/64436/13144/18626/22695/19045/67207/225363/19317/17855/70769/140570/75901/27998/67031/328572/12567/192170/22171/52856/13684/27058/16201/212114/13629/67267/20918/71787/22121/74112/13631/213753/15469/103135/13078/75422/23879/226982/12051/378430/26987/53817/12192/21453/66892/101543/110954/68966/22431/140486/16210/217331/75388/22057/51810/27103/69125/22226/382035",119
"GO:0048562","GO:0048562","embryonic organ morphogenesis","100/3260","335/28891",1.78183417339911e-20,1.86825313080896e-17,1.10161116264183e-17,"72999/59024/24064/193385/21385/21416/22658/13844/22773/24069/18424/14174/20655/12005/54352/18109/12824/100169/30791/18014/74025/319757/14683/320790/15205/20586/15257/56847/18508/18208/56334/20807/21813/110796/20997/21380/20671/18128/13543/17240/12151/18121/17910/102502/20674/13544/14461/15258/14182/18124/21414/15405/109934/15417/224796/235626/230824/13388/15410/18605/30841/192170/13836/17292/114873/70300/21676/20683/18091/17921/20472/15530/17701/71461/14179/110253/14106/16814/18119/14472/433809/20473/18998/99683/50769/15373/18504/58250/217935/11695/100503041/22412/15110/12020/14462/109663/14368/15111/15412/22160",100
"GO:0008380","GO:0008380","RNA splicing","118/3260","449/28891",5.82291506951347e-19,5.23313695747275e-16,3.08570717367902e-16,"56403/53317/13211/68052/65105/109095/56194/78688/170791/54723/54614/66078/382073/107686/107701/67736/74044/16969/70233/67332/20637/18458/66801/107829/56361/664883/210529/102162/56706/27886/66354/81898/74255/20020/56215/22185/19653/12696/52897/103284/14105/68035/66185/22668/59013/20926/22184/18148/17149/225027/19826/13548/66464/12812/55934/216825/192196/74200/51796/16549/75062/67367/73473/110213/192159/19153/227707/19655/76167/56790/108013/208768/66618/217218/68183/229700/67207/72289/70616/19317/69731/83486/56036/276905/246103/209416/15388/192170/116748/11758/53975/233208/67039/83703/225895/20624/15469/57905/70312/319586/23879/276919/11877/53817/50783/13207/75956/171170/15381/22431/12748/237221/27370/51810/74111/72397/76183/207920",118
"GO:0060562","GO:0060562","epithelial tube morphogenesis","108/3260","395/28891",7.92299388515545e-19,6.23044431643912e-16,3.67376716464313e-16,"59024/24064/21385/18021/15478/18763/13001/22773/29876/16776/24069/15229/58234/15375/14174/50721/18109/100169/17979/12042/74025/20115/17769/319757/15364/15208/15205/18208/56334/14815/20807/74143/24136/21813/12374/106042/20997/21380/20671/18128/13543/104156/16371/233651/12850/18121/19401/14254/16772/20674/13544/12234/23892/69847/19045/235626/229700/230824/13388/50768/16911/140570/69903/30841/54612/12826/13836/78783/17292/70300/21676/73181/19303/18091/20472/15245/14573/71461/14179/15376/21803/14106/16814/20779/27428/18119/12631/14472/433809/20733/22431/21815/99683/16373/18504/67937/16842/22412/15110/14462/22337/21923/14368/54710/207920/15111/22160/18505",108
"GO:0009952","GO:0009952","anterior/posterior pattern specification","77/3260","240/28891",4.51527154878064e-18,3.15617481259767e-15,1.86103122080737e-15,"59024/22658/12227/22773/12022/18424/21407/81898/16848/20893/18014/319757/15208/72475/15205/15257/18508/55927/18553/56334/214575/54713/20807/84653/224143/14561/24136/106042/110796/11819/20997/21415/13389/21380/20671/18128/71521/12151/18121/15258/22059/15405/15417/218850/15207/13388/15410/30841/328572/22632/17292/70300/20472/17701/14179/15376/14106/11789/18119/18530/14472/13198/15395/12591/17293/20473/22431/13590/11695/16842/13797/53883/109663/15412/15433/18505/209448",77
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","116/3260","451/28891",6.86603879211787e-18,4.31942500412135e-15,2.54693902141299e-15,"68867/66597/80751/21762/14694/66244/81004/22410/225131/56424/12005/50721/224023/76454/77006/216150/50873/19359/110616/231672/226757/17846/74244/217379/24105/20747/224826/213990/56085/18024/19358/22213/14155/57443/53323/68034/68970/226144/56637/71492/106042/50789/70294/20438/101358/27373/59008/234684/108159/71472/56438/22284/104771/70620/223499/21372/68077/26419/57296/105193/17246/12234/244373/67025/56371/100494/11797/70247/14897/54609/170930/56468/12328/107035/14154/100041286/28199/20588/233902/224109/68795/22210/212114/53312/19179/193740/72053/54644/213753/606496/69554/83814/54197/11789/75234/66498/76375/19173/214931/13198/67163/50762/26374/20834/18521/13853/224727/327799/52551/12398/52033/217069/108086/211949/382035/22209",116
