"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008306","GO:0008306","associative learning","6/75","123/28891",8.34097020781339e-07,0.00141129215916202,0.00102111035280915,"53324/234593/243961/76898/210274/14810",6
"GO:0050890","GO:0050890","cognition","8/75","371/28891",5.46789714256053e-06,0.0042367009532637,0.00306537464765813,"14683/53324/234593/243961/76898/110147/210274/14810",8
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport","7/75","277/28891",7.85570517652215e-06,0.0042367009532637,0.00306537464765813,"14683/12311/13483/11840/140492/14810/242735",7
"GO:0007612","GO:0007612","learning","6/75","192/28891",1.09601603345629e-05,0.0042367009532637,0.00306537464765813,"53324/234593/243961/76898/210274/14810",6
"GO:0001708","GO:0001708","cell fate specification","5/75","117/28891",1.37569254474507e-05,0.0042367009532637,0.00306537464765813,"21384/260298/18996/23805/110147",5
"GO:0043388","GO:0043388","positive regulation of DNA binding","4/75","58/28891",1.59785834008839e-05,0.0042367009532637,0.00306537464765813,"18609/18996/214384/18997",4
"GO:0051101","GO:0051101","regulation of DNA binding","5/75","123/28891",1.75277226198853e-05,0.0042367009532637,0.00306537464765813,"18609/17702/18996/214384/18997",5
"GO:0007611","GO:0007611","learning or memory","7/75","331/28891",2.47614133350753e-05,0.00523703892036843,0.00378914785640692,"53324/234593/243961/76898/110147/210274/14810",7
"GO:0048286","GO:0048286","lung alveolus development","4/75","68/28891",3.00749674191305e-05,0.0054869498826557,0.00396996560503209,"214384/21412/104798/58994",4
"GO:0071392","GO:0071392","cellular response to estradiol stimulus","3/75","24/28891",3.26991294153116e-05,0.0054869498826557,0.00396996560503209,"17702/18996/18997",3
"GO:0050885","GO:0050885","neuromuscular process controlling balance","4/75","71/28891",3.56716599936245e-05,0.0054869498826557,0.00396996560503209,"109934/18996/243961/18997",4
"GO:0030324","GO:0030324","lung development","6/75","243/28891",4.12702272464683e-05,0.00575092842127391,0.00416096164858875,"214384/74123/20465/21412/104798/58994",6
"GO:0030323","GO:0030323","respiratory tube development","6/75","246/28891",4.41856202580147e-05,0.00575092842127391,0.00416096164858875,"214384/74123/20465/21412/104798/58994",6
"GO:1904888","GO:1904888","cranial skeletal system development","4/75","83/28891",6.58960376985665e-05,0.00768341369712852,0.00555917016906835,"668137/21384/14683/17702",4
"GO:0048705","GO:0048705","skeletal system morphogenesis","6/75","266/28891",6.81153696553947e-05,0.00768341369712852,0.00555917016906835,"668137/21384/14683/17702/18634/58994",6
"GO:0006887","GO:0006887","exocytosis","7/75","395/28891",7.5589579752853e-05,0.00780687229714357,0.00564849600695407,"13446/434246/109934/76787/11840/19214/58994",7
"GO:0060541","GO:0060541","respiratory system development","6/75","276/28891",8.34534312417713e-05,0.00780687229714357,0.00564849600695407,"214384/74123/20465/21412/104798/58994",6
"GO:0051098","GO:0051098","regulation of binding","7/75","405/28891",8.83296468335743e-05,0.00780687229714357,0.00564849600695407,"668137/18609/17702/18996/14694/214384/18997",7
"GO:0048663","GO:0048663","neuron fate commitment","4/75","90/28891",9.03795867105665e-05,0.00780687229714357,0.00564849600695407,"260298/18996/110147/16450",4
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","6/75","282/28891",9.3902027621209e-05,0.00780687229714357,0.00564849600695407,"12311/13483/11840/18997/14810/242735",6
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","5/75","176/28891",9.68938051063918e-05,0.00780687229714357,0.00564849600695407,"12311/13483/11840/14810/242735",5
"GO:0001958","GO:0001958","endochondral ossification","3/75","37/28891",0.000122521171942732,0.00863774262196258,0.00624965451620162,"14683/18634/58994",3
"GO:0014912","GO:0014912","negative regulation of smooth muscle cell migration","3/75","37/28891",0.000122521171942732,0.00863774262196258,0.00624965451620162,"234593/20563/214384",3
"GO:0036075","GO:0036075","replacement ossification","3/75","37/28891",0.000122521171942732,0.00863774262196258,0.00624965451620162,"14683/18634/58994",3
"GO:0045672","GO:0045672","positive regulation of osteoclast differentiation","3/75","38/28891",0.000132775159386251,0.00898622278726147,0.0065017899101562,"14683/18996/18997",3
"GO:0045165","GO:0045165","cell fate commitment","6/75","307/28891",0.000149197860145428,0.00970854875791671,0.00702441346612986,"21384/260298/18996/23805/110147/16450",6
"GO:0048665","GO:0048665","neuron fate specification","3/75","40/28891",0.000154923650392288,0.00970854875791671,0.00702441346612986,"260298/18996/110147",3
"GO:0007616","GO:0007616","long-term memory","3/75","43/28891",0.000192434312182873,0.0110620685676242,0.00800372386720602,"243961/110147/14810",3
"GO:0050905","GO:0050905","neuromuscular process","5/75","204/28891",0.000193145449613403,0.0110620685676242,0.00800372386720602,"109934/18996/243961/18997/14810",5
"GO:0010959","GO:0010959","regulation of metal ion transport","7/75","461/28891",0.000196135967511068,0.0110620685676242,0.00800372386720602,"14683/12311/13483/11840/140492/14810/242735",7
"GO:0060349","GO:0060349","bone morphogenesis","4/75","112/28891",0.000210422181016588,0.0114253724093127,0.00826658461616937,"14683/17702/18634/58994",4
"GO:0034767","GO:0034767","positive regulation of monoatomic ion transmembrane transport","5/75","209/28891",0.000216082693320334,0.0114253724093127,0.00826658461616937,"12311/13483/11840/14810/242735",5
"GO:0006305","GO:0006305","DNA alkylation","3/75","51/28891",0.000319922240943429,0.015920836225773,0.0115191816166318,"14683/13435/110147",3
"GO:0006306","GO:0006306","DNA methylation","3/75","51/28891",0.000319922240943429,0.015920836225773,0.0115191816166318,"14683/13435/110147",3
"GO:0043268","GO:0043268","positive regulation of potassium ion transport","3/75","52/28891",0.000338877684946225,0.0159272511924726,0.0115238230290193,"13483/140492/242735",3
"GO:2000677","GO:2000677","regulation of transcription regulatory region DNA binding","3/75","52/28891",0.000338877684946225,0.0159272511924726,0.0115238230290193,"17702/18996/18997",3
"GO:0021940","GO:0021940","positive regulation of cerebellar granule cell precursor proliferation","2/75","11/28891",0.000360213797072975,0.0160651574949162,0.0116236021939701,"16873/94187",2
"GO:0048565","GO:0048565","digestive tract development","4/75","129/28891",0.000360801409460294,0.0160651574949162,0.0116236021939701,"18609/214384/74123/21412",4
"GO:0032355","GO:0032355","response to estradiol","3/75","54/28891",0.000378926706460323,0.0164306373666899,0.0118880373631084,"17702/18996/18997",3
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","6/75","367/28891",0.000388431143420566,0.0164306373666899,0.0118880373631084,"12311/13483/11840/140492/14810/242735",6
"GO:0048701","GO:0048701","embryonic cranial skeleton morphogenesis","3/75","55/28891",0.000400042452322944,0.0165090690080591,0.0119447849050471,"668137/21384/14683",3
"GO:0060348","GO:0060348","bone development","5/75","242/28891",0.000423709385015003,0.0170694352248901,0.0123502259341466,"14683/17702/84505/18634/58994",5
"GO:0030316","GO:0030316","osteoclast differentiation","4/75","138/28891",0.000465724791471937,0.0183257290039655,0.0132591905136319,"14683/18996/12311/18997",4
"GO:0010642","GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway","2/75","13/28891",0.000509131973382097,0.0186731164581078,0.0135105352997259,"234593/214384",2
"GO:1902667","GO:1902667","regulation of axon guidance","2/75","13/28891",0.000509131973382097,0.0186731164581078,0.0135105352997259,"20563/18997",2
"GO:0043547","GO:0043547","positive regulation of GTPase activity","5/75","253/28891",0.000518562957443162,0.0186731164581078,0.0135105352997259,"14683/109934/14694/23805/75974",5
"GO:0055123","GO:0055123","digestive system development","4/75","142/28891",0.000518697679391884,0.0186731164581078,0.0135105352997259,"18609/214384/74123/21412",4
"GO:0021936","GO:0021936","regulation of cerebellar granule cell precursor proliferation","2/75","14/28891",0.000592988707448965,0.0206003797266052,0.0149049655481161,"16873/94187",2
"GO:0098815","GO:0098815","modulation of excitatory postsynaptic potential","3/75","63/28891",0.000596583100829583,0.0206003797266052,0.0149049655481161,"668137/243961/14810",3
"GO:0035176","GO:0035176","social behavior","3/75","64/28891",0.00062476018488872,0.0211418846566343,0.0152967598952754,"243961/210274/14810",3
"GO:0045055","GO:0045055","regulated exocytosis","5/75","267/28891",0.000661417699067355,0.0219435048396464,0.0158767550880358,"13446/109934/76787/11840/19214",5
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","3/75","66/28891",0.000683633226445488,0.0222443734451109,0.0160944421529575,"234593/214384/58994",3
"GO:0051703","GO:0051703","biological process involved in intraspecies interaction between organisms","3/75","67/28891",0.00071434909208174,0.0228052578075907,0.0165002580752942,"243961/210274/14810",3
"GO:0042048","GO:0042048","olfactory behavior","2/75","16/28891",0.000779336845849299,0.0244192211699447,0.0176680068561936,"243961/14810",2
"GO:0060350","GO:0060350","endochondral bone morphogenesis","3/75","70/28891",0.000811731610784338,0.0249718160990382,0.0180678251357356,"14683/18634/58994",3
"GO:0010832","GO:0010832","negative regulation of myotube differentiation","2/75","17/28891",0.000881764363648446,0.0263945909873858,0.0190972435724336,"434246/214384",2
"GO:0007613","GO:0007613","memory","4/75","164/28891",0.000889179483617608,0.0263945909873858,0.0190972435724336,"243961/110147/210274/14810",4
"GO:0048168","GO:0048168","regulation of neuronal synaptic plasticity","3/75","73/28891",0.000917167966499462,0.0267560034365015,0.0193587358446257,"76787/140492/14810",3
"GO:0001967","GO:0001967","suckling behavior","2/75","18/28891",0.000990318456392493,0.0275174250352236,0.0199096462087626,"18996/14810",2
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","3/75","75/28891",0.000992058467581938,0.0275174250352236,0.0199096462087626,"14683/18996/18997",3
