"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030900","GO:0030900","forebrain development","183/4883","425/28891",2.87761730082094e-37,1.85174673307827e-33,9.31136377128795e-34,"13395/16869/18741/18072/18423/13869/75409/231580/20349/192119/14836/22255/72832/13796/22408/14633/211612/20356/20315/19699/18080/15572/16568/242620/22414/67703/22062/11682/13046/18186/15251/381293/20675/11819/16870/21350/18032/107503/11921/56217/11444/18507/12667/244152/18227/20473/83431/19280/13865/13131/269295/16873/14173/16874/18991/12387/235439/18740/15531/50768/77630/22773/14472/22594/22416/65079/21375/22421/15565/246179/58208/18012/252838/11803/11925/65960/12316/13813/268882/15452/18420/22422/19091/12558/16485/73191/14183/19353/18128/18131/13797/67269/22417/76089/16795/16842/16777/18844/57752/13488/21821/329628/319565/21907/19378/30928/13392/20563/13555/20185/77579/18994/93760/102774/328365/15904/11783/14634/110350/13489/71877/226407/14168/170758/17701/20481/17356/668303/58234/65100/14013/22418/24136/17967/218772/72129/11924/15902/209012/14842/13175/59058/327826/21420/15387/18795/18187/21416/77582/18508/22174/70433/15182/12569/11820/233552/20359/67749/67378/30957/239719/15495/19876/16565/14682/75717/14360/218194/16975/232906/14359/13649/16974/81907/20689/20460/57810/19823/22771/14461/237847/15205/16536",183
"GO:0060562","GO:0060562","epithelial tube morphogenesis","163/4883","395/28891",1.0646262365411e-30,3.42543491607098e-27,1.72245318480386e-27,"16869/18741/57246/18667/20472/106042/18141/18505/14463/16973/15227/20349/192119/64138/13841/22408/14633/20356/94275/20315/22601/13138/16568/17128/18504/15478/22414/19713/18764/18186/15251/15376/108655/19058/14048/16870/13982/13542/16814/20474/29876/11622/21393/17127/14368/13642/19227/14173/12387/50884/269152/50768/22160/22773/14472/22416/19335/73916/20471/233651/230824/244058/20319/94109/99377/67122/16372/21808/69718/14362/269593/21853/14183/140570/74533/18128/239405/107586/22417/18018/16842/18595/75605/329628/54710/14254/15110/21677/19378/20563/19206/17684/20496/16542/20191/20971/56274/24063/93760/18854/17769/22323/16911/102774/170823/22420/11783/14634/18109/105278/22431/20481/18510/58234/21385/17869/65100/18643/225164/14365/22418/18129/18612/19143/74392/18132/11352/24136/252973/11684/15431/54485/17295/19411/21420/21380/22034/17387/93840/15184/15213/234366/15402/14573/12370/270685/12977/19876/14462/13838/216021/13800/232906/21815/16974/216527/105782/58231/12043/20460/12367/15205/19401",163
"GO:0048562","GO:0048562","embryonic organ morphogenesis","144/4883","335/28891",1.72540979687285e-29,3.70100401429227e-26,1.8610209528376e-26,"26927/14180/13395/21414/16869/18741/57246/20472/18423/11994/14463/15227/14836/22411/22408/14633/20378/21906/22601/73750/109934/14581/16568/11941/109205/18504/231070/15430/18764/15251/212712/14048/54352/76365/26564/13542/16814/11921/111970/20474/58250/21393/17127/14368/18507/20473/72747/12387/21812/15531/50884/22160/22773/20429/14472/12393/22416/13636/110253/15410/73916/18012/20471/107587/230824/14367/71175/110805/21808/97031/106947/14183/114873/19353/18128/107586/26413/22295/13396/18595/15110/21677/14051/19378/13392/20204/504186/17684/19662/20191/16470/60613/11694/18994/320398/93760/216795/14634/18109/17701/18510/19712/21385/15284/17869/50769/14238/110279/225164/12020/14365/69871/22418/18129/14683/15404/12151/218772/252973/15902/15431/15401/327826/19411/226844/21380/21416/18508/17387/93840/15530/15402/67671/26941/270685/20666/14462/216021/16974/105782/15434/20460/14461/15205",144
"GO:0007411","GO:0007411","axon guidance","119/4883","252/28891",4.14092577335319e-29,5.32937147030556e-26,2.67983280574478e-26,"13395/18211/16869/228994/107934/353237/18053/231044/20349/17181/13841/75847/210801/14633/13840/20356/20315/105689/19699/13138/399558/214968/12167/17128/107448/13723/58235/23964/18186/22326/108655/11491/14009/16870/13542/20430/11921/20355/19274/13642/12399/13848/14472/230857/22416/65079/21375/13636/104360/11876/58208/13508/11658/13866/21808/18007/22422/13639/73191/114873/140570/19353/18128/18131/18844/13837/22253/20563/19206/319504/14028/225743/77579/230316/13641/22323/16911/11735/14634/170758/52666/20266/14365/22418/18612/17967/12561/16573/13640/11924/18209/11787/53625/18187/20358/18508/16872/70433/93840/12569/11820/20359/20360/18845/30957/16572/14573/19876/13637/13643/108902/14462/13838/19277/13800/20352/232906/545156/237847",119
"GO:0097485","GO:0097485","neuron projection guidance","119/4883","252/28891",4.14092577335319e-29,5.32937147030556e-26,2.67983280574478e-26,"13395/18211/16869/228994/107934/353237/18053/231044/20349/17181/13841/75847/210801/14633/13840/20356/20315/105689/19699/13138/399558/214968/12167/17128/107448/13723/58235/23964/18186/22326/108655/11491/14009/16870/13542/20430/11921/20355/19274/13642/12399/13848/14472/230857/22416/65079/21375/13636/104360/11876/58208/13508/11658/13866/21808/18007/22422/13639/73191/114873/140570/19353/18128/18131/18844/13837/22253/20563/19206/319504/14028/225743/77579/230316/13641/22323/16911/11735/14634/170758/52666/20266/14365/22418/18612/17967/12561/16573/13640/11924/18209/11787/53625/18187/20358/18508/16872/70433/93840/12569/11820/20359/20360/18845/30957/16572/14573/19876/13637/13643/108902/14462/13838/19277/13800/20352/232906/545156/237847",119
"GO:0007389","GO:0007389","pattern specification process","187/4883","498/28891",8.31275513528002e-29,8.91542988258782e-26,4.48305426067558e-26,"16869/18741/57246/20472/106042/18423/15206/13869/83675/320145/18505/14463/16973/15227/14836/22255/22411/13796/22408/14633/15424/66743/233826/19699/17537/12167/16568/17128/18504/242620/22414/15430/18764/18186/23872/15251/15376/29871/11819/212712/14048/16870/76365/26564/13542/16814/21393/207165/17127/12667/13082/380614/17130/23893/21388/20473/13865/14173/17965/12387/21812/50884/17300/75691/83561/22773/14472/22416/546143/21375/19335/27412/22421/15410/73916/78405/18012/20471/233651/228357/232174/230824/20319/17765/14367/68922/235320/20465/67122/16372/12006/13813/15395/22422/240888/320772/73191/14183/79362/18128/13797/53883/244631/107586/16842/24117/15214/21892/21821/15110/19378/13392/19206/17684/12705/12022/11694/66993/24063/100121/140484/13641/67694/22420/14634/110350/105278/22431/17701/20481/24075/18510/66248/56198/21385/16917/16825/225164/12020/22418/18129/14313/17536/24136/15404/12151/11308/15431/237222/54485/16348/11481/382089/59058/15401/327826/546726/19411/210510/21380/18187/18508/93840/15213/234219/15402/18845/240590/18088/13798/11480/14573/231413/19876/109065/21815/16974/22632/68897/15434/226352/20460/57810/22771/194908/15205/70122",187
"GO:0050767","GO:0050767","regulation of neurogenesis","185/4883","494/28891",2.41171730041405e-28,2.21705726116635e-25,1.11482992202599e-25,"15206/22341/18096/20665/17863/20194/20349/192119/18049/14025/13841/235402/71653/14083/20356/20315/118454/19699/24001/22601/13138/18080/214968/242620/23966/22062/21844/16590/12550/28000/74053/18186/22326/69743/15251/12306/56320/16870/107503/20430/11921/20355/12385/18742/239667/216049/83431/19280/13131/14173/20585/12387/29819/17919/103743/66713/30948/20429/22416/65079/22421/15410/13508/228357/244058/54214/17756/12316/228550/20616/18420/22422/11423/16835/14297/70083/245886/73191/140570/79362/98733/19645/18128/17755/76089/17760/13047/16842/15214/18844/17096/70237/16885/14254/12361/16412/21907/56381/13392/12579/14056/20563/12323/74006/16542/17190/225908/13555/13003/18011/66993/22629/13169/15904/14634/13489/18109/14168/59041/20481/17356/58234/56198/19712/15901/17762/17869/14365/22418/18129/108100/17257/12677/104015/330914/53605/24136/22129/12561/13640/15902/14375/54485/17295/50849/22241/330790/319583/17196/18039/73940/20393/20358/18508/70433/15182/15213/234219/20359/20360/18845/18088/23999/19876/13643/20666/13838/20352/16975/14359/16800/665113/13649/170731/19697/216344/74117/382253/545156/57810/14461/56711/78748/15205/29869",185
"GO:0060485","GO:0060485","mesenchyme development","136/4883","316/28891",5.4571873081941e-28,4.38962504102863e-25,2.20728865597219e-25,"14180/18741/57246/20472/106042/13869/20665/18570/18505/14463/15227/20349/192119/114774/21814/13132/14836/22411/14083/20356/20378/52662/22601/13138/214968/17128/18504/76566/19713/21844/22409/18186/15251/15376/242509/19058/16401/20355/20474/17127/12667/13082/21388/12387/21812/50884/17300/231858/22160/22773/14472/22416/13636/80294/18188/76707/20471/80288/233651/20319/12006/13813/21808/22422/12558/21849/14183/18128/107586/22417/18018/26413/16842/15214/13837/15110/21677/67040/19378/13731/22722/14056/114716/17684/19877/24063/13641/22431/17701/24075/246154/56198/21385/17869/65100/15384/384009/68010/22418/97064/18132/16449/666794/24136/17967/240756/208177/11490/546726/21380/18187/20358/21416/83395/18508/20583/171463/15182/93840/15213/20359/20360/15402/102693/14573/19876/353310/14462/13838/20352/71890/16974/71878/226352/12043/15205",136
"GO:0090596","GO:0090596","sensory organ morphogenesis","137/4883","322/28891",1.3929802455507e-27,9.95980875568753e-25,5.00821201733668e-25,"26927/14180/13395/16869/18741/23965/20472/18423/14107/11994/20510/14836/22408/14633/67231/20378/21906/73750/109934/14581/11941/109205/18504/231070/58235/329941/64379/69743/15251/14048/54352/76365/26564/13542/11921/30923/20474/18742/21393/14368/19274/244152/380614/20473/72747/387178/14173/12387/29819/237979/12368/236266/22160/22773/14472/22416/110253/58998/20471/13508/107587/232174/230824/14367/71175/218756/97031/14183/19353/18128/67269/16795/26413/22295/19126/241688/13396/14254/14051/56297/20204/504186/270120/17684/16542/19662/16470/60613/18994/320398/100121/93760/102774/15312/14634/225998/17701/20481/18510/21834/19712/21385/17869/50769/14238/110279/12020/14365/22418/18129/12677/16449/218772/29815/14685/59058/327826/19411/21380/114889/18508/15182/11911/93840/67671/26941/19213/20666/14462/216021/16974/22632/105782/170731/12043/57810/14461",137
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","165/4883","428/28891",4.83048724404797e-27,3.10841854154487e-24,1.56304397770563e-24,"233877/18211/27281/71966/14063/19395/18053/72065/319899/110596/100310872/245666/19419/17925/236915/11548/18049/210293/68813/236920/71653/260409/19699/24001/227801/22325/21844/18186/381293/14121/20401/18032/232227/19731/20430/215632/74194/99326/67790/19328/110351/74206/208869/13131/229541/99371/319974/50884/50768/66863/12549/65079/75974/19053/20662/56784/71704/74055/14062/11853/54153/13866/21808/74002/53322/69159/319939/268480/12558/105445/19353/214804/18128/235041/244418/109689/76089/12554/66922/19418/16412/77446/114713/54366/329877/56297/234353/20563/98710/214952/71544/432879/14235/57874/19877/24063/13169/26431/56382/56486/212307/11554/170758/117600/380711/233103/223881/16706/233071/110279/21927/18129/108100/12675/75687/330914/14570/11352/227377/16400/228359/99167/320484/19730/15461/19159/29815/14784/19769/68760/17295/108058/75547/22241/11517/14569/228355/93840/70727/228998/217692/19765/213498/12977/19876/74769/67657/64652/75415/232906/19414/23921/16800/170731/216344/70497/56350/57810/68178/13448/20620/108686/68339/57295/227743",165
