gene,exo_peaks,endo_peaks,exo_signal,endo_signal,enrichment
mt-Rnr2,8,4,0.18614938500218253,2.0244648485626895,0.0919499220420365
Gm37349,2,1,1.2991867569876625,0.23550969217433007,1.2991867569876625
Rpl17-ps10,1,0,0.49318039992740353,0.0,0.49318039992740353
Gm24514,4,6,3.080115890235291,3.824774148440736,0.8053066065328267
Rn7s2,5,5,2.66059212975186,4.44870233443089,0.5980602723540555
Gm25395,2,2,1.3513834487382859,0.8217852808325596,1.3513834487382859
Gm10221,1,2,0.05294291478998105,0.7589228909359127,0.05294291478998105
Tpd52l1,48,37,22.526260742778256,15.469034831117321,1.4562163049413208
Tmem117,221,165,105.69019470669528,85.08157922284512,1.2422218260649842
Gm21596,2,0,0.6767328346954166,0.0,0.6767328346954166
Gm8430,0,1,0.0,0.8918911911220875,0.0
4732491K20Rik,6,8,3.4167104650021884,4.9257568557677835,0.6936417214750283
4930578M01Rik,14,11,9.362095339441137,8.852926852117863,1.0575141414617548
Gm14303,2,0,1.5634314045835844,0.0,1.5634314045835844
Rpl23a-ps3,2,3,0.8989068818834525,1.4935421742176076,0.6018624029511219
4833445I07Rik,10,10,6.753484349810898,7.999320949562737,0.8442572053794216
9530036M11Rik,9,4,3.9511141636157108,2.8068565913494683,1.4076651353662892
Dhdh,21,11,7.947773562023667,7.565407467381801,1.0505413748420604
Tspo,18,12,10.854558977978769,6.510289951337155,1.6672927103268789
Rpl34-ps1,4,2,2.7823768465881744,1.6273940800605056,1.7097130195316474
Rpl31-ps8,2,2,1.0641691815085612,0.8210733513404891,1.0641691815085612
Scarna2,5,7,3.8709412079493597,4.4380518443340815,0.8722163110580302
Atp8b1,67,59,32.621379637120285,28.40119820704999,1.1485916685382211
Col19a1,120,85,58.90671962300078,38.966746735966126,1.5117176710220501
Gm17096,4,3,2.5422869750856005,0.5611491799509231,2.5422869750856005
Smtnl2,29,14,14.528506633464245,8.718709645735823,1.666359727963862
Gm12319,8,10,5.325239662438908,7.085218746842132,0.7515984830831591
Gm9396,2,2,0.8229497765384997,0.7080682346358351,0.8229497765384997
Acat3,15,16,8.207105360398035,9.952472238230317,0.8246298169888057
9330159M07Rik,1,0,0.00870164063218669,0.0,0.00870164063218669
Susd1,115,90,61.17207581871524,48.93592915574628,1.2500442287307043
Il13ra1,20,9,7.733704307616136,2.7864153300529955,2.775503071707923
Gm26448,4,6,0.372893472384691,2.418698269578538,0.15417114117738556
Lrrn4,12,5,6.301138425146382,2.0693042984801853,3.045051629078573
Hist1h2ao,1,1,0.9550606921487604,0.9418266659289181,0.9550606921487604
Map2k3os,16,15,7.708830221836181,8.439086115558476,0.9134674200828476
Rps3a3,2,0,0.6708032024793389,0.0,0.6708032024793389
Gm13493,1,4,0.1060272178857481,2.1814752391494334,0.04860344778751125
Loxl2,7,6,4.819473150721473,4.666559775057599,1.0327679024880778
Gm11478,1,2,0.25914355966714986,0.8342196022083188,0.25914355966714986
Ticam2,19,13,12.715654340034234,7.960340891348965,1.59737560408414
Nrn1,20,13,10.450057401176414,7.8170269119128095,1.3368327266791138
Gm5560,0,1,0.0,0.5927040490566894,0.0
Rmrp,5,4,1.6050778456637305,1.8975055160607277,0.8458883687442
Gm15501,0,1,0.0,0.828906840775374,0.0
Tmem238,8,8,6.495975573634519,5.001794337734092,1.298729043021253
Gm37174,5,5,2.044843454621351,2.915778033562091,0.7013028533325105
Gm14586,2,1,0.8095832411373791,0.294839204842362,0.8095832411373791
Ly75,54,29,27.6302592301897,13.706801515566765,2.0158064738013546
Dnaaf2,10,10,5.76379891760804,5.415035159804107,1.064406554622731
Oxld1,5,2,2.8756380003822937,1.6157218907855775,1.7797852568452448
Gm6170,1,0,0.0072830578512396785,0.0,0.0072830578512396785
Gm13502,1,0,0.11914643595041322,0.0,0.11914643595041322
Gm5879,1,2,0.93416451446281,0.8328931646891407,0.93416451446281
