gene_id,gene_name,expression_status,log2FoldChange,padj,promoter_methylation,promoter_cpg_count,gene_body_methylation,gene_body_cpg_count,mecp2_bound,binding_type,exo_signal,endo_signal,promoter_cpg_density,promoter_cpg_class,unexpected_pattern
ENSMUSG00000025903,Lypla1,downregulated,-0.508324052,0.031072576,99.6163958679548,0,100.0,0,True,both,235.09242695798727,37.104364074202586,0.0,,False
ENSMUSG00000033813,Tcea1,unchanged,8.98311e-05,0.999963205,99.58365312349501,0,100.0,0,True,both,528.419490549465,348.1378596635868,0.0,,False
ENSMUSG00000033793,Atp6v1h,unchanged,0.047130014,0.81134471,83.33332183054824,0,100.0,0,True,both,48.58155454772463,39.023866029062056,0.0,,False
ENSMUSG00000025907,Rb1cc1,unchanged,-0.202114474,0.145001894,99.9999999999988,0,100.0,0,True,both,216.6621068586924,19.48817954014497,0.0,,False
ENSMUSG00000033740,St18,unchanged,-0.060430225,0.923688627,83.33333333333333,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000051285,Pcmtd1,unchanged,-0.069085801,0.662033879,99.84805467099547,0,100.0,0,True,both,1332.1939870409735,985.0725027101456,0.0,,False
ENSMUSG00000103509,Gm38372,unchanged,0.217017746,0.658220648,99.99988575844986,0,83.33333333333333,0,False,,,,0.0,,False
ENSMUSG00000061024,Rrs1,unchanged,0.058230196,0.843269994,83.32803120680275,0,99.99999904358519,0,True,both,339.29806141212526,245.3673994761368,0.0,,False
ENSMUSG00000025911,Adhfe1,unchanged,0.133344421,0.654179361,99.99990818937131,0,100.0,0,True,both,339.29806141212526,245.3673994761368,0.0,,False
ENSMUSG00000025915,Sgk3,unchanged,-0.170685446,0.609168028,93.19518142302154,0,100.0,0,True,both,17.13124580443841,30.231606398213017,0.0,,False
ENSMUSG00000056763,Cspp1,unchanged,-0.13902728,0.460322576,83.33233423982023,0,100.0,0,True,both,193.5189690228836,169.2261153914792,0.0,,False
ENSMUSG00000048960,Prex2,unchanged,-0.140228014,0.769729265,99.67854113215088,0,100.0,0,True,both,15.93418771667838,5.916581870083733,0.0,,False
ENSMUSG00000057715,A830018L16Rik,unchanged,-0.106818516,0.593334738,74.79574627906423,0,100.0,0,True,both,129.89621067509063,53.11340943943901,0.0,,False
