gene,exo_peaks,endo_peaks,exo_signal,endo_signal,enrichment
1700006J14Rik,0,3,0.0,1.264149436929393,0.0
Gm26703,0,3,0.0,0.7369707992907136,0.0
Afap1l2,0,3,0.0,1.6141902355883833,0.0
Tmem256,2,3,1.7300323561133446,2.8982005342740607,0.5969332817567373
Ndrg2,0,2,0.0,0.4543393274554407,0.0
Prkch,0,1,0.0,0.11586206896551722,0.0
Dusp10,0,2,0.0,0.36758558726027835,0.0
Arrdc4,1,2,0.36451612903225805,0.9420454193388481,0.36451612903225805
Tpmt,2,3,0.3146386900676537,1.9875044607131838,0.15830841957192424
Blvrb,0,1,0.0,0.431266846361186,0.0
Hmga2,0,3,0.0,1.264149436929393,0.0
Dctpp1,0,1,0.0,0.4348607367475292,0.0
Sgip1,0,1,0.0,0.06620689655172413,0.0
Glce,0,1,0.0,0.20934411500449238,0.0
Mvd,1,2,0.18541033434650453,0.5859007962326114,0.18541033434650453
Mrpl18,0,2,0.0,0.858632462744369,0.0
Narf,1,3,0.7032258064516129,1.614521892404805,0.4355628807263611
1110059E24Rik,1,1,0.1387096774193548,0.123989218328841,0.1387096774193548
Tmcc3,2,3,0.815972154132758,2.373104678641933,0.34384161873538505
Ldlrad4,0,1,0.0,0.04492362982929022,0.0
Sox5,0,1,0.0,0.47798742138364786,0.0
Aif1l,0,2,0.0,0.9697530749450074,0.0
Slc6a11,3,7,1.7130502990489265,3.988415687383703,0.42950645903527745
Hmgb2,0,1,0.0,0.5085354896675652,0.0
Sec11c,0,1,0.0,0.09379310344827586,0.0
Tpt1,0,1,0.0,0.23180592991913745,0.0
Hmgcs1,2,3,0.8931463869006766,1.356309698281031,0.6585121289279569
Cd9,0,1,0.0,0.38544474393531,0.0
