gene,exo_peaks,endo_peaks,exo_signal,endo_signal,enrichment
Arhgef19,0,2,0.0,0.22665427394119653,0.0
Zfpm1,0,1,0.0,0.6388140161725068,0.0
Lipg,2,3,1.2874889695068146,2.495371249602151,0.5159508709223468
B230311B06Rik,0,3,0.0,0.8377645711700292,0.0
Man1c1,0,2,0.0,0.18276667596121082,0.0
Tcf7l1,1,1,0.06129032258064515,0.5139263252470799,0.06129032258064515
Pcdhga2,0,1,0.0,0.2340862422997947,0.0
Nrxn2,0,2,0.0,0.38793692102735694,0.0
Mmp2,1,0,0.015197568389057736,0.0,0.015197568389057736
Gm807,2,3,1.6485243651338366,2.8678475509003527,0.5748298456855864
Slc25a42,2,3,1.6879105794685754,2.7366009540490084,0.6167909051450062
Pcdhga1,0,1,0.0,0.2340862422997947,0.0
Shank2,0,1,0.0,0.03324348607367477,0.0
Gdpd5,0,1,0.0,0.27672955974842767,0.0
Rfx1,2,3,0.6420923619962742,1.4073802370000597,0.4562323280629149
Dnm3,0,2,0.0,1.1354921461102334,0.0
Gnao1,2,3,0.7335425041670752,2.67024306727844,0.27471001166748277
Col5a3,0,1,0.0,0.4546271338724169,0.0
Kcnq3,0,1,0.0,0.012578616352201295,0.0
Aldh1l1,0,4,0.0,0.9632927471574185,0.0
Fgfr2,0,1,0.0,0.23360287511230907,0.0
Tns1,1,1,0.04193548387096772,0.09793103448275862,0.04193548387096772
Bcar1,2,1,0.6669085204431806,0.39263252470799637,0.6669085204431806
Cacng5,0,3,0.0,2.161800874221534,0.0
Pcdhgb2,0,1,0.0,0.2340862422997947,0.0
Rfx2,0,1,0.0,0.017070979335130344,0.0
Sept4,2,3,1.2650357878223355,1.3872562575788547,0.9118976980000597
Nlgn2,2,3,1.7300323561133446,2.8982005342740607,0.5969332817567373
Btbd17,2,3,1.6975291695264243,2.3184383231929924,0.7321864690316879
Slc1a4,2,3,0.9575840768702814,2.6207143591927142,0.3653904797031203
Mdga1,0,2,0.0,0.7069802026210614,0.0
Rnf44,0,3,0.0,1.3989738441604593,0.0
Fyco1,0,1,0.0,0.08086253369272241,0.0
Dlg5,0,1,0.0,0.43575920934411505,0.0
Amotl2,1,3,0.351063829787234,1.084597006444281,0.3236813560256394
Tom1l2,4,5,2.4319541131483478,3.4813361979105535,0.6985691627852463
Samd4b,2,3,0.1366604569075399,1.8506506721622171,0.07384454503662323
Mboat7,0,2,0.0,0.4547119998671663,0.0
Mtss1,0,2,0.0,0.6886649936487282,0.0
Ulk1,0,1,0.0,0.17610062893081768,0.0
Dock4,2,2,0.31381507990979507,0.5834358831365988,0.31381507990979507
Aox1,0,2,0.0,0.670498550820894,0.0
Myo18a,1,3,0.4838709677419355,1.5088024142148886,0.32069869665056155
Sec16a,0,3,0.0,1.7476511860022765,0.0
Polr2a,0,1,0.0,0.26482758620689656,0.0
Cic,3,3,2.9240284995260972,2.9951879912199955,0.9762420616326944
Lrrk1,1,3,0.42580645161290326,1.9186059787011802,0.2219353303074544
Notch2,1,1,0.3100303951367781,0.0,0.3100303951367781
Ssbp3,0,1,0.0,0.21024258760107817,0.0
Ski,0,1,0.0,0.0548068283917341,0.0
Pkd1,0,1,0.0,0.5202156334231807,0.0
Prrc2a,0,3,0.0,2.087774025394527,0.0
Lamc1,0,1,0.0,0.30458221024258764,0.0
Gse1,2,6,0.7145504461221688,3.592086188733702,0.1989235248205626
Adamts4,0,1,0.0,0.10601976639712493,0.0
Notch1,1,3,0.2370820668693009,0.9039174868417947,0.2370820668693009
Nav2,1,1,0.20364741641337383,0.27583108715184185,0.20364741641337383
Megf11,1,1,0.31290322580645163,0.16801437556154536,0.31290322580645163
Sesn3,2,3,0.46846749681341304,1.9072434347978189,0.24562543420844118
Pcdhgc3,0,1,0.0,0.2340862422997947,0.0
Slc22a23,0,3,0.0,0.6711949685534592,0.0
Lpo,0,2,0.0,0.9089258605198749,0.0
Eldr,0,1,0.0,0.10871518418688228,0.0
Tenm4,2,2,1.0605843710167666,0.5910747591163986,1.0605843710167666
Mecp2,2,0,0.9296303559172467,0.0,0.9296303559172467
