gene,exo_peaks,endo_peaks,exo_signal,endo_signal,enrichment
mt-Rnr2,3,3,3.0,2.9999916343202884,1.0000027885676799
Gm37349,2,1,1.1844606079784674,0.1760698145352565,1.1844606079784674
Rpl17-ps10,1,0,0.41093543770153085,0.0,0.41093543770153085
Gm24514,4,6,3.344236378172735,4.053695627411224,0.8249845784076382
Rn7s2,5,5,3.4141376220201662,4.717961715928297,0.7236467414505943
Gm25395,2,2,1.2226214451159123,0.6973285135380165,1.2226214451159123
Gm10221,1,3,0.08711786415496618,0.8565672838739693,0.08711786415496618
Tpd52l1,56,40,24.310497914209527,16.96866038811435,1.4326704264314079
Tmem117,263,206,118.69794521177795,101.53733373059173,1.1690078993675208
Gm21596,3,3,1.3084468523903663,0.9535571464772719,1.3084468523903663
Gm8430,0,1,0.0,0.8582664408685381,0.0
4732491K20Rik,14,16,8.208435655751783,9.659025389926077,0.8498202794158516
4930578M01Rik,14,11,8.700906752680602,8.445500170057864,1.0302417355372557
Gm14303,2,0,1.4648173164942877,0.0,1.4648173164942877
Rpl23a-ps3,2,3,0.7427496445876596,1.3230569905476537,0.5613890028125038
4833445I07Rik,10,10,7.122653486808322,7.697690202403607,0.9252974982786746
9530036M11Rik,10,4,4.871738697995344,2.920430934605619,1.6681574764421652
Dhdh,28,14,13.05196621711117,10.06790303143879,1.2963937153898006
Tspo,18,12,10.974930870080714,5.856209936668663,1.8740671848803054
Rpl34-ps1,4,2,2.5907815151595637,1.5496940676907114,1.6718019183103907
Rpl31-ps8,3,3,1.8556583210313862,1.018667344735159,1.8216528983893505
Scarna2,5,7,3.6548142117522726,4.164768254315638,0.8775552416308066
Atp8b1,74,68,33.83661755116725,33.78989379772668,1.0013827730184732
Col19a1,135,105,64.99721159343073,45.47785707648999,1.4292056788012417
Gm17096,4,4,2.4305819333218297,0.8678516269544374,2.4305819333218297
Smtnl2,31,19,16.965082597503688,11.806400832686949,1.436939405829296
Gm12319,8,10,4.848624438646711,6.639052079333595,0.7303187835714943
Gm9396,2,2,0.6783824091807262,0.5976612101375354,0.6783824091807262
Acat3,19,18,10.54165035433987,11.029263777107213,0.9557891231344514
9330159M07Rik,1,0,0.31689267833573725,0.0,0.31689267833573725
Susd1,132,99,68.88385100402795,55.296702669438595,1.2457135358651086
Il13ra1,32,25,12.650244832822175,9.349588047304264,1.3530269749659802
Gm26448,3,6,1.3439779411359725,4.213892758898245,0.3189397590382357
Lrrn4,14,5,7.4264653478872535,1.824927024042442,4.069458805775533
