Position,Signal
-20,7.673493274351746
-19,7.8381775140651255
-18,7.896785035226084
-17,7.8649821504238355
-16,8.000102547214873
-15,8.043349600267891
-14,8.042105179294614
-13,8.216897341273958
-12,8.337473047673004
-11,8.539967708143918
-10,8.71398487461367
-9,8.9921474426445
-8,9.366035494839057
-7,9.828334127043185
-6,10.275129925638355
-5,11.01034329117638
-4,11.86065550672735
-3,13.239491691333187
-2,16.166422908341072
-1,20.89542946485281
0,24.639293412783584
1,26.334215568791816
2,28.43061684943617
3,29.240313659530575
4,27.83784318657366
5,24.769971499484292
6,21.01281039317361
7,17.820114593960152
8,15.4985842769053
9,13.82555217062188
10,12.625439266963411
11,11.664702009824605
12,11.005496640731888
13,10.521019612575149
14,9.997422589239493
15,9.647242451688863
16,9.258927112588808
17,9.05351501901502
18,8.810660448965471
19,8.568985111740933
